Data_DT;Hora_DT;SO2_DT;CO_DT;O3_DT;MP_DT;NO_DT;NOX_DT;NO2_DT;VEL. VENTO_DT;DIR. VENTO_DT;TEMP_DT;UMID_DT;STWD_DT;
19/6/2011;1;NoData;0.46;0.5;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;
19/6/2011;2;NoData;0.42;0.8;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;
19/6/2011;3;NoData;0.4;0.6;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;
19/6/2011;4;NoData;0.42;0.6;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;
19/6/2011;5;NoData;0.41;0.8;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;
19/6/2011;6;NoData;0.38;0.8;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;
19/6/2011;7;NoData;0.36;0.6;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;
19/6/2011;8;NoData;0.37;0.7;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;
19/6/2011;9;NoData;0.4;0.6;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;
19/6/2011;10;NoData;0.39;0.8;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;
19/6/2011;11;NoData;0.36;0.9;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;
19/6/2011;12;NoData;0.31;0.9;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;
19/6/2011;13;NoData;0.28;1;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;
19/6/2011;14;NoData;0.3;0.9;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;
19/6/2011;15;NoData;0.32;0.8;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;
19/6/2011;16;NoData;0.33;0.7;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;
19/6/2011;17;NoData;0.35;0.6;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;
19/6/2011;18;NoData;0.37;0.6;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;
19/6/2011;19;NoData;0.42;0.5;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;
19/6/2011;20;NoData;0.46;0.7;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;
19/6/2011;21;NoData;0.49;0.7;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;
19/6/2011;22;NoData;0.51;0.6;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;
19/6/2011;23;NoData;0.5;0.5;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;
19/6/2011;24;NoData;0.43;0.6;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;
20/6/2011;1;NoData;0.42;0.6;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;
20/6/2011;2;NoData;0.43;0.7;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;
20/6/2011;3;NoData;0.43;0.6;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;
20/6/2011;4;NoData;0.42;0.6;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;
20/6/2011;5;NoData;0.42;0.6;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;
20/6/2011;6;NoData;0.41;0.7;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;
20/6/2011;7;NoData;0.41;0.7;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;
20/6/2011;8;NoData;0.45;0.6;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;
20/6/2011;9;NoData;0.48;0.6;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;
20/6/2011;10;NoData;0.48;0.9;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;
20/6/2011;11;NoData;0.4;1.1;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;
20/6/2011;12;NoData;0.29;2.1;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;
20/6/2011;13;NoData;0.33;1.1;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;
20/6/2011;14;NoData;0.32;0.9;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;
20/6/2011;15;NoData;0.24;1.1;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;
20/6/2011;16;NoData;<Samp;<Samp;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;
20/6/2011;17;NoData;0.28;0.5;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;
20/6/2011;18;NoData;0.43;0.5;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;
20/6/2011;19;NoData;0.47;0.6;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;
20/6/2011;20;NoData;0.5;0.7;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;
20/6/2011;21;NoData;0.5;0.4;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;
20/6/2011;22;NoData;0.5;0.4;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;
20/6/2011;23;NoData;0.49;0.6;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;
20/6/2011;24;NoData;0.43;0.4;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;
21/6/2011;1;NoData;0.4;0.3;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;
21/6/2011;2;NoData;0.37;0.4;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;
21/6/2011;3;NoData;0.36;0.5;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;
21/6/2011;4;NoData;0.34;0.4;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;
21/6/2011;5;NoData;0.33;0.6;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;
21/6/2011;6;NoData;0.34;0.4;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;
21/6/2011;7;NoData;0.37;0.5;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;
21/6/2011;8;NoData;0.42;0.4;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;
21/6/2011;9;NoData;0.39;1;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;
21/6/2011;10;NoData;0.38;2.1;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;
21/6/2011;11;NoData;0.4;3;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;
21/6/2011;12;NoData;0.39;4.5;<Samp;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;
21/6/2011;13;NoData;0.37;5.7;0;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;
21/6/2011;14;NoData;0.23;6.9;NoData;20.1;31.7;11.6;2.8;179.8;27.5;64;25.2;
21/6/2011;15;NoData;0.23;8.1;NoData;22.2;30.1;7.8;2.7;195.8;27.3;65;25.2;
21/6/2011;16;NoData;0.33;6.2;NoData;28.2;37;8.8;2.4;187.9;26.7;68;23.9;
21/6/2011;17;NoData;0.34;4.8;NoData;32.5;41.7;9.2;1.8;178.4;25.8;71;31.1;
21/6/2011;18;NoData;0.29;3.1;NoData;30.6;40;9.5;1.6;166.7;25.1;71;32.3;
21/6/2011;19;NoData;0.36;1.9;NoData;30.8;40.8;10;2.1;176;25.2;70;27.8;
21/6/2011;20;NoData;0.33;3.5;NoData;31.4;41.7;10.3;1.6;179.7;25;71;27.5;
21/6/2011;21;NoData;0.22;2.4;NoData;23.9;34;10.1;1.2;167.6;24.3;73;29.5;
21/6/2011;22;NoData;0.17;3.4;NoData;19.5;28.3;8.8;1.3;167.8;24.4;74;29.1;
21/6/2011;23;NoData;0.14;5.9;NoData;16.5;24.1;7.6;1.1;169.4;24.4;73;35.6;
21/6/2011;24;NoData;0.05;7.4;NoData;11.1;17.3;6.2;1;160.8;24.2;73;38.4;
22/6/2011;1;NoData;0.05;9.8;NoData;6.5;11;4.4;0.8;163.5;24.2;73;43;
22/6/2011;2;NoData;0.01;9.4;NoData;3.3;6.4;3.2;0.2;177.5;23.3;78;68.6;
22/6/2011;3;NoData;0.01;10.1;NoData;1.9;4.6;2.7;0.4;166.1;23.1;80;61.1;
22/6/2011;4;NoData;0.01;10.8;NoData;1.3;3.6;2.3;0.5;107.9;23;79;63.6;
22/6/2011;5;NoData;0.03;11;NoData;1;3.2;2.3;0.2;125.4;22.8;81;72.1;
22/6/2011;6;NoData;0.07;8.3;NoData;1.2;4.3;3.2;0.3;353.1;22.6;82;60.2;
22/6/2011;7;NoData;0.17;1.4;NoData;5.5;12.3;6.8;0.4;282;23;81;56.4;
22/6/2011;8;NoData;0.47;3.7;NoData;21.9;30.9;9;1.7;178.4;25.5;72;23.9;
22/6/2011;9;NoData;0.4;8.6;NoData;30.5;39.7;9.2;2.3;184.2;26.8;68;24.2;
22/6/2011;10;NoData;0.35;9.4;NoData;32.6;41.8;9.3;2.4;180.1;27.1;68;24.9;
22/6/2011;11;NoData;0.33;11;NoData;29.8;38.7;9;2.7;191.9;27.3;66;23.1;
22/6/2011;12;NoData;0.33;10.4;NoData;31.4;41.1;9.8;2.1;181.6;28.4;61;24.9;
22/6/2011;13;NoData;0.41;10.1;NoData;32.8;42.7;10;2.7;206.3;28.5;62;29;
22/6/2011;14;NoData;0.33;10.5;NoData;30.6;40.4;9.8;2.7;192.6;28.4;61;26.8;
22/6/2011;15;NoData;0.31;10.6;NoData;29.5;39.6;10.1;2.4;188.5;28;64;25.1;
22/6/2011;16;NoData;0.3;9.6;NoData;26.9;36.4;9.5;2.1;180;27.3;67;30.6;
22/6/2011;17;NoData;0.32;8.1;NoData;26.4;36;9.7;1.9;170.5;26.1;70;28;
22/6/2011;18;NoData;0.34;5.4;NoData;25.5;35.1;9.6;1.6;172.8;25.6;72;30.1;
22/6/2011;19;NoData;0.32;5;NoData;25;35.1;10.2;1.4;162.7;25.3;73;31.9;
22/6/2011;20;NoData;0.29;4.5;NoData;23;32.3;9.3;1.3;161.9;25;74;32.6;
22/6/2011;21;NoData;0.26;4.5;NoData;18.9;28;9.1;1.2;166.2;24.8;76;31.5;
22/6/2011;22;NoData;0.3;5.1;NoData;17.3;26;8.7;1.8;182.9;25;76;25;
22/6/2011;23;NoData;0.31;5.4;NoData;17.1;25.6;8.6;2.1;181.7;24.9;77;22.7;
22/6/2011;24;NoData;0.17;7.1;NoData;12.7;19.8;7.1;1.1;181.3;24.6;78;30.9;
23/6/2011;1;NoData;0.11;10.5;NoData;9.3;15.4;6.1;1.4;186.5;24.9;78;23.2;
23/6/2011;2;NoData;0.07;10.8;NoData;6.5;11.5;5;1;191.2;24.5;80;30.4;
23/6/2011;3;NoData;0.06;14.3;NoData;3.9;7.9;4;1.6;191.6;24.6;80;25;
23/6/2011;4;NoData;0.06;12;NoData;2.4;6.3;3.9;1;208.6;24;85;34.8;
23/6/2011;5;NoData;0.06;13.5;NoData;2.3;5.4;3.2;0.9;77.1;23;87;38.9;
23/6/2011;6;NoData;0.08;11.5;NoData;3.1;6.7;3.7;1;187.2;23.1;86;41.9;
23/6/2011;7;NoData;0.15;8.4;NoData;5.3;10.7;5.4;1.1;127.8;23.4;87;50.6;
23/6/2011;8;NoData;0.24;8.6;NoData;10.5;17;6.6;2.1;176.9;24.5;83;26.5;
23/6/2011;9;NoData;0.21;12.6;NoData;13.4;20;6.5;2.3;191;25.9;77;27.6;
23/6/2011;10;NoData;0.14;14.5;NoData;13.3;19.8;6.5;2.6;172.6;25.9;75;26.3;
23/6/2011;11;NoData;0.19;14.2;NoData;13.6;20.9;7.3;2.1;178.7;27.3;69;29.2;
23/6/2011;12;NoData;0.18;15.5;NoData;11.9;18.9;7.1;3.6;188.2;25;83;22.6;
23/6/2011;13;NoData;0.18;15;NoData;11.1;18.2;7.1;3.4;194.2;24.9;80;20.9;
23/6/2011;14;NoData;0.2;14.1;NoData;11.1;18.2;7.1;2.8;209.5;25.1;76;20.3;
23/6/2011;15;NoData;0.18;14.9;NoData;12.2;19.3;7.1;2.5;198.6;25.8;72;23.3;
23/6/2011;16;NoData;0.15;15.6;NoData;10.7;17.8;7.1;2.7;186.8;25.7;72;24.2;
23/6/2011;17;NoData;0.2;14;NoData;10.8;18.3;7.5;3.1;192.7;25.3;73;23.2;
23/6/2011;18;NoData;0.21;12.7;NoData;10.8;18.4;7.6;2.6;193;25.1;73;23.9;
23/6/2011;19;NoData;0.27;10.6;NoData;12.3;20.4;8.1;2.5;202.9;24.8;78;22.9;
23/6/2011;20;NoData;0.37;8.4;NoData;16;25.8;9.8;2;203;24.4;79;22.6;
23/6/2011;21;NoData;0.4;10.3;NoData;15.1;24;9;2.4;202.8;24.1;83;21.6;
23/6/2011;22;NoData;0.48;8.8;NoData;13.7;23.1;9.4;1.5;216;22.8;85;33.9;
23/6/2011;23;NoData;0.5;9.4;NoData;12.7;21.6;9;1.5;202.6;23;82;28;
23/6/2011;24;NoData;0.51;8.7;NoData;12.2;21;8.8;1.5;209.3;23.2;83;23.2;
24/6/2011;1;NoData;0.26;10.9;NoData;8.4;15;6.6;1;191.8;22.5;87;43.1;
24/6/2011;2;NoData;0.19;13.5;NoData;6.2;11.9;5.7;2.1;209;23.2;83;27.6;
24/6/2011;3;NoData;0.1;16.7;NoData;4;8.6;4.7;3;185.6;22.2;86;23.9;
24/6/2011;4;NoData;0.1;12.7;NoData;2.3;6.3;4;0.5;316.8;21.3;92;54.2;
24/6/2011;5;NoData;0.17;10.6;NoData;1.7;5.7;4.1;0.5;196.3;22.2;89;55.3;
24/6/2011;6;NoData;0.07;13;NoData;1.5;4.8;3.3;0.6;309.4;22.4;90;55.6;
24/6/2011;7;NoData;0.11;7.5;NoData;4.7;10.4;5.6;0.7;210.5;23;84;48.8;
24/6/2011;8;NoData;0.14;7.3;NoData;8.5;15.1;6.6;0.9;247.9;23.9;84;47.2;
24/6/2011;9;NoData;0.14;7.6;NoData;9.7;16.3;6.6;0.7;171.8;25.3;78;49.1;
24/6/2011;10;NoData;0.09;14.7;NoData;11.5;18.2;6.8;1.9;190.3;26.8;66;28.6;
24/6/2011;11;NoData;0.11;14.5;NoData;11.1;17.8;6.8;2.4;202.6;26.6;69;25.1;
24/6/2011;12;NoData;0.1;15.2;NoData;11.5;18.5;7.1;3.1;205;27.1;65;27.7;
24/6/2011;13;NoData;0.08;16.3;NoData;9.6;15.8;6.2;2.7;191.5;27.7;62;25.7;
24/6/2011;14;NoData;0.12;16.7;NoData;9.1;15.6;6.5;2.3;196.6;27.2;64;29.7;
24/6/2011;15;NoData;0.15;15.9;NoData;9.5;16.6;7.1;2.3;183.7;26.4;66;27.3;
24/6/2011;16;NoData;0.19;14.6;NoData;9.3;16.3;7;2;207.6;25.4;77;28.7;
24/6/2011;17;NoData;0.21;13;NoData;10.3;17.9;7.6;1.8;207.7;24.7;81;24.8;
24/6/2011;18;NoData;0.22;8.4;NoData;14.4;23.1;8.8;1.1;221.9;24.4;82;37.1;
24/6/2011;19;NoData;0.23;7.5;NoData;13;21.1;8.2;1.1;184;23;89;44;
24/6/2011;20;NoData;0.33;7.9;NoData;12.2;20.7;8.5;1.4;175.9;23.7;81;34.9;
24/6/2011;21;NoData;0.36;7.4;NoData;12.4;20.5;8.1;2.1;180.8;23.9;81;30.6;
24/6/2011;22;NoData;0.27;11;NoData;9.4;16.6;7.2;1.5;169;24.3;76;30.7;
24/6/2011;23;NoData;0.26;10.2;NoData;7.6;14.7;7.2;1.3;172.6;24.5;73;25.6;
24/6/2011;24;NoData;0.31;8.8;NoData;7.7;14.9;7.2;1.5;179.8;24.3;74;22;
25/6/2011;1;NoData;0.14;14.5;NoData;5;10.6;5.6;1.6;174.3;24.4;75;26.2;
25/6/2011;2;NoData;0.09;10.7;NoData;3;7.5;4.6;0.7;180.2;23.2;80;44.2;
25/6/2011;3;NoData;0.07;11.9;NoData;1.8;5.5;3.7;0.4;8.9;22.5;82;51.4;
25/6/2011;4;NoData;0.09;12.2;NoData;1.4;4.9;3.6;0.5;3.5;22.1;82;34.9;
25/6/2011;5;NoData;0.12;9.9;NoData;1.2;4.9;3.7;0.5;19.2;21.5;85;39.8;
25/6/2011;6;NoData;0.12;8;NoData;1.3;5;3.8;1.1;24.6;21.2;87;29.4;
25/6/2011;7;NoData;0.15;4.3;NoData;2.5;7.6;5.2;0.9;0.3;21.6;85;38.4;
25/6/2011;8;NoData;0.21;9.2;NoData;9.7;17.4;7.7;1.5;184.9;24.4;72;27.7;
25/6/2011;9;NoData;0.19;12.7;NoData;12.6;20.3;7.7;1.9;183;25.4;67;23.3;
25/6/2011;10;NoData;0.17;13.9;NoData;15;22.9;7.9;2.1;194.5;26.6;64;26.9;
25/6/2011;11;NoData;0.13;15.5;NoData;15.4;23.1;7.7;2.5;198;26.9;63;26;
25/6/2011;12;NoData;0.13;14.8;NoData;15.9;23.8;7.9;2.7;205.2;27.5;61;23.5;
25/6/2011;13;NoData;0.14;14.1;NoData;14.8;22.3;7.5;2.9;207;27.7;60;22.3;
25/6/2011;14;NoData;0.13;14.3;NoData;15.1;22.3;7.2;3.2;208.1;26.8;66;21.4;
25/6/2011;15;NoData;0.16;13.6;NoData;13.8;21;7.2;3.3;211.6;26.7;71;25.5;
25/6/2011;16;NoData;0.15;13.9;NoData;12.9;20;7.1;3.2;187.5;26.3;67;24.5;
25/6/2011;17;NoData;0.19;13;NoData;12.8;20.3;7.4;2.5;195;25.4;74;25.2;
25/6/2011;18;NoData;0.29;9.9;NoData;16.3;24.7;8.4;2.2;202.7;25.1;76;22.9;
25/6/2011;19;NoData;0.28;8.7;NoData;18;26.9;8.9;1.9;195.6;24.9;77;25.4;
25/6/2011;20;NoData;0.31;9.2;NoData;17.2;25.7;8.5;1.8;194.7;24.9;76;21.9;
25/6/2011;21;NoData;0.26;10.2;NoData;16.6;24.8;8.3;1.8;181;25;74;25.4;
25/6/2011;22;NoData;0.25;11.5;NoData;12.6;20.1;7.6;1.9;184.2;25;75;23;
25/6/2011;23;NoData;0.24;10.6;NoData;11.1;18.7;7.6;1.4;176.6;24.6;77;25.9;
25/6/2011;24;NoData;0.16;6.7;NoData;7.5;14.6;7.1;0.9;186.1;23.6;79;43.1;
26/6/2011;1;NoData;0.13;8.4;NoData;4.9;10.8;5.9;1;185.5;23.4;80;49.6;
26/6/2011;2;NoData;0.12;11.5;NoData;3.4;7.9;4.5;0.9;194.5;23.7;81;39.5;
26/6/2011;3;NoData;0.1;11.2;NoData;2.2;6;3.8;0.3;14.2;23;84;60.9;
26/6/2011;4;NoData;0.12;10.2;NoData;1.4;4.9;3.5;0.5;32.9;22.6;87;45.3;
26/6/2011;5;NoData;0.11;7;NoData;1.2;4.6;3.4;0.4;13.5;21.9;91;46.9;
26/6/2011;6;NoData;0.12;5.1;NoData;1.6;5;3.4;0.4;299.8;22.3;93;54.6;
26/6/2011;7;NoData;0.17;3.7;NoData;6.2;10.8;4.6;0.6;243.6;22.7;91;44.7;
26/6/2011;8;NoData;0.19;5.5;NoData;9.6;14.8;5.2;0.7;230;23.9;87;50.6;
26/6/2011;9;NoData;0.13;9.9;NoData;6.9;10.8;3.8;1.2;227.4;25;82;41.6;
26/6/2011;10;NoData;0.11;13.8;NoData;3;6.2;3.2;2.6;228.6;25.4;81;31.4;
26/6/2011;11;NoData;0.12;13.9;NoData;1.6;4.3;2.7;2.3;218.5;25.9;79;29.6;
26/6/2011;12;NoData;0.12;15.4;NoData;1.4;4;2.6;2.5;213.7;26.3;77;24.4;
26/6/2011;13;NoData;0.12;18.2;NoData;1.2;3.6;2.4;2.9;203.5;27;75;21.2;
26/6/2011;14;NoData;0.22;13.6;NoData;6.1;10.4;4.4;2.4;200.8;26.7;74;22.8;
26/6/2011;15;NoData;0.21;14.1;NoData;9.6;15.1;5.5;2.3;195.6;26.9;73;26.8;
26/6/2011;16;NoData;0.22;14.2;NoData;9.6;15.2;5.6;2.3;184.3;26.6;73;24.7;
26/6/2011;17;NoData;0.22;12;NoData;9;15.2;6.2;1.8;174.7;25.5;76;28;
26/6/2011;18;NoData;0.23;9.4;NoData;7.3;13.2;5.9;1.1;152.7;24.9;80;40.6;
26/6/2011;19;NoData;0.27;6.6;NoData;7;13.4;6.4;1.7;161.9;24.6;79;30.5;
26/6/2011;20;NoData;0.26;6.5;NoData;6.9;13.3;6.4;1.3;154.1;24.5;79;37.5;
26/6/2011;21;NoData;0.24;5.3;NoData;6.8;13.2;6.4;0.6;149.3;24.2;80;54.9;
26/6/2011;22;NoData;0.27;3.8;NoData;5.9;12.5;6.6;0.4;23.9;23.6;83;51.6;
26/6/2011;23;NoData;0.34;1.2;NoData;4.9;12.5;7.6;0.7;7.7;23.2;88;25;
26/6/2011;24;NoData;0.31;0.3;NoData;5.2;12.8;7.6;0.7;8.4;22.7;90;17;
27/6/2011;1;NoData;0.26;0.2;NoData;7;14.5;7.5;0.5;14;22.4;91;28.2;
27/6/2011;2;NoData;0.26;0.9;NoData;7.1;13.9;6.8;0.5;1.4;22.5;92;28.4;
27/6/2011;3;NoData;0.25;0.8;NoData;8;14.5;6.5;0.5;11.6;22.4;92;32.6;
27/6/2011;4;NoData;0.21;0.6;NoData;7.4;13.9;6.4;0.9;12.3;22.2;93;23.5;
27/6/2011;5;NoData;0.23;0.3;NoData;9.2;15.9;6.6;1.1;15.2;22.2;93;27;
27/6/2011;6;NoData;0.29;0.2;NoData;7.8;14;6.1;0.7;1.5;21.9;94;21.2;
27/6/2011;7;NoData;0.24;1.2;NoData;11.5;17;5.6;0.5;68.2;22.5;94;50.4;
27/6/2011;8;NoData;0.43;3.7;NoData;25;32.4;7.4;0.5;260;23.9;87;59.4;
27/6/2011;9;NoData;0.45;6.6;NoData;30.9;39.5;8.6;0.9;248.6;25.3;80;47;
27/6/2011;10;NoData;0.24;12.7;NoData;24;31.7;7.8;1.1;37.8;25.8;79;47.1;
27/6/2011;11;NoData;0.21;27.7;NoData;9.9;18.5;8.6;1.5;35.4;26.6;76;42.1;
27/6/2011;12;NoData;0.32;39.3;NoData;4.1;15.6;11.6;0.6;17.7;27.9;70;66.6;
27/6/2011;13;NoData;0.25;24.4;NoData;6.7;17.6;10.9;0.8;77.5;29.2;64;57.8;
27/6/2011;14;NoData;0.45;25;NoData;14.6;31.4;16.8;2.3;209.6;27.7;71;29.4;
27/6/2011;15;NoData;0.45;24.4;NoData;14.1;33.6;19.5;1.1;169.2;27.8;69;42.5;
27/6/2011;16;NoData;0.4;16.9;NoData;16.2;33.6;17.5;1.5;176.7;27.5;71;39;
27/6/2011;17;NoData;0.37;13;NoData;19.7;35.5;15.8;1.7;164.2;25.9;78;27.1;
27/6/2011;18;NoData;0.41;7.6;NoData;20.1;34.9;14.8;1.2;154.9;25.2;82;35.9;
27/6/2011;19;NoData;0.42;6.9;NoData;18.1;32.9;14.8;1.4;159.6;25.1;82;25.6;
27/6/2011;20;NoData;0.38;6.3;NoData;17.9;32;14.2;1.3;156.7;25.3;82;27.6;
27/6/2011;21;NoData;0.29;8.8;NoData;15.3;27.3;12;1.4;162.1;25.2;83;24.5;
27/6/2011;22;NoData;0.27;4.1;NoData;14.4;25;10.5;0.7;136.8;24.8;81;47.7;
27/6/2011;23;NoData;0.31;0.6;NoData;16.8;26.7;9.9;0.6;353.3;24.2;82;64;
27/6/2011;24;NoData;0.2;2.7;NoData;14.1;23.3;9.2;0.4;309.1;24;83;66.1;
28/6/2011;1;NoData;0.1;6.4;NoData;9.6;16.8;7.2;0.4;4.7;23.6;85;56.5;
28/6/2011;2;NoData;0.09;7.9;NoData;5.9;11.5;5.7;0.3;358.4;23;89;58;
28/6/2011;3;NoData;0.1;6.7;NoData;3.7;9.2;5.5;0.5;0.3;22.8;89;42.4;
28/6/2011;4;NoData;0.11;2.3;NoData;3.8;10.3;6.5;0.5;12;22.1;92;40.8;
28/6/2011;5;NoData;0.11;2.1;NoData;4.3;11.1;6.8;0.6;12.2;21.8;93;20.1;
28/6/2011;6;NoData;0.14;2.6;NoData;4.1;9.4;5.3;0.6;6.1;21.9;93;27.5;
28/6/2011;7;NoData;0.31;0.2;NoData;13.3;20;6.7;0.6;16.9;22.4;93;32.8;
28/6/2011;8;NoData;0.42;3.8;NoData;22.9;30.7;7.9;1.2;52.1;24.3;87;43.8;
28/6/2011;9;NoData;0.28;10.6;NoData;14.4;21.9;7.5;1.9;24.6;25.1;83;27.5;
28/6/2011;10;NoData;0.2;18.8;NoData;7.2;14.7;7.4;1.9;25.5;26.1;79;27;
28/6/2011;11;NoData;0.22;22.7;NoData;3.4;11.1;7.8;1.3;36.1;26.5;78;42.8;
28/6/2011;12;NoData;0.53;16.9;NoData;14.1;29.4;15.3;1.2;211.7;26.6;77;36.2;
28/6/2011;13;NoData;0.48;21.8;NoData;16.8;32.9;16.1;2.2;191.3;27.9;71;24.1;
28/6/2011;14;NoData;0.44;18.2;NoData;22.1;39;16.9;2.7;201.6;27.6;73;23.9;
28/6/2011;15;NoData;0.54;14.6;21.6;31.9;51;19.1;2.5;191;27.7;72;22.7;
28/6/2011;16;NoData;0.37;11.2;21.6;26.1;38.9;12.7;1.8;160.9;27.2;69;30.4;
28/6/2011;17;NoData;0.36;8.9;21.6;24.4;36.5;12.2;2;162.4;26;70;31.8;
28/6/2011;18;NoData;0.53;4.2;21.6;30.3;41.7;11.4;2.6;185.1;25.6;74;25.4;
28/6/2011;19;NoData;0.49;5.4;21.6;34.9;45.7;10.7;2.3;179.8;25.7;74;22.1;
28/6/2011;20;NoData;0.52;3.8;21.1;37.9;49.2;11.3;1.9;187.9;25.5;74;23.8;
28/6/2011;21;NoData;0.41;5.8;20.8;29.7;40.2;10.4;1.8;175.7;25.4;75;23.2;
28/6/2011;22;NoData;0.43;7.2;22.5;22;31.6;9.6;1.9;178.2;25.4;75;23.8;
28/6/2011;23;NoData;0.42;7.2;23.6;20;28.9;8.9;1.8;184.8;25.2;76;23.4;
28/6/2011;24;NoData;0.23;9.6;24.8;14.9;22.5;7.6;1.7;192.7;25.2;77;23.4;
29/6/2011;1;NoData;0.08;13.3;25.7;8.8;14.4;5.6;2.3;194.3;25.3;78;22;
29/6/2011;2;NoData;0.04;15.6;21.8;3.9;8.3;4.4;2.5;190.1;25.1;79;23.5;
29/6/2011;3;NoData;0.04;16.2;19;1.8;5.2;3.4;2.8;195.1;24.9;79;23.9;
29/6/2011;4;NoData;0.03;16;16.7;1.1;4;2.9;2.3;196.2;25.1;79;25.1;
29/6/2011;5;NoData;0.04;15.6;15.1;1.2;3.9;2.7;2.1;187;25.1;79;23;
29/6/2011;6;NoData;0.11;10.7;13.6;5.5;10.5;4.9;2;195.9;25;80;22.9;
29/6/2011;7;NoData;0.33;5.5;12.5;22.5;31.4;8.9;2.3;206.4;25.3;79;21;
29/6/2011;8;NoData;0.46;6.6;14.9;33.4;43.7;10.4;2.6;205;25.9;77;23.1;
29/6/2011;9;NoData;0.46;9.3;16.6;36.2;46.7;10.5;2.9;210.6;25.5;78;20.8;
29/6/2011;10;NoData;0.38;10;18.4;34.8;45.1;10.2;2.9;211.5;25.9;80;23.6;
29/6/2011;11;Span;Span;Span;Span;Span;Span;Span;2.3;203.5;26.1;82;33.3;
