Data_ITA;Hora_ITA;SO2_ITA;CO_ITA;O3_ITA;MP_ITA;NO_ITA;NOX_ITA;NO2_ITA;VEL_VENTO_ITA;DIR_VENTO_ITA;TEMP_ITA;UMID_ITA;STWD_ITA
18/10/2013;13;0;0.17;InVld;RS232;RS232;RS232;RS232;6.5;134.5;26.9;60;20.3
18/10/2013;14;0;0.14;InVld;RS232;RS232;RS232;RS232;6.7;136;26.9;60;21.7
18/10/2013;15;0;0.35;InVld;RS232;RS232;RS232;RS232;6.5;134.6;26.7;62;21.1
18/10/2013;16;0;0.41;InVld;RS232;RS232;RS232;RS232;6.3;135.2;26.2;64;21.1
18/10/2013;17;0;0.47;InVld;RS232;RS232;RS232;RS232;4.1;129.4;25.7;67;20.7
18/10/2013;18;0;0.57;InVld;RS232;RS232;RS232;RS232;2.6;125.3;24.9;72;28.2
18/10/2013;19;0;0.73;InVld;RS232;RS232;RS232;RS232;1.5;107.9;24.8;73;47.2
18/10/2013;20;0;0.77;InVld;RS232;RS232;RS232;RS232;1;103.7;24.7;74;54.2
18/10/2013;21;0;0.85;InVld;RS232;RS232;RS232;RS232;1.4;79.9;24.9;73;51.1
18/10/2013;22;0;0.71;InVld;RS232;RS232;RS232;RS232;1.4;69.2;24.7;75;52
18/10/2013;23;0;0.61;InVld;RS232;RS232;RS232;RS232;1.8;65.1;24.4;75;44.9
18/10/2013;24;0;0.47;InVld;RS232;RS232;RS232;RS232;1.5;57.2;24.1;78;49.9
19/10/2013;1;0;0.36;InVld;RS232;RS232;RS232;RS232;2.6;60.8;23.9;79;36.4
19/10/2013;2;0;0.34;InVld;RS232;RS232;RS232;RS232;2.7;65.1;23.6;80;32.9
19/10/2013;3;0;0.37;InVld;RS232;RS232;RS232;RS232;2.8;70.8;23.3;82;28.2
19/10/2013;4;0;0.37;InVld;RS232;RS232;RS232;RS232;1.8;72.2;23;83;32.6
19/10/2013;5;0;0.4;InVld;RS232;RS232;RS232;RS232;1.7;81.2;22.4;85;30.4
19/10/2013;6;0;0.49;InVld;RS232;RS232;RS232;RS232;3.6;75.8;23.2;82;20.8
19/10/2013;7;0;0.64;InVld;RS232;RS232;RS232;RS232;4.5;71.3;23.9;79;24.6
19/10/2013;8;0;0.63;InVld;RS232;RS232;RS232;RS232;5.3;64.5;25.3;73;28.3
19/10/2013;9;0.1;0.63;InVld;RS232;RS232;RS232;RS232;5.1;69;27.2;64;27.6
19/10/2013;10;0.1;0.52;InVld;RS232;RS232;RS232;RS232;3.7;84.3;27.5;64;29.1
19/10/2013;11;0;0.59;InVld;RS232;RS232;RS232;RS232;2.4;73.1;28.1;65;48.4
19/10/2013;12;0.1;0.44;InVld;RS232;RS232;RS232;RS232;4.4;97;28;64;30.9
19/10/2013;13;0.1;0.33;InVld;RS232;RS232;RS232;RS232;2.7;115.6;27.4;66;33.8
19/10/2013;14;0;0.25;InVld;RS232;RS232;RS232;RS232;4.7;126.2;27.5;66;21
19/10/2013;15;0;0.19;InVld;RS232;RS232;RS232;RS232;4.3;126.4;27.1;66;21.4
19/10/2013;16;0;0.38;InVld;RS232;RS232;RS232;RS232;2.2;97.1;28.2;61;41.9
19/10/2013;17;0.3;0.53;InVld;RS232;RS232;RS232;RS232;2.7;61.3;27.7;60;50.2
19/10/2013;18;0.3;0.64;InVld;RS232;RS232;RS232;RS232;2.3;58.8;25.9;66;52.5
19/10/2013;19;0.2;0.82;InVld;RS232;RS232;RS232;RS232;3.2;63.5;25.3;73;40.2
19/10/2013;20;0.1;0.61;InVld;RS232;RS232;RS232;RS232;1.5;70;25;76;53.1
19/10/2013;21;0.1;0.52;InVld;RS232;RS232;RS232;RS232;1.1;77.4;24.9;78;55.2
19/10/2013;22;0;0.51;InVld;RS232;RS232;RS232;RS232;1.2;76.4;24.8;79;53.9
19/10/2013;23;0;0.53;InVld;RS232;RS232;RS232;RS232;1.4;65.1;24.7;79;56
19/10/2013;24;0;0.41;InVld;RS232;NoData;NoData;RS232;3.9;63.2;24.5;79;33.8
20/10/2013;1;0;0.25;InVld;RS232;RS232;RS232;RS232;3.9;65.4;24.2;80;30.9
20/10/2013;2;0;0.18;NoData;NoData;RS232;RS232;NoData;3.8;62.7;23.9;81;31.6
20/10/2013;3;0;0.3;InVld;RS232;RS232;RS232;RS232;3.2;67.6;23.9;81;29.7
20/10/2013;4;0;0.29;InVld;RS232;RS232;RS232;RS232;2.6;61;23.7;82;30.3
20/10/2013;5;0;0.24;InVld;RS232;RS232;RS232;RS232;1.6;61.4;23.5;83;39.7
20/10/2013;6;0;0.38;InVld;RS232;RS232;RS232;RS232;0.4;115.4;22.5;87;40.9
20/10/2013;7;0;0.49;InVld;RS232;RS232;RS232;RS232;2.9;74.2;24;80;28
20/10/2013;8;0;0.36;InVld;RS232;RS232;RS232;RS232;4.6;64.6;25.9;70;30.7
20/10/2013;9;0.1;0.31;InVld;RS232;RS232;RS232;RS232;4.6;60.4;27.4;61;37
20/10/2013;10;0.3;0.28;InVld;RS232;RS232;RS232;RS232;5;67.3;28.3;56;30.6
20/10/2013;11;0.2;0.26;InVld;RS232;RS232;RS232;RS232;2.6;111.2;27.9;62;37.5
20/10/2013;12;0.1;0.33;InVld;RS232;RS232;RS232;RS232;2.5;102.8;26.6;70;42.9
20/10/2013;13;0;0.28;InVld;RS232;RS232;RS232;RS232;2.9;110;28;66;34.3
20/10/2013;14;0;0.21;InVld;RS232;RS232;RS232;RS232;4.4;128.8;26.9;69;20.3
20/10/2013;15;0;0.21;InVld;RS232;RS232;RS232;RS232;4.3;129.3;26.4;71;22.7
20/10/2013;16;0.1;0.2;InVld;RS232;RS232;RS232;RS232;4.1;130.8;26;73;22
20/10/2013;17;0;0.18;InVld;RS232;RS232;RS232;RS232;3.5;123.6;25.6;75;17.3
20/10/2013;18;0;0.26;InVld;RS232;RS232;RS232;RS232;2.1;124.3;25;78;28.1
20/10/2013;19;0;0.24;InVld;RS232;RS232;RS232;RS232;1.9;116.6;24.8;80;25.5
20/10/2013;20;0;0.19;InVld;RS232;RS232;RS232;RS232;2.5;122.4;24.7;81;18.8
20/10/2013;21;0;0.17;InVld;RS232;RS232;RS232;RS232;1.9;118;24.7;80;31.7
20/10/2013;22;0;0.1;InVld;RS232;RS232;RS232;RS232;1.7;114.9;24.6;82;24.8
20/10/2013;23;0;0.06;InVld;RS232;RS232;RS232;RS232;1.7;116.2;24.6;82;34
20/10/2013;24;0;0.15;InVld;RS232;RS232;RS232;RS232;1.5;67.1;24.6;82;44.2
21/10/2013;1;0;0.13;InVld;RS232;RS232;RS232;RS232;3.3;67;24.4;81;29.5
21/10/2013;2;0;0.16;InVld;RS232;RS232;RS232;RS232;3;68.7;24;83;28.1
21/10/2013;3;0;0.15;InVld;RS232;RS232;RS232;RS232;2.8;67.5;23.7;84;29.8
21/10/2013;4;0;0.19;InVld;RS232;RS232;RS232;RS232;0.6;98.4;23.1;86;37.6
21/10/2013;5;0;0.21;InVld;RS232;RS232;RS232;RS232;0.7;94.2;23.1;87;50
21/10/2013;6;0;0.43;InVld;RS232;RS232;RS232;RS232;2.4;67.9;23.9;84;30.4
21/10/2013;7;0.1;0.93;InVld;RS232;RS232;RS232;RS232;1.2;69.4;24.9;79;53.6
21/10/2013;8;0;0.5;InVld;RS232;RS232;RS232;RS232;2.3;111.2;26.7;69;30.5
21/10/2013;9;0;0.41;InVld;RS232;RS232;RS232;RS232;3.2;116.9;27.1;66;35
21/10/2013;10;0;0.19;InVld;RS232;RS232;RS232;RS232;5;128.9;27;68;21.5
21/10/2013;11;0;0.13;InVld;RS232;RS232;RS232;RS232;6.5;133.1;27.3;67;21.5
21/10/2013;12;0;0.11;InVld;RS232;RS232;RS232;RS232;6.2;128.8;27.5;67;19.5
21/10/2013;13;0;0.13;InVld;RS232;RS232;RS232;RS232;5.5;124.9;28.1;65;21.3
21/10/2013;14;0;0.2;InVld;RS232;RS232;RS232;RS232;5.2;127.5;27.8;66;24.3
21/10/2013;15;0.1;0.28;InVld;RS232;RS232;RS232;RS232;5.4;128.3;27.9;63;20.9
21/10/2013;16;0.1;0.32;InVld;RS232;RS232;RS232;RS232;5.1;130.8;26.8;65;21.2
21/10/2013;17;0.1;0.37;InVld;RS232;RS232;RS232;RS232;3.2;116.3;26.4;68;25.1
21/10/2013;18;0.1;0.5;InVld;RS232;RS232;RS232;RS232;2.5;114;25.3;71;30.1
21/10/2013;19;0.1;0.58;InVld;RS232;RS232;RS232;RS232;1;112.2;24.9;73;48.3
21/10/2013;20;0.1;0.43;InVld;RS232;RS232;RS232;RS232;1;118.8;24.6;76;43.2
21/10/2013;21;0.1;0.4;InVld;RS232;RS232;RS232;RS232;1;111.3;24.5;76;53.5
21/10/2013;22;0.1;0.23;InVld;RS232;RS232;RS232;RS232;2.1;123.9;24.3;76;21.2
21/10/2013;23;0.1;0.18;InVld;RS232;RS232;RS232;RS232;2;120;24.2;76;19.8
21/10/2013;24;0.1;0.11;InVld;RS232;RS232;RS232;RS232;1.5;121.6;24;77;31.9
22/10/2013;1;0;0.07;InVld;RS232;RS232;RS232;RS232;1.6;131.8;24;77;30.6
22/10/2013;2;0.1;0.18;InVld;RS232;RS232;RS232;RS232;1.1;129.4;23.6;78;25.8
22/10/2013;3;0.2;0.17;InVld;RS232;RS232;RS232;RS232;0.4;121.9;23.5;78;61.1
22/10/2013;4;0.2;0.18;InVld;RS232;RS232;RS232;RS232;0.3;159.8;23.1;79;55.5
22/10/2013;5;0.2;0.27;InVld;RS232;RS232;RS232;RS232;0.4;153.5;22.6;85;39.4
22/10/2013;6;0.2;0.43;InVld;RS232;RS232;RS232;RS232;0.5;142.5;22.5;86;36.4
22/10/2013;7;0.5;0.93;InVld;RS232;RS232;RS232;RS232;1.1;79.4;24.7;75;51.8
22/10/2013;8;0.4;0.44;InVld;RS232;RS232;RS232;RS232;3.4;126.7;26.7;67;24.1
22/10/2013;9;0.4;0.31;InVld;RS232;RS232;RS232;RS232;6;133.5;26.5;66;19.6
22/10/2013;10;0.4;0.24;InVld;RS232;RS232;RS232;RS232;5.5;130.4;26.7;65;20
22/10/2013;11;0.4;0.2;InVld;RS232;RS232;RS232;RS232;5.1;134;27.1;64;22.4
22/10/2013;12;0.4;0.25;InVld;RS232;RS232;RS232;RS232;5.1;124.6;27.6;63;21.4
22/10/2013;13;0.4;0.21;InVld;RS232;RS232;RS232;RS232;4.4;126.9;27.8;62;26.8
22/10/2013;14;0.5;0.29;InVld;RS232;RS232;RS232;RS232;4.1;126.9;27.8;61;22.7
22/10/2013;15;0.4;0.29;InVld;RS232;RS232;RS232;RS232;4.1;119;28;61;21.1
22/10/2013;16;0.5;0.38;InVld;RS232;RS232;RS232;RS232;4.3;130.8;27.2;63;26.8
22/10/2013;17;0.5;0.43;InVld;RS232;RS232;RS232;RS232;3.9;129.4;26.1;67;24.4
22/10/2013;18;0.5;0.57;InVld;RS232;RS232;RS232;RS232;2.9;131.7;25.1;69;24.5
22/10/2013;19;0.5;0.53;InVld;RS232;NoData;NoData;RS232;2.7;136;24.7;71;25.2
22/10/2013;20;0.5;0.49;InVld;RS232;RS232;RS232;RS232;2.5;133.4;24.7;73;25.4
22/10/2013;21;0.4;0.32;NoData;NoData;RS232;RS232;NoData;2.6;124.6;24.6;72;21.1
22/10/2013;22;0.5;0.25;InVld;RS232;RS232;RS232;RS232;2.9;125.7;24.4;73;19.6
22/10/2013;23;0.4;0.26;InVld;RS232;RS232;RS232;RS232;2.6;140.7;24.3;74;27.7
22/10/2013;24;0;0.12;InVld;RS232;RS232;RS232;RS232;2.9;135.6;24.2;75;24.4
23/10/2013;1;0;0.06;InVld;RS232;RS232;RS232;RS232;1.9;125.8;23.9;76;22.1
23/10/2013;2;0;0.04;InVld;RS232;RS232;RS232;RS232;1.5;132.4;23.8;77;29
23/10/2013;3;0;0.1;InVld;RS232;RS232;RS232;RS232;1.7;127.5;23.9;76;25.6
23/10/2013;4;0;0.12;InVld;RS232;RS232;RS232;RS232;2.5;132.9;23.9;74;23.5
23/10/2013;5;0;0.15;InVld;RS232;RS232;RS232;RS232;3.5;133.6;24;73;24
23/10/2013;6;0;0.19;InVld;RS232;RS232;RS232;RS232;3.1;133.6;24.1;72;25.2
23/10/2013;7;0;0.41;InVld;RS232;RS232;RS232;RS232;3.7;133.9;25.1;68;27.8
23/10/2013;8;0.1;0.43;InVld;RS232;RS232;RS232;RS232;4.5;130;26.1;64;27.8
23/10/2013;9;0.2;0.37;InVld;RS232;RS232;RS232;RS232;4.7;130.3;26.9;60;26.6
23/10/2013;10;0.2;0.29;InVld;RS232;<Samp;<Samp;RS232;4.8;124.7;27.4;60;20.4
23/10/2013;11;0.2;0.23;InVld;RS232;Span;Span;RS232;4.5;127.9;27.5;58;22.5
23/10/2013;12;0.3;0.12;RS232;RS232;22;27.9;<Samp;4.7;131;27.2;59;24.8
23/10/2013;13;0.3;0.04;RS232;RS232;23.5;30.3;Span;4.9;131.5;27.5;58;23.4
23/10/2013;14;0.4;0.06;<Samp;RS232;23.7;33.2;7;4.5;129.9;27.5;57;25.6
23/10/2013;15;0.4;0.34;13.5;RS232;26.7;37.6;7.3;4.5;130.6;27.7;57;23.6
23/10/2013;16;0.5;0.38;13.4;RS232;29.8;38.6;10.2;4.3;133.9;25.8;66;24.4
23/10/2013;17;0.5;0.54;12.6;RS232;17.9;25.4;12.2;4.1;136.5;24.5;71;22.5
23/10/2013;18;0.5;0.55;12.9;RS232;52.7;72;10;3.8;140;24.1;72;24.6
23/10/2013;19;0.4;0.49;12.4;RS232;48.4;65.7;12.2;4.2;132.3;23.3;74;24.2
23/10/2013;20;0.6;0.81;3.3;RS232;29.8;43;19.8;1.3;144.9;22.2;80;31.2
23/10/2013;21;0.7;0.66;4.7;RS232;44;61.1;17.8;2;154.5;23.2;72;21
23/10/2013;22;0.7;0.62;8.5;RS232;15.9;25.5;13.7;2.3;153.4;23.4;74;20.5
23/10/2013;23;0.4;0.74;3.7;RS232;8;10.3;17.5;1.4;108.8;22.2;86;40.9
23/10/2013;24;0;0.34;6.5;RS232;7.3;7.2;10;1.8;154.1;21.7;89;21.5
24/10/2013;1;0;0.23;13.9;RS232;6;5.8;2.5;2.2;149.1;22.3;84;25.1
24/10/2013;2;0;0.17;17.3;RS232;5.8;6.5;2.6;2.5;145.7;22.8;77;29.9
24/10/2013;3;0;0.12;19;RS232;3.9;5.3;1.3;2.3;148.7;22.9;74;30.6
24/10/2013;4;0;0.13;18.6;RS232;22.3;32.8;1.5;2.1;149.4;22.9;74;29
24/10/2013;5;0;0.16;19.3;RS232;43.6;59.2;2.5;2.5;143.6;23;73;27.4
24/10/2013;6;0;0.38;11.6;RS232;23.8;36.4;12.3;2.1;156.4;23.2;72;29.1
24/10/2013;7;0.1;0.7;8.6;RS232;16.2;25.1;16;2.6;143.7;24.3;68;26.4
24/10/2013;8;0.1;0.65;13.4;RS232;13.6;24.1;12.8;3.6;136;25.6;64;26.4
24/10/2013;9;0.2;0.61;16.5;RS232;13.3;22;9.5;4.6;138.4;26.4;61;23.5
24/10/2013;10;0.2;0.5;16.7;RS232;16.3;23.9;10.7;4.1;127.8;27.1;57;25.6
24/10/2013;11;0.2;0.4;16.9;RS232;16.3;21.7;9.7;3.9;132.7;27.3;56;26.5
24/10/2013;12;0.2;0.37;16.5;RS232;15;20.1;8.1;5;138.2;26.9;59;23.9
24/10/2013;13;0.2;0.35;17.2;RS232;16.7;22.4;6.1;5.3;138.3;27;58;23.7
24/10/2013;14;0.2;0.31;16.5;RS232;12.8;20.5;5.9;4.8;133;27.3;57;19.6
24/10/2013;15;0.3;0.32;15.7;RS232;19.9;29.5;8.3;5;140.6;27;55;20.6
24/10/2013;16;0.3;0.33;14.9;RS232;23.3;35.1;8.2;4.7;135.7;26.5;58;20.9
24/10/2013;17;0.3;0.39;13.5;RS232;23.9;38.9;9.8;4.2;136.7;25.8;58;20.4
24/10/2013;18;0.4;0.64;11.9;RS232;38.2;52.5;12.9;3.1;146.2;24.7;62;27.4
24/10/2013;19;0.4;0.7;9.2;RS232;43.8;58.5;15.5;2.7;151.3;24.6;64;26
24/10/2013;20;0.6;0.68;7.2;RS232;16.7;28.9;15.3;2.5;153.7;24.3;65;23.8
24/10/2013;21;0.7;0.72;7.2;NoData;20.5;34.7;15.3;2.8;150.9;24.4;67;23.4
24/10/2013;22;0.3;0.64;10.2;RS232;7.1;13.6;12.2;2.9;141;24.2;70;25.3
24/10/2013;23;0.2;0.53;9.1;RS232;5.4;9.4;14.9;2.5;139.4;24;69;29.3
24/10/2013;24;0;0.33;14;RS232;2.6;3.5;7.1;2.8;138.6;23.9;70;25.7
25/10/2013;1;0;0.27;15.9;RS232;4.4;7;4.5;1.8;144.8;23.6;70;28.5
25/10/2013;2;0;0.23;15.1;RS232;3.3;4.6;2.4;1.3;148.2;22.6;76;23.4
25/10/2013;3;0;0.2;13.8;RS232;6.6;12.7;3.8;1.4;154.9;22.3;81;29.6
25/10/2013;4;0;0.18;13.4;RS232;71.4;87.7;2.3;1.1;153.6;22.1;81;23.1
25/10/2013;5;0;0.19;9;RS232;72.8;93;6.8;0.7;147.1;21.9;81;32.2
25/10/2013;6;0;0.48;1.9;RS232;39.8;55.7;16.3;1;96.4;22.1;82;31.5
25/10/2013;7;0.3;0.77;2.7;RS232;14.2;21.9;20.3;2.1;72.1;23.7;75;31.8
25/10/2013;8;0.4;0.68;7.9;RS232;12.2;19.8;16.2;1.8;103.4;26.1;65;41.3
25/10/2013;9;0.3;0.41;14.8;RS232;14;20.6;7.7;3.1;130.5;26.6;60;28.2
25/10/2013;10;0.2;0.37;14.3;RS232;16;23.5;7.8;3.4;126.2;27.2;59;22.5
25/10/2013;11;0.3;0.4;14.8;RS232;13;19.2;6.9;3.4;140.2;26.9;60;28.9
25/10/2013;12;0.2;0.39;14.2;RS232;13.5;21.5;7.8;4.3;131.3;27.2;60;24.6
25/10/2013;13;0.3;0.32;14.4;RS232;14.8;22.9;6.4;5.1;136.8;27.2;60;22.6
25/10/2013;14;0.2;0.35;13.4;RS232;15.5;24.4;8.4;4.5;134.9;27.1;60;22.9
25/10/2013;15;0.6;0.27;12.4;RS232;15.2;25.9;8.3;5.1;128.3;26.9;60;23.3
25/10/2013;16;0.4;0.31;11.4;RS232;14.3;27.2;9.2;4.8;131.3;26.7;61;19.3
25/10/2013;17;0.4;0.36;10.1;RS232;<Samp;<Samp;10.9;3.8;133;25.9;61;22.7
25/10/2013;18;0.3;0.43;8.6;RS232;21.1;37.8;13.3;3.4;131.5;24.7;65;24.6
25/10/2013;19;<Samp;<Samp;<Samp;RS232;28.4;43.7;<Samp;<Samp;<Samp;<Samp;<Samp;<Samp
25/10/2013;20;0.4;0.4;6;RS232;13.9;24.5;17;3;137.9;24.5;68;28.2
25/10/2013;21;0.5;0.4;6.3;NoData;14.5;25.1;15.9;2.9;140.4;24.3;67;24.7
25/10/2013;22;0.4;0.33;8.8;RS232;18;28;10.9;3.2;134;24.3;67;23.5
25/10/2013;23;0.5;0.36;9.4;RS232;6.8;11.3;10.7;2.7;142.2;24.2;68;23.5
25/10/2013;24;0.2;0.41;10;RS232;7.4;11.3;10.2;2.2;149.6;23.9;69;30
26/10/2013;1;0.1;0.34;14.1;RS232;5.7;9.8;4.9;2.5;141.5;23.6;71;28.3
26/10/2013;2;0;0.35;13.5;RS232;6.4;10.6;4.9;1.6;156.1;23.2;73;32.5
26/10/2013;3;0.1;0.28;14.1;RS232;3.5;6.3;4.5;1.5;150.6;23.2;73;28.1
26/10/2013;4;0;0.26;13.3;RS232;15.4;25.2;5.2;1.6;145.2;22.8;73;24.7
26/10/2013;5;0;0.23;16;RS232;20;30.5;3.5;1.3;149.4;22.6;73;26.6
26/10/2013;6;0;0.29;8.2;RS232;9.2;14.3;10.3;1.3;143.4;22.1;78;22.3
26/10/2013;7;0.1;0.34;11.5;RS232;7.3;10.8;10.8;2.8;133.8;24.8;65;23.3
26/10/2013;8;0.3;0.25;16.9;RS232;6.5;10.1;5.2;4.8;133.1;25.9;59;16.9
26/10/2013;9;0.2;0.2;18.3;RS232;8.9;13.8;3.9;4.6;134.4;26;58;18.5
26/10/2013;10;0.2;0.21;18.4;RS232;5.9;8.7;3.9;5;135;26.4;55;18.8
26/10/2013;11;0.4;0.24;18.4;RS232;8.2;10.1;5.5;4.2;136.6;26.6;57;22.8
26/10/2013;12;0.3;0.21;20.2;RS232;5;6.9;3.5;5.5;135.5;26.5;56;19.1
26/10/2013;13;0.4;0.25;19.8;RS232;5.9;9.3;4.1;4.8;130.6;26.8;52;19.4
26/10/2013;14;0.4;0.25;19.2;RS232;4.6;8.8;3.5;5.8;135.4;26.4;54;16.6
26/10/2013;15;0.3;0.17;17.7;RS232;13.2;20.5;4.7;4.7;137.5;25.1;63;17.3
26/10/2013;16;0.2;0.13;17.4;RS232;25.9;38.9;5.5;4.2;139;24.8;66;17.6
26/10/2013;17;0.4;0.22;15.3;RS232;25.8;39.3;7.8;3.6;141.2;25.4;59;19.8
26/10/2013;18;0.7;0.37;10.8;RS232;31.6;46;13.7;2.9;151.4;24.3;63;18.7
26/10/2013;19;0.8;0.45;9.4;RS232;26.9;41.9;13.7;2.5;149;24.3;63;26.2
26/10/2013;20;0.8;0.47;7.2;RS232;37.8;52.2;14.8;2.4;149;24.2;64;28.7
26/10/2013;21;0.8;0.43;8.2;NoData;23.2;36.2;15.1;2.6;150.6;24.1;65;25.1
26/10/2013;22;0.9;0.42;7.7;RS232;12.2;20.9;14.6;2.6;153.3;23.9;67;24.5
26/10/2013;23;0.7;0.34;9.7;RS232;10;17.3;13.2;2.5;149.9;23.8;69;23.1
26/10/2013;24;0;0.22;11.3;RS232;4.9;9.6;9.2;1.7;151.4;23.4;68;29.1
27/10/2013;1;0;0.2;12.6;RS232;4.8;9.9;7.7;1.8;161.6;23.2;68;23.8
27/10/2013;2;0;0.16;14;RS232;3.5;8.2;5.1;1.6;153.4;22.8;71;20.9
27/10/2013;3;0;0.2;14.6;RS232;2.8;5.5;5.7;1.7;152.5;22.6;73;19.9
27/10/2013;4;0;0.14;15.1;RS232;12.2;20.7;5;1.8;153.9;22.4;75;18.1
27/10/2013;5;0;0.16;15.3;RS232;18.4;29.5;3.3;1.7;149.2;22.1;76;17.7
27/10/2013;6;0;0.19;8.6;RS232;14.1;22.3;8.8;0.8;147.5;22.3;78;25.6
27/10/2013;7;0;0.29;8.8;RS232;7.1;11.3;11.3;1.5;150;23.8;74;23.5
27/10/2013;8;0;0.22;12.9;RS232;6.1;9.2;8.5;2.1;137.1;25.1;67;27.9
27/10/2013;9;0;0.09;17.2;RS232;7.9;10.1;4.5;3;135.9;26.2;60;20.8
27/10/2013;10;0;0.06;17.8;RS232;7.9;12.5;3.7;4.3;130.2;26.9;61;21.4
27/10/2013;11;0;0.06;17.1;RS232;9.5;14;3.1;4.5;136;26.5;63;20.6
27/10/2013;12;0;0.04;16.2;RS232;4.8;8.4;4.9;4;134.6;26.6;62;22.5
27/10/2013;13;0;0.07;16.1;RS232;4.1;6.3;5.5;4.2;137;26.4;59;22.9
27/10/2013;14;0;0.03;16;RS232;5.7;9.6;4.2;3.8;136.3;27.3;57;26.4
27/10/2013;15;0;0.17;16;RS232;5.2;10.5;3;4.3;130;27;61;22.2
27/10/2013;16;0;0.2;15.7;RS232;7.1;12.6;4.3;3.8;127.3;26.4;65;23.1
27/10/2013;17;0;0.22;14.6;RS232;20.5;33;6;3.4;130.3;25.6;63;24.2
27/10/2013;18;0;0.31;13.8;RS232;12.3;21.7;6.8;3.3;130.9;24.1;70;23.3
27/10/2013;19;0;0.54;7.4;RS232;11.8;22.4;12.9;1.1;123.8;23.8;73;50.7
27/10/2013;20;0;0.42;8.5;RS232;27.7;41.2;9.7;1.4;111.4;24;74;37.2
27/10/2013;21;0;0.41;8.3;NoData;20.3;33.9;11.2;3;79;23.5;76;36.8
27/10/2013;22;0;0.57;4.7;RS232;8.8;18.2;14.3;2;70.9;23.3;77;43.5
27/10/2013;23;0;0.49;4.4;RS232;6.2;12.1;13.8;3;65.6;22.8;81;29.6
27/10/2013;24;0;0.39;6.1;RS232;6.5;9.9;11.4;2.9;71.6;22.9;81;23.7
28/10/2013;1;0;0.25;8.7;RS232;4.1;10.4;6.9;3.6;71.8;23;80;25.1
28/10/2013;2;0;0.14;11.2;RS232;3.5;10.4;5.1;3.5;66.9;23.1;80;26.8
28/10/2013;3;0;0.17;9.5;RS232;6.5;13;8.2;2.9;71.6;22.7;81;26.7
28/10/2013;4;0;0.14;5.7;RS232;43.9;55.4;6.9;1.1;85.2;21.7;85;27.1
28/10/2013;5;0;0.17;5.8;RS232;38.3;54;7.2;1.5;84.3;21.5;87;19.1
28/10/2013;6;0;0.48;2.1;RS232;28.2;42.9;11.7;0.8;93.7;21.8;87;28.5
28/10/2013;7;0.3;0.66;3.8;RS232;23.7;39.7;15.9;3.2;80.5;23.9;80;24.4
28/10/2013;8;17.4;0.58;6.7;RS232;12.9;25.5;14.7;5.5;74.7;25.1;74;24.1
28/10/2013;9;5.9;0.54;10.3;RS232;13.5;28.9;16;5.5;75.6;25.7;71;26.1
28/10/2013;10;1.3;0.45;16.8;RS232;5.6;15;12.6;5.6;79;27.2;65;19.6
28/10/2013;11;0.8;0.43;19.4;RS232;6.7;13.5;15.7;2.9;97.7;27.7;63;31.4
28/10/2013;12;0.3;0.39;OffScan;RS232;11.5;18.9;9.3;4.4;137.9;27.1;69;20.9
28/10/2013;13;0;0.27;20.5;RS232;10.1;18.6;6.8;4.7;131.1;27.5;70;20
28/10/2013;14;0;0.28;13;RS232;14.6;25.6;7.5;4.5;127.9;27.8;68;21.6
28/10/2013;15;0;0.33;15.1;RS232;10;17.5;8.6;4.2;129.3;28.3;64;24.5
28/10/2013;16;0;0.37;12.1;RS232;8;19.2;11;4.1;127.7;28.5;65;24.3
28/10/2013;17;0;0.29;13.3;RS232;13.7;26.5;7.7;5.7;132.9;26.4;73;22.3
28/10/2013;18;0;0.34;10.8;RS232;22.8;38.5;11.2;2.5;116.5;25.4;77;35.4
28/10/2013;19;0;0.42;8.1;RS232;21.4;35.7;13;1.6;103.7;25.2;78;39.1
28/10/2013;20;0;0.52;4.9;NoData;12.6;23.3;15.8;1.2;101.4;25.2;78;53.7
28/10/2013;21;0;0.52;5.5;NoData;6.9;14.3;14.3;1.2;79.9;25;77;52.1
28/10/2013;22;0;0.38;7.3;RS232;5.1;8.5;11.2;1.5;119.2;24.9;79;39.3
28/10/2013;23;0;0.31;9.2;RS232;2.7;2.7;7.6;2;109.3;24.7;79;33.7
28/10/2013;24;0;0.26;11.2;RS232;4.6;4.6;4.7;1.4;113;24.6;79;33.9
29/10/2013;1;0;0.21;14.7;RS232;3.9;4.1;1.7;1.7;122.6;24.4;80;24.1
29/10/2013;2;0;0.21;15;RS232;4.3;5;2.9;1.6;112.1;24.3;80;36.7
29/10/2013;3;0;0.21;14;RS232;5.2;10.4;2;0.7;128.8;24.1;81;47.2
29/10/2013;4;0;0.18;12.9;RS232;30.2;45;2.3;0.6;85.8;24.1;81;50
29/10/2013;5;0;0.19;10.1;RS232;55.2;73.3;5.9;1.3;62.3;24;81;41.3
29/10/2013;6;0;0.35;4.8;RS232;44.7;62.2;14.8;2.8;66.3;24;79;29.9
29/10/2013;7;0.2;0.66;3.7;RS232;14;22.9;18.2;1.9;90.6;25.1;76;39.5
29/10/2013;8;0.3;0.81;5.3;RS232;10.7;19.1;17.6;0.9;130.3;27.1;69;59.6
29/10/2013;9;0.3;0.37;12.9;RS232;10;19.1;9.4;4.6;129.2;27.8;64;19.9
29/10/2013;10;0.3;0.4;14.6;RS232;10.3;18.3;8.7;4.4;132.4;27.9;62;24.2
