Data_BR;Hora_BR;SO2_BR;CO_BR;O3_BR;MP_BR;NO_BR;NOX_BR;NO2_BR;VEL_VENTO_BR;DIR_VENTO_BR;TEMP_BR;UMID_BR;STWD_BR
8/5/2014;5;InVld;0.67;0.2;72.8;137.9;143.4;5.6;0.2;355.1;22.7;79;33.7
8/5/2014;6;InVld;1.4;0.6;100.4;310;310;4;0.2;349.5;22.7;80;30.4
8/5/2014;7;InVld;2;0.3;176.4;404.1;395.2;2;0.3;116.3;24.7;73;39.3
8/5/2014;8;InVld;1.19;1.9;154.2;188.2;191;5.1;1.7;123.5;27.2;63;27.9
8/5/2014;9;InVld;1.35;3.2;110.8;133.8;136.8;6.9;1.7;113.9;28.2;61;30.3
8/5/2014;10;InVld;1.12;4.1;73.1;106.1;113.7;9;1.9;118.9;28.1;61;33.1
8/5/2014;11;InVld;0.98;4.8;54.7;89.8;98.6;9.9;2.5;127.2;28.3;60;25.2
8/5/2014;12;InVld;0.95;4.3;56.5;87.9;96;9.2;2.4;127.1;28.4;60;28.5
8/5/2014;13;InVld;0.97;4.2;51.8;87.8;95.6;10.2;2.5;126.1;28.4;60;29
8/5/2014;14;InVld;0.92;3.9;48.5;96.3;104.8;9.9;2.8;128.5;28.1;61;27.8
8/5/2014;15;InVld;1.01;3.7;35.3;98;109;12.5;2.5;126.8;28.3;59;27.5
8/5/2014;16;InVld;0.7;3.4;58.2;90.8;103.9;12.7;1.9;56.4;27.2;63;28.1
8/5/2014;17;InVld;0.93;2.3;51.7;97.8;110.9;13.7;1.5;92.7;26.7;65;32.4
8/5/2014;18;InVld;1.2;1.7;45.9;122;129.8;10;1.2;125.2;26.1;68;29.8
8/5/2014;19;InVld;0.99;1.8;64.9;120;129.1;10.4;1.1;118.3;25.8;69;29.2
8/5/2014;20;InVld;0.77;1.1;55.1;131.7;140.3;9.4;0.7;116.8;25.7;67;39.6
8/5/2014;21;InVld;0.63;1.2;68.3;127.4;135.7;9.3;0.9;111.7;25.7;67;35.3
8/5/2014;22;InVld;0.71;0.8;66.5;136.6;142.9;7.5;0.3;107.8;25.5;66;47.1
8/5/2014;23;InVld;0.77;0.3;52.6;144.7;151.2;6.9;0.3;23;25.1;68;39.1
8/5/2014;24;InVld;0.47;0.3;67.2;117.2;125.4;7.8;0.4;357.1;24.7;70;23.4
9/5/2014;1;InVld;0.26;0.6;76.8;86.9;96.9;9.5;0.4;356.2;24.3;72;22.4
9/5/2014;2;InVld;0.29;0.2;68.8;114.2;121.2;6.7;0.3;331.3;23.6;76;14.7
9/5/2014;3;InVld;0.32;0.2;93.6;127.7;131.2;3.1;0.2;355.2;22.9;79;13.7
9/5/2014;4;InVld;0.27;0.3;94.1;133.9;136.1;1.8;0.2;0.9;22.5;81;17
9/5/2014;5;InVld;0.37;0.2;85.4;154.4;154;0.4;0.2;352.9;22.3;82;17
9/5/2014;6;InVld;0.83;0.3;77.4;315.8;310.5;0.9;0.2;4.4;22.3;82;25.2
9/5/2014;7;InVld;1.86;0.4;130.3;379.2;367.9;0.3;0.5;31.3;23.8;78;23.9
9/5/2014;8;InVld;1.05;0.7;163.9;227.1;224.5;2;0.5;330.6;27;65;43.7
9/5/2014;9;InVld;0.62;1.2;132.2;149.7;152.3;4.8;0.8;265.3;26.7;69;45.7
9/5/2014;10;InVld;1.23;0.8;92.6;159.6;167.3;9.9;0.8;187.1;24.6;80;37
9/5/2014;11;InVld;0.84;1.9;91.1;131.5;139.4;8.4;0.5;212;26.2;72;45.4
9/5/2014;12;InVld;1.2;2.8;60;151.4;169.6;20.1;1.1;159.3;26.3;70;26.9
9/5/2014;13;InVld;1.32;5;74.1;139.9;162.5;23.6;1.1;148.6;27.6;64;28
9/5/2014;14;InVld;0.86;5.6;77.7;112.7;134.9;21.8;1.4;127.6;27.8;60;26.5
9/5/2014;15;InVld;1.1;6.7;94.5;97.6;117.6;21;1.3;124.5;28.3;59;30.2
9/5/2014;16;<Samp;1.12;5.6;100.7;97.7;118;20.5;1.5;121.3;28.2;58;28.2
9/5/2014;17;0.4;1.39;2.7;76.1;136.1;149.8;16.9;1.3;88.6;27;61;31.1
9/5/2014;18;0.7;1.3;1.2;67.1;136.3;148.1;13.4;1;44.7;26;66;28.8
9/5/2014;19;0.9;1.23;0.4;88.8;137.1;146.8;9.9;0.6;35.6;25.4;69;33
9/5/2014;20;1.1;1.1;0.3;98.9;147.7;156.5;9.1;0.7;26.8;25.1;71;30.5
9/5/2014;21;0.8;1;0.2;93.6;151.6;159.2;7.9;0.8;17.8;24.9;71;29.5
9/5/2014;22;0.8;1.02;0.2;88.8;134.6;142.2;7.8;1;20.5;24.7;72;25.2
9/5/2014;23;0.8;0.76;0.4;82.5;119.3;126;7;1.2;25.2;24.4;74;22.7
9/5/2014;24;0.6;0.39;0.4;71.9;94.7;103.1;8.1;1;23.3;24;74;22.3
10/5/2014;1;0.6;0.27;0.5;66.4;72.1;82.1;9.5;0.4;345.7;23.7;75;27.4
10/5/2014;2;0.5;0.37;0.5;48.7;71.3;81;9.2;0.2;10;23.3;77;30.3
10/5/2014;3;0.5;0.53;0.3;40.2;86.5;95.2;8.1;0.1;348.3;22.6;80;<Samp
10/5/2014;4;0.5;0.95;0.3;44.3;114.1;119.5;5.2;0.1;1.7;22.3;82;<Samp
10/5/2014;5;0.5;1.15;0.4;66.7;135.8;140.6;4.3;0.1;5.2;22.1;83;<Samp
10/5/2014;6;0.7;1.71;0.5;77.5;220;225.5;5.8;0;16.9;22.2;83;<Samp
10/5/2014;7;0.9;1.56;0.3;107;234.4;234.1;1.5;0.2;24.3;23.5;79;35.2
10/5/2014;8;0.5;0.85;0.7;116.7;160.3;165.8;6.2;0.7;341.4;26.1;69;38.4
10/5/2014;9;0.5;1.01;2;109.6;122.9;134.5;12;1;337.3;27.1;66;40.1
10/5/2014;10;0.3;1.09;4.3;97.2;114.1;132.9;20.3;0.9;35.7;28.1;63;45.1
10/5/2014;11;0;1.41;7.6;66.5;88;118.8;30.6;0.5;5.5;29.9;56;58.3
10/5/2014;12;0.1;1.63;9.6;88.5;99.7;145.7;45.6;1.9;150.4;28.5;64;22.1
10/5/2014;13;0.2;1.06;8.5;87.5;70.7;102.7;31.5;1.3;113.7;30;59;32.3
10/5/2014;14;<Samp;0.99;5.7;79;72.8;95.6;22.6;1.9;125.2;29.6;60;28.2
10/5/2014;15;0.3;0.71;5.4;71.2;60.5;75.7;15;2.1;123.1;28.8;61;29.4
10/5/2014;16;0.4;0.47;5.2;57.7;56.6;67.6;10.9;1.4;94.9;28.2;64;43.3
10/5/2014;17;0.7;0.47;4.6;60.7;52.9;64.5;11.5;1.6;112.5;27;69;39.5
10/5/2014;18;0.7;0.53;3.5;62.6;65;75.5;10.8;2.1;126.3;26.3;72;24
10/5/2014;19;1;0.7;2.9;51.1;74.2;84.1;10.2;1.5;118.2;26.2;70;34.4
10/5/2014;20;1;0.74;2.6;43.7;80.9;88.9;9.2;1.4;116.6;26.1;70;31.7
10/5/2014;21;1;0.58;2.8;34.6;74.9;84.1;9.3;1.3;119.7;26.2;67;29.8
10/5/2014;22;1;0.82;1.6;36.2;95.9;106.6;10.7;0.8;110.7;26.2;68;35.2
10/5/2014;23;0.9;0.6;1.7;46.2;86.4;97.1;10.5;1;113;26.1;70;33.2
10/5/2014;24;0.8;0.37;3.1;40.5;66.4;78.4;11.8;1.2;126.3;26.1;69;26.6
11/5/2014;1;0.6;0.15;4.6;28.7;41.4;54.7;12.8;1.2;124.5;26;69;26.7
11/5/2014;2;0.6;0.11;6.2;30.9;30.4;45.3;14.4;2.9;159;23.8;83;14.8
11/5/2014;3;0.6;0.16;5.7;50;30.8;49.4;18.1;1.8;168.7;23.2;86;17.1
11/5/2014;4;0.4;0.05;6.7;44.4;25.5;40.7;14.7;2.5;154.8;23.1;86;15.6
11/5/2014;5;0.4;0.09;7.2;26.7;26.7;38.6;11.5;2.3;162.2;23.1;85;17
11/5/2014;6;0.4;0.2;5.5;23.4;51.4;68.3;16.7;2.8;161;23.8;80;14.8
11/5/2014;7;0.5;0.49;4.7;28.7;77.1;92.2;15.4;3.1;163.3;24.2;79;17
11/5/2014;8;0.6;0.61;5.9;30.8;83.8;100.2;16.6;3.4;156;24.8;75;15.4
11/5/2014;9;0.7;0.61;7;40.8;84.8;100.9;16.2;3.4;159.5;25.8;73;17.8
11/5/2014;10;0.7;0.73;6.9;34.9;85;102.5;17.4;3.5;158;23.6;84;14.4
11/5/2014;11;0.8;0.78;5.5;68.6;100.6;121.5;20.8;2.5;163;23.5;83;16.8
11/5/2014;12;0.8;0.69;8.2;51.8;72.2;87.7;15.9;2.2;112.2;22.9;83;32.9
11/5/2014;13;0.7;1;7.5;26.9;69.3;86.5;16.5;2.1;118.9;22.3;85;34.3
11/5/2014;14;<Samp;1.22;7.7;23.5;71.1;88.8;17;3.5;150.1;23.3;78;21
11/5/2014;15;0.8;1.03;6.7;21.3;70.6;88.6;17.8;2.7;135.6;23.6;78;25.4
11/5/2014;16;0.7;0.65;7.8;20.4;66.5;82.7;16.1;4.5;156.6;25.4;68;16.2
11/5/2014;17;0.6;0.65;7.4;17.8;60.1;76.5;16.2;4.4;152.8;25.6;67;16.9
11/5/2014;18;0.5;0.79;7;21.8;60.6;78.2;17.2;4.9;158.9;24.1;73;15.3
11/5/2014;19;0.7;0.83;6;36;73.8;89.4;15.9;3.9;155.2;24.6;70;16.1
11/5/2014;20;0.6;0.66;6.1;36.3;71.5;86.2;15.3;3.7;152;25.1;67;16.5
11/5/2014;21;0.6;0.54;7;41.5;62.8;77.7;15;4.1;154.5;24.3;71;15.8
11/5/2014;22;0.6;0.55;7.8;40.4;48.4;63.8;15.1;4.6;151;24;70;16.6
11/5/2014;23;0.4;0.36;7.2;33.5;45.2;62;16.6;3.2;144.2;24.3;71;20.5
11/5/2014;24;0.3;0.24;10.4;27;24.8;39.4;14.1;4.4;151.2;24.8;65;16.2
12/5/2014;1;0.3;0.16;11.4;26.7;15;31.4;15.9;3.6;150.7;24.8;65;17.7
12/5/2014;2;0.2;0.11;12.5;31.8;10.4;21.3;10.4;4.1;152.8;22.9;75;16.3
12/5/2014;3;0.1;0.07;13.7;39.2;7.6;17.5;9.4;4.7;153.5;23.9;69;16.4
12/5/2014;4;0.1;0.07;13.6;31;8.7;18.8;9.7;4.6;153.5;23.8;69;16.4
12/5/2014;5;0.2;0.11;12.2;18.5;16;28;11.7;4.1;153.1;24;66;17.8
12/5/2014;6;0.1;0.25;8;34.6;54.1;76;21.6;4.3;152.1;24.2;66;17.4
12/5/2014;7;0.2;0.62;5.6;36;92.5;119.7;27.6;4.5;156;24.1;64;17.1
12/5/2014;8;0.3;0.87;5.9;48.4;102.1;128.8;26.9;3.7;147.9;24.2;62;20.8
12/5/2014;9;0.5;0.97;4.9;63.7;124.5;152.2;27.9;4.5;158.8;24.9;57;16.6
12/5/2014;10;0.4;0.88;5.9;76.7;122.5;151.9;29.9;4.5;156.3;25.5;53;15.9
12/5/2014;11;0.5;0.82;6.3;87.9;119.1;148.5;29.3;4.3;152.4;26.1;50;18.9
12/5/2014;12;0.4;0.89;6.7;93.5;108.7;132;24.3;4.3;152;26.6;49;19.2
12/5/2014;13;0.6;0.85;6.9;79.7;95.4;119.3;24;4.3;158.5;26.4;56;17.5
12/5/2014;14;<Samp;0.99;5.5;63.5;104.4;129.7;25.4;3.7;161.9;26;61;18.8
12/5/2014;15;0.8;1.05;6;67.5;112.5;136.2;23.9;3.8;151;26.1;54;18.1
12/5/2014;16;1;1.26;4.8;69.9;132.1;157.7;26.2;4;159.2;25.9;54;16.3
12/5/2014;17;0.9;1.08;4.8;60.6;126.9;154.9;28.8;3.9;153.6;24.9;59;18.5
12/5/2014;18;1;1.45;3.9;79.6;128.5;156.6;28.3;3.1;153.5;24.9;58;16.4
12/5/2014;19;1.2;1.56;2.5;87.4;166.5;190.3;25.8;2.7;158.6;24.9;60;18.9
12/5/2014;20;1.4;1.22;2.4;74.3;176.1;201.3;28.1;2.6;158.9;24.2;69;21
12/5/2014;21;1.3;0.86;2.2;63.3;173.6;195.2;23;2.7;151;24.3;63;19.9
12/5/2014;22;1;0.75;3.6;76.7;136.5;155.9;19.2;3.1;157.9;24.3;65;14.6
12/5/2014;23;0.9;0.67;3.8;62.2;125;143.8;18.8;2.7;162.7;23.4;69;15.8
12/5/2014;24;0.7;0.24;8.4;49.1;67.8;82.5;14.2;3.4;159.5;24.1;65;15.8
13/5/2014;1;0.5;0.16;11.5;48.3;37.5;49.8;11.9;3.2;161.3;24;66;16.4
13/5/2014;2;0.4;0.1;13.6;34.2;19.1;29.4;9.8;2.8;158.9;23.7;66;15.5
13/5/2014;3;0.3;0.07;14.8;27.6;11.8;20.9;8.7;2.5;154.9;23.6;66;16.8
13/5/2014;4;0.2;0.07;15.1;18.5;9.6;18.8;8.7;2.4;158.3;23.4;66;15.9
13/5/2014;5;0.2;0.17;10.4;30.4;24;39.2;14.9;1.7;166;22.9;69;17.2
13/5/2014;6;0.5;0.55;1.9;29.2;141.1;166.1;24.8;0.8;150.8;22.7;71;33.9
13/5/2014;7;0.8;1.57;1.5;39.6;240.9;257.4;18.4;1.4;155.8;22.4;76;16.9
13/5/2014;8;0.7;1.38;3.7;53.5;173.6;189;16.8;2.5;176.7;23.3;75;20
13/5/2014;9;0.5;1.15;5.6;62.1;143.8;160.3;17.7;3;177.8;24;71;18.8
13/5/2014;10;0.5;1.42;6.6;64;114.3;131.3;17.3;3.3;174.9;24.7;67;20.6
13/5/2014;11;0.6;0.99;5.2;66.3;105.7;123.7;18.9;2.1;168.5;23;75;28.3
13/5/2014;12;1;1.41;3.9;76.9;127.2;143.9;17;1.6;199.1;23;78;30.9
13/5/2014;13;1.1;1.14;5.5;55.1;133.3;151.4;19.8;2.9;164.1;25.3;67;29.9
13/5/2014;14;<Samp;1.21;6.2;50.3;124.1;141.1;17.3;3;172.1;24.9;69;20.2
13/5/2014;15;0.7;1.25;5.8;56.8;130;149.3;20.3;3.1;159.5;25.1;65;19.1
13/5/2014;16;0.9;1.13;6.3;47.6;136.4;147.8;15;3.5;152.4;25.1;65;16.9
13/5/2014;17;0.8;1.28;4.5;64.8;148.9;163.8;17.1;2.6;151.5;24.4;67;16.8
13/5/2014;18;0.8;1.91;3;67.7;163.2;178.8;16.9;2.2;152.4;24.1;69;14.2
13/5/2014;19;1;1.72;1.1;90;224.4;237.6;17;1.9;159.3;24.1;69;16.9
13/5/2014;20;1.1;1.59;0.6;103;275.2;284.1;12.6;1.3;160.6;24.4;66;18
13/5/2014;21;0.8;1.24;0.6;107.4;258.9;267.9;12.4;1.5;155.4;24.3;68;17.9
13/5/2014;22;0.7;0.92;2.2;110.8;197.1;207.6;11.1;1.4;141.6;23.9;71;26.2
13/5/2014;23;0.7;1.33;0.7;77.4;236.8;244.1;8.8;0.5;149.3;22.8;81;31.2
13/5/2014;24;0.6;0.69;1.6;57.9;177.2;185.7;9.4;1.1;165.6;23.2;77;17.1
14/5/2014;1;0.3;0.43;4.1;58.2;125.8;134.4;8.3;1.2;162.8;23.3;74;17.7
14/5/2014;2;0.2;0.22;7.8;47.1;91.9;97.8;5.7;1.1;155.7;23.4;75;19.5
14/5/2014;3;0.2;0.15;8.3;30.5;73;78.8;5.3;0.7;161.3;23.2;75;22
14/5/2014;4;0.1;0.25;2.7;25.6;75.3;83.5;7.7;0.1;233;22.5;79;<Samp
14/5/2014;5;0.3;0.54;0.4;31.1;137.4;141.9;4.2;0.1;354.8;22.3;83;<Samp
14/5/2014;6;0.9;1.25;1.2;59.5;289.1;296.3;8.3;0.1;265.5;22.7;81;40.9
14/5/2014;7;0.9;1.71;0.6;88.2;309.3;313.8;9;0.8;166.2;24.2;70;26.2
14/5/2014;8;0.6;2.02;2.9;93;242.1;252.7;14.8;2.1;156.5;25.6;65;19.7
14/5/2014;9;0.6;1.17;6;88.7;178.2;186.7;12.9;2.8;144;26.5;61;18.3
14/5/2014;10;Span;Span;Span;Span;Span;Span;Span;3.2;151;26.7;59;17.5
14/5/2014;11;Span;0.89;Span;Span;Span;Span;Span;3.3;157.2;27.1;57;23
14/5/2014;12;<Samp;0.8;6.8;Span;70.3;87.5;19.5;3.5;158;27.4;58;20
14/5/2014;13;0.1;0.65;7.5;6.8;57.5;70.3;14.8;3.8;158.2;27.5;57;19.4
14/5/2014;14;0.9;0.72;8.2;31.2;50;64.1;15.3;3.8;162;27.5;57;21.3
14/5/2014;15;1.6;0.97;7.5;44.6;63.6;78.4;17.4;4.1;158.8;26.8;62;17.7
14/5/2014;16;1.6;1.17;5;48.7;83.2;97.7;17.3;3.5;161.3;26.3;64;17.7
14/5/2014;17;1.7;1.27;4.4;58.8;84.9;96.8;16.7;3.5;159.4;25.8;66;18.5
14/5/2014;18;1.7;1.29;4.2;70.9;70.9;86.1;17.7;3.5;156.9;25.6;66;13.7
14/5/2014;19;1.7;1.13;2.8;68.7;102.1;117;18.6;2.8;153.8;25.5;68;16.5
14/5/2014;20;1.5;1.04;2.5;64.5;106.1;120.1;18.5;3;154.9;25.5;69;15.7
14/5/2014;21;1.5;0.87;2.7;58.1;91.1;103.7;16.6;2.9;154.7;25.5;71;16.7
14/5/2014;22;1.3;0.88;3.9;63.3;61;70.8;12.5;3.7;156.5;25.2;75;15.6
14/5/2014;23;1.3;0.69;3.8;53.4;53.3;59.1;9.5;3.5;156.4;24.2;80;16.2
14/5/2014;24;1.2;0.44;4.7;36;28;37.3;9.7;3.1;158.5;24.4;79;15.4
15/5/2014;1;1.2;0.36;5.9;33.6;13;17.8;4.7;2.6;157.3;23.9;84;15.2
15/5/2014;2;1.1;0.29;6.2;21.4;5;7.3;2;1.9;151;23.4;85;19.4
15/5/2014;3;1.1;0.25;5.7;12;2.7;3.9;0.9;0.5;132.5;22.9;87;<Samp
15/5/2014;4;1.1;0.37;2.7;7;12;16.8;4.4;0.3;143.8;22.8;88;<Samp
15/5/2014;5;1.1;0.5;1.4;27.6;34.7;41.3;6.4;0.5;161.6;23.2;88;16
15/5/2014;6;1.1;0.79;0.6;21.4;119.6;128.7;11.2;0.7;162.4;23.3;88;20.2
15/5/2014;7;1.5;1.36;0.4;28.1;179.2;178;7.8;1.2;156.9;23.5;88;17.9
15/5/2014;8;1.5;1.53;0.7;41.6;101.9;112.1;13.2;1.4;153.5;24;86;28
15/5/2014;9;1.4;1.53;0.8;35.3;89.5;100.2;12.1;0.4;345.4;23.9;88;43.8
15/5/2014;10;1.5;1.37;1.3;34.1;84.3;95.9;12.6;1;83.1;25.9;80;37.3
15/5/2014;11;1.5;1.48;2.7;31.5;72;86.4;17;1;115;27.4;72;42.4
15/5/2014;12;1.7;1.34;3;23.7;63.9;69.2;10.6;1.8;114.4;28.5;66;33.6
15/5/2014;13;1.5;0.94;3.4;25.7;46.7;54.6;10.1;2.2;127.8;28.1;67;33.5
15/5/2014;14;<Samp;1.06;2.3;47.3;65.8;73.6;11.3;2.1;126.5;25.7;78;36.8
15/5/2014;15;0.6;1.32;2;50.1;67.2;75.1;11.1;1.1;127.7;23.9;86;30.4
15/5/2014;16;0.6;1.48;1.8;35;81.1;93.3;16.6;1.4;128.1;25.4;79;31.1
15/5/2014;17;0.8;1.8;1.1;31.2;109.5;119.2;16.8;1.9;148.2;24.8;83;20.5
15/5/2014;18;1;1.87;0.6;38.3;90.3;99.6;14.2;0.9;139.8;24.1;86;26.8
15/5/2014;19;1.3;2.34;0.5;34.9;117.2;130.7;18.2;1.4;160.7;24.5;85;18.3
15/5/2014;20;1.3;2.03;0.3;25.4;183.5;195.2;21.1;1.2;155.4;24.7;83;17.2
15/5/2014;21;1;1.33;0.1;37.5;139.3;148.4;13.1;1.4;155;24.6;84;15.1
15/5/2014;22;1;1.22;0.5;47.1;103;111;10.8;1.5;142.1;24.3;86;28.6
15/5/2014;23;0.7;1.05;0.6;31.5;89.1;97.7;9.8;0.6;97.4;23.1;88;37
15/5/2014;24;0.7;0.8;0.1;38.7;75.1;86;11.2;0.3;156.6;23;89;<Samp
16/5/2014;1;0.5;0.57;0.2;26.9;39.7;50.6;10.7;0.5;172.2;23;90;17.4
16/5/2014;2;0.3;0.38;1.7;20.7;15;22.4;6.9;0.5;145.1;22.8;90;33
16/5/2014;3;0.4;0.27;3.2;13.9;6.1;12;5.4;0.6;111.4;22.6;90;27
16/5/2014;4;0.1;0.2;5.1;7.7;8.5;12;3.4;0.7;113.3;22.5;90;26.8
16/5/2014;5;0.2;0.22;5.3;4;6.9;11.9;4.5;1;32.5;22.2;90;28.7
16/5/2014;6;0.1;0.41;1.9;4.5;50.3;61.5;11.6;1.1;24.9;22.1;90;21.7
16/5/2014;7;0.3;1.07;0.4;11;126.3;133.5;9;0.2;35.9;22.2;89;41.6
16/5/2014;8;0.5;1.56;0.5;28.2;102.1;116.6;16.1;0.8;24.9;22.4;89;33.5
16/5/2014;9;0.6;1.57;0.7;25;111.2;125.8;16.3;0.5;18.5;22.8;88;28
16/5/2014;10;0.5;1.78;1.6;34.7;94.1;110.5;16.9;0.3;126.8;25;80;48.2
16/5/2014;11;0.6;1.71;1.8;32.2;99.9;123.9;25.7;1.1;152;26;73;24.1
16/5/2014;12;0.8;1.35;2.6;20.7;76.7;92.9;18.7;1.1;112.7;26.7;70;37.3
16/5/2014;13;0.6;1.13;3.5;24.5;66.6;77.7;13.2;1.9;156.5;26.7;71;22.4
16/5/2014;14;<Samp;1.28;2.7;35;74.9;85.3;12.2;1.8;160.5;25.8;76;23
16/5/2014;15;0.5;1.27;2;28.5;93.7;104.2;14.7;2.3;157.6;25.4;77;17.7
16/5/2014;16;0.6;1.54;1.1;44.6;109.7;121.6;17.7;1.5;147.1;23.8;87;18.5
16/5/2014;17;0.5;1.78;0.7;45;115;122.8;15.5;1.9;151.5;24;84;15.8
16/5/2014;18;0.6;2.39;0.4;40.6;126.5;140.4;19.2;1;153.6;23.4;85;19
16/5/2014;19;0.9;2.18;0.4;43.5;142.1;161;23.9;1.1;149.5;23.8;84;16.1
16/5/2014;20;0.8;1.91;0.2;43;196.7;204.5;12.4;0.7;156.9;24.1;84;18.8
16/5/2014;21;0.8;1.82;0.1;58.7;143.8;150.5;8.2;0.3;183.4;24.6;83;37.3
16/5/2014;22;0.8;1.91;0.2;52.3;186.7;191.9;9.7;0.7;160;25;82;21.6
16/5/2014;23;0.8;1.61;0.2;77;136.2;140.7;6.3;0.3;280.8;24.8;83;36.2
16/5/2014;24;0.6;0.84;0.2;69.9;56.9;71.7;14.4;0.3;5.9;24.4;79;29.6
17/5/2014;1;0.4;0.61;0.2;62.7;38.4;49.4;10.5;0.2;1.7;24.2;81;<Samp
17/5/2014;2;0.5;0.74;0.2;57.9;64.3;72.2;7.5;0.2;346.5;23.7;85;14.3
17/5/2014;3;0.3;0.39;0.7;65.2;17.7;28.2;10;0.4;349;24;82;20.8
17/5/2014;4;0.3;0.26;2.5;55.1;6.9;14.8;7.3;0.4;344.9;24.2;79;21.3
17/5/2014;5;0.3;0.41;1.2;41.3;39.5;46.5;6.5;0.1;353.3;23.9;81;<Samp
17/5/2014;6;0.5;0.95;0.3;50.2;167.8;170.2;4;0.2;1.6;23.5;85;29
17/5/2014;7;1;1.72;0.5;77.3;263.4;261.6;2.9;0.1;241.1;24.2;83;<Samp
17/5/2014;8;0.9;1.83;0.6;98.5;169.4;179.8;11.9;0.1;247;25.5;75;38.8
17/5/2014;9;0.8;1.26;0.9;96.9;83.5;100.8;17.1;0.5;61.8;26.9;67;40.6
17/5/2014;10;0.7;0.91;3.1;74.1;53.5;65;12.4;0.8;108.5;27.8;62;37.1
17/5/2014;11;0.8;1.03;4.3;44.3;60.1;69.7;12.2;0.9;129.4;29;58;38.6
17/5/2014;12;0.7;1.23;3.5;46.8;64.6;78.3;15.1;1.5;69.3;27.5;66;33.4
17/5/2014;13;0.8;1.31;3.2;54.1;68.8;78.6;13.2;1.8;175.2;26.6;71;25.4
17/5/2014;14;<Samp;1.02;3.2;64.6;49.1;59.4;11.1;1.7;190.5;25.9;73;21.8
17/5/2014;15;0.5;1.08;2.7;64.1;72.8;83.1;11.7;1.7;153.4;26.5;70;21.5
17/5/2014;16;0.3;0.91;3.6;67.3;62;70.1;10.1;2.3;149.6;26.9;68;19.4
17/5/2014;17;0.4;1.27;1.6;69;98;107;13.1;1.8;155.8;26.2;73;16
17/5/2014;18;0.3;1.27;1.4;84.1;83.5;96.9;15;1.5;139.8;25.9;71;23.8
17/5/2014;19;0.3;0.91;1;82;75.6;85.5;12.2;1.2;129.5;25.8;71;26.3
17/5/2014;20;0.3;0.9;1;51.2;72.4;84;12.8;1.1;125.4;25.5;69;26.8
17/5/2014;21;0.3;1.03;0.7;45.5;84.7;97.3;13.4;0.8;129.8;25.4;70;25.6
17/5/2014;22;0.2;0.8;1.1;53.4;66.9;77.1;11;1;127.9;25.3;71;28.1
17/5/2014;23;0.1;0.85;1.3;53.2;64.2;75.7;12.2;0.9;131.5;25.4;71;26.3
17/5/2014;24;0.1;0.88;0.7;46;68.6;78.2;10.8;0.9;149.8;25.1;72;23.5
18/5/2014;1;0.1;0.71;1.1;46.2;42.1;52;9.5;0.7;167.1;23.9;81;24.3
18/5/2014;2;0;0.59;1.4;42.9;27.5;36.3;8.6;0.9;157.8;24.1;79;19.7
18/5/2014;3;0;0.28;4.3;30.2;13.8;19.5;5.5;1.7;162.2;23.5;82;18.9
18/5/2014;4;0;0.26;4.9;25.8;9.3;14.6;5.1;1.6;157.1;23.4;81;16.1
18/5/2014;5;0;0.16;6.2;24.4;9.4;12.5;2.9;1;115;22.8;85;37.1
18/5/2014;6;0;0.48;1.6;28.3;71;80.8;9.5;0.8;157.3;23.2;84;21.5
18/5/2014;7;0;0.95;0.6;42.7;123.8;133.6;11.2;0.8;150.8;23.9;82;19.9
18/5/2014;8;0;0.96;2.1;43.5;88.1;95;10.3;1.6;148;25.7;73;17.3
18/5/2014;9;0;0.76;3.4;34.7;66.2;78;12.5;2.5;157.1;24.6;77;14.6
18/5/2014;10;0;0.75;3.7;42.3;55.3;63.3;10.4;2.1;154.7;23.8;83;18.5
18/5/2014;11;0;0.69;3.8;38.2;58;63.1;8.5;2.5;161.6;24.1;83;16.7
18/5/2014;12;0;0.61;5.2;23.2;44;47.9;7;2.8;150.8;26;71;19.2
18/5/2014;13;0;0.52;5.6;13.1;33.1;38.5;7.8;2.5;133.4;26.1;71;23.7
18/5/2014;14;0.4;0.63;5.6;25.6;37.4;40.4;5.6;2.9;146.4;26.6;67;19.2
18/5/2014;15;0.9;0.79;5.1;20.3;47.7;50.4;6.4;2.4;148.8;26.8;65;19.7
18/5/2014;16;0.8;0.69;4.7;11.2;49.6;54;7.6;2.4;148.9;26.7;65;19.2
18/5/2014;17;0.8;0.75;3.8;26;52.1;58.7;9.1;1.9;160.7;24.9;76;22.4
18/5/2014;18;0.8;0.78;2.7;41.8;55.4;64.1;10.7;1.2;139.5;22.5;87;23.1
18/5/2014;19;0.9;1.32;0.7;31.9;93.8;100.7;9.6;0.8;162.9;22.5;88;22.4
18/5/2014;20;0.9;1.09;1.1;32.8;84.8;92.5;9.4;1;144.9;22.2;88;30.9
18/5/2014;21;0.8;1.18;0.6;37.4;90.1;98;9.4;0.6;148;22.5;88;33.9
18/5/2014;22;1;1.1;0.8;23.6;79.5;89.7;11;1;142.6;22.4;87;25.5
18/5/2014;23;0.9;0.97;0.5;12.7;92.8;102;11.1;0.9;157.3;22.2;89;13.4
18/5/2014;24;0.9;0.69;0.9;18.5;43.5;52.9;9.6;0.8;164.6;22.3;88;23.3
19/5/2014;1;0.7;0.53;2.3;22.9;24.3;31.7;7.2;0.8;126.3;22.5;86;31
