Data_BR;Hora_BR;SO2_BR;CO_BR;O3_BR;MP_BR;NO_BR;NOX_BR;NO2_BR;VEL_VENTO_BR;DIR_VENTO_BR;TEMP_BR;UMID_BR;STWD_BR
8/11/2013;15;0.3;0.86;8.3;116.7;148.9;156.9;10.6;3;48.7;30;52;28.2
8/11/2013;16;0.1;0.8;8.4;79.4;130.8;138.9;10.1;2.9;56.3;29.3;56;33.3
8/11/2013;17;0.1;0.96;6.2;97.2;153.2;161.9;11.5;2.6;53.7;28.7;59;30.4
8/11/2013;18;0;1.25;4.2;78;161.7;169.6;9.6;2.3;44.1;27.3;64;30.9
8/11/2013;19;0.2;1.33;2.4;106.6;195.3;202.6;11.9;2.3;39.3;26.7;67;25.1
8/11/2013;20;0.4;1.13;1.6;88.8;197.9;203;8.6;1.8;41.4;26.4;68;27.8
8/11/2013;21;0.3;0.78;1.5;92.2;169.1;176.2;8.3;2.3;33.8;26.1;70;22.6
8/11/2013;22;0.1;0.75;0.8;76.7;149;157.6;8.5;1.7;29.8;25.8;71;25.1
8/11/2013;23;0;0.67;1.8;63.1;130;138.3;7.9;2.1;27.2;25.5;71;22.8
8/11/2013;24;0;0.44;3;50.7;105.4;112.7;7.8;1.9;24.9;25.2;73;22.5
9/11/2013;1;0.5;0.29;5.3;83.5;71.7;79.3;7.3;1.5;25.7;24.8;75;22.5
9/11/2013;2;0.4;0.24;4.1;54.2;54.9;64.4;9;0.8;12.3;24.4;77;28.1
9/11/2013;3;0.3;0.23;5.5;49.3;39.9;48.9;8.5;0.8;331.1;24.2;78;22.3
9/11/2013;4;0.3;0.23;1.3;47.8;53.1;65.2;11.6;0.4;17.5;23.8;80;29.1
9/11/2013;5;0.4;0.46;0;49.2;101.9;109.6;7.3;0.4;5;23.4;82;23.7
9/11/2013;6;0.7;0.73;0.4;56.6;213.3;216.7;4.4;0.7;23.2;23.6;81;24.6
9/11/2013;7;1.1;0.78;1.8;99.7;170.2;178.2;7.7;1.2;12.9;26;71;31.5
9/11/2013;8;4.8;0.9;4.9;80.3;153.4;163.3;10.9;1.2;357.8;27.6;64;40.5
9/11/2013;9;2.9;1.02;7.7;75.7;152.8;167.4;14.9;2.1;8.2;28.6;58;31.1
9/11/2013;10;3.7;1.27;21.4;83.9;117.5;152.5;34.8;1.4;233.4;29;61;44.6
9/11/2013;11;4.5;1.48;25.3;64.6;90.8;140.4;49.2;2.1;190.9;28.3;64;26.1
9/11/2013;12;3.1;1.46;15.5;102.1;124.2;152.3;29;1.7;352.8;29.4;56;42.9
9/11/2013;13;1.8;0.92;12;116;129;144.1;16.1;2.6;53.8;30.5;50;38.2
9/11/2013;14;1.4;0.6;12;95.7;91.4;105.5;13.8;2.9;63.3;31.3;47;33.7
9/11/2013;15;1;0.54;13.6;72.5;73.6;85.5;11.8;2.9;64.3;30.9;50;36.8
9/11/2013;16;1;0.41;13.3;55.8;53.3;66.9;13.2;3.2;49.7;30.1;54;31.9
9/11/2013;17;1;0.62;8.5;99.1;74.7;87.7;12.7;2.5;52.3;29.1;59;33.2
9/11/2013;18;0.9;0.74;6.9;105.4;86.7;100.8;14.2;2.4;44.4;27.5;64;31.8
9/11/2013;19;0.9;0.73;4.9;69.7;98.3;110.7;12.4;2.9;26.2;26.9;67;21.5
9/11/2013;20;0.8;0.55;6.5;58.7;86.9;98.7;12;3;28;26.5;69;21.3
9/11/2013;21;1.3;0.49;7.7;73;70.8;82.8;11.6;2.9;30.4;26.3;72;21.4
9/11/2013;22;2.8;0.54;5.6;60.9;73.2;85;11.5;2.6;34.4;26;74;21
9/11/2013;23;5.2;0.58;4.5;60.6;76.3;87.6;10.9;2.2;23.5;26;74;22
9/11/2013;24;7.3;0.43;7.4;65.2;64.6;74.1;9.2;2.3;24.3;25.9;74;22.8
10/11/2013;1;0.4;0.23;9.9;56;46.9;54.4;7.1;2.1;24.7;25.8;74;21.5
10/11/2013;2;1.3;0.15;9.9;65.6;34;42.4;8.2;1.8;22;25.5;75;22.4
10/11/2013;3;2.2;0.18;5.9;38.3;32.7;43.9;10.6;1.1;23.1;25.2;77;23.6
10/11/2013;4;3.1;0.26;3.9;42.2;39.1;51.3;11.4;0.7;2;25;78;26.9
10/11/2013;5;3.8;0.3;1.9;46.1;51.1;65;13.4;0.6;18.2;25.1;78;33.5
10/11/2013;6;4.5;0.34;2;65.9;68.1;81.8;13;1.1;354.9;25.4;77;23.9
10/11/2013;7;5.5;0.5;3.8;67.1;86.5;96.3;10.3;1.9;6.2;26.6;72;26.3
10/11/2013;8;6.2;0.39;9.6;66.6;69.1;77.1;7.8;2.9;26;27.9;65;23.4
10/11/2013;9;6.5;0.36;11.6;37.5;54.8;65;10.2;2.9;24.8;28.4;62;23.4
10/11/2013;10;6.9;0.49;11.2;37.7;52.6;65.8;12.8;2.5;18.8;29.1;59;28.6
10/11/2013;11;7.3;0.43;12.3;32.8;45.9;57.9;11.7;2.1;72.4;30;57;39.2
10/11/2013;12;7.8;0.48;13.3;51.7;49.4;60.1;10.9;2.8;59;30.8;54;38.8
10/11/2013;13;7.9;0.43;14;82;36.4;48.8;11.8;3;49.8;30.9;53;36.3
10/11/2013;14;8.2;0.43;13.5;83.7;31.8;42.8;10.6;3.2;52.5;30.7;55;32
10/11/2013;15;8.4;0.33;13.1;57.7;31.6;39.9;8.5;3;54.5;30.6;54;35.8
10/11/2013;16;8.4;0.38;12;31.2;35.3;44.3;8.8;3;50.6;29.7;59;32.6
10/11/2013;17;8;0.38;10.7;29.9;33.6;43.1;9;3.1;40.1;28.7;62;30.7
10/11/2013;18;8.1;0.4;7.9;42.3;41.7;53.8;11.8;3.2;29.3;27.6;67;23
10/11/2013;19;8.5;0.58;6.9;47.3;52.4;65.4;12.6;3.3;26.4;26.9;70;21.4
10/11/2013;20;8.5;0.53;7.4;39.7;56.6;67.6;10.9;3.3;28.6;26.7;72;23.3
10/11/2013;21;8.7;0.59;5;53.2;63.3;76.7;13.1;2.4;30.6;26.6;73;22.8
10/11/2013;22;9.1;0.62;4.1;66.2;83.2;95.2;11.7;2.3;27.7;26.4;73;23.1
10/11/2013;23;9.2;0.4;6.2;40.5;62;73.8;11.3;2.4;24.5;26.1;75;22.1
10/11/2013;24;9.4;0.3;6.8;40.8;51.4;62.8;10.9;1.9;21.1;25.9;75;22.1
11/11/2013;1;0.1;0.29;7;25;40;51.7;11.1;1.5;21;25.7;76;22.6
11/11/2013;2;0;0.27;9.1;36.1;31.9;41.2;9;1.4;26.2;25.6;77;21
11/11/2013;3;0.1;0.14;10.2;34.2;24.1;32.1;7.8;1.6;24.2;25.5;77;20.8
11/11/2013;4;0.1;0.16;9.1;49.3;20;29.8;9.3;1.2;21.4;25.4;77;24.4
11/11/2013;5;0.1;0.21;6.6;32.8;32.1;45.3;12.8;1.4;22.2;25.6;76;20.7
11/11/2013;6;0.3;0.43;2.9;29.9;78.6;95.4;16.7;1.5;27.7;25.9;74;22.9
11/11/2013;7;1;0.86;3.3;58.3;139.3;152.2;13.8;2;14.2;27.1;69;28.3
11/11/2013;8;2.1;1.03;4.8;68.9;189.1;206.9;18.8;2.7;21.8;27.9;64;24
11/11/2013;9;3;0.89;9.4;67.9;156.6;169.7;13.7;3.1;27.2;29.8;54;23.4
11/11/2013;10;3.3;0.93;10;48.5;131.8;150.4;18.5;3.1;19.5;30.7;48;24.2
11/11/2013;11;4.2;0.97;10;54;155.9;172.5;17.8;2.8;46.8;31.7;46;31.6
11/11/2013;12;4.9;0.96;12;78;128.1;145;17.6;3.3;56.9;32.2;44;33.9
11/11/2013;13;5.2;0.94;10.6;68.3;123.8;142.4;18.7;3;62.8;32;47;38.2
11/11/2013;14;5.4;0.87;12.3;82;114.8;134.4;19.6;3;62.8;31.4;50;36.1
11/11/2013;15;5.9;0.96;9.3;78.2;134.8;151.5;17.7;3.3;47.9;31;51;30.5
11/11/2013;16;6.2;1.02;8.4;75.6;148.5;161.6;15.5;3.4;47.1;30.3;52;32.8
11/11/2013;17;6.2;0.89;7.7;74.9;139.2;153.7;15.5;3.1;49.8;29.1;58;31.2
11/11/2013;18;6;1.03;5.4;55.2;118.6;133.8;15.1;2.5;53.3;27.9;65;32
11/11/2013;19;6.1;1.45;3.3;71.1;169.6;186.2;19;3.1;33.5;27.1;68;22.2
11/11/2013;20;6.2;0.83;4.4;61.2;151.8;168.2;16.2;3;30.2;26.8;68;22.4
11/11/2013;21;5.4;0.71;5.1;64.1;127.4;139.9;12.8;3;34.1;26.4;72;22.9
11/11/2013;22;4.8;0.54;6.2;52.6;100.9;114.2;13.1;2.9;28.8;26.1;73;21.4
11/11/2013;23;4.7;0.44;7.5;47.4;81;93.6;12.2;2.7;28.4;25.9;73;22.5
11/11/2013;24;4.3;0.21;9.3;27.6;58.6;70.3;11.2;2.3;28.7;25.5;75;21.1
12/11/2013;1;0.2;0.22;11.7;32.7;37.7;47.9;9.7;1.9;26;25.2;76;23.6
12/11/2013;2;0;0.12;11.1;23.6;27.5;37.6;9.6;1.1;5.9;25;78;30.2
12/11/2013;3;0;0.15;7.4;42.7;26.5;40.5;13.5;0.7;1.9;25;77;25.4
12/11/2013;4;0;0.19;4;43.7;29;46.2;16.7;0.7;10;24.8;78;22.9
12/11/2013;5;0;0.37;1;64.3;65.3;83.6;17.8;0.6;0.2;24.4;79;28
12/11/2013;6;0.1;0.75;0.6;47;216.1;234.7;18.5;0.7;23.3;24.6;78;31.1
12/11/2013;7;0.2;0.75;4.3;96.9;167.1;180.3;13.8;2.3;16.4;26.7;69;25
12/11/2013;8;0.7;0.91;8;80.8;143.8;157.6;14.4;3.1;12.5;28.1;62;26.1
12/11/2013;9;1.5;1.08;9.1;55.7;142.3;159.4;18.7;2.5;11.4;29.6;56;31.9
12/11/2013;10;2.5;1.01;9.6;69.7;130.7;153.3;22.7;2.1;39.1;29.5;58;32.5
12/11/2013;11;2.9;1.29;8.2;58;156.4;178.4;22.7;1.7;167.9;29.5;62;46.7
12/11/2013;12;4.3;1.24;10.3;48.5;146.1;174.7;29.2;1.9;185.1;29.1;61;29.3
12/11/2013;13;4.2;1.56;7.5;41.1;170.3;199.1;30.1;2.1;183.5;28.9;63;33.8
12/11/2013;14;4.2;0.68;9.4;53.4;136.2;154.8;19.1;2.8;62;30.5;53;35.1
12/11/2013;15;3.7;0.78;9.7;82.5;124.4;141.7;18.2;3.4;39.7;31;51;29.6
12/11/2013;16;3.9;0.74;8.8;49.2;132.5;147.1;15.1;3;57;30.6;53;33.8
12/11/2013;17;3.9;0.93;6.5;54.1;134;149.6;16;2.8;49.6;29.3;58;32.1
12/11/2013;18;4.2;1.2;4.2;53.2;153.5;171.6;19.1;2.5;48.6;27.8;65;29.4
12/11/2013;19;4.3;1.15;3.4;53.3;195.1;206.2;15;2.6;44.2;26.9;70;26.2
12/11/2013;20;4.2;0.68;2.9;66.4;154;164.8;11.8;2.5;43.6;26.6;72;26.8
12/11/2013;21;3.5;0.56;3.4;48.2;116.7;129.7;12.7;2.7;36.2;26.4;73;22.3
12/11/2013;22;3.1;0.47;4.8;50.9;107.4;119.3;12.2;3;30.2;26.3;73;21.6
12/11/2013;23;2.6;0.35;6.2;33.1;80.2;90.8;10.5;2.7;30.6;26;74;23.3
12/11/2013;24;2.2;0.15;6.9;25.2;65.3;76.8;11.2;2.2;26.5;25.7;75;21.9
13/11/2013;1;0;0.11;8.9;14.8;43.9;51.5;7.1;2.3;28.4;25.4;77;19.5
13/11/2013;2;0;0.05;7;24.9;39.5;49.3;9.4;1.6;21.8;25.1;78;21.2
13/11/2013;3;0;0.03;10.3;42.2;22.8;29.7;6.5;1.9;26.2;24.9;79;21.5
13/11/2013;4;0;0.04;7.4;23.9;18.4;28.5;9.6;1.3;4.1;24.7;79;25
13/11/2013;5;0;0.15;4;20.8;38.1;50.4;11.5;0.6;351.4;24.4;80;39.2
13/11/2013;6;0;0.48;0.9;36.3;145.6;162;16.4;0.8;21.5;24.9;79;31.3
13/11/2013;7;0.1;0.89;1.9;45.7;189.1;200.8;12.8;1.7;1.5;26.7;71;30.6
13/11/2013;8;1.7;1.04;5;60.9;161.5;181;19.5;2.2;352.8;27.2;70;26.1
13/11/2013;9;4.1;1.35;7;48.4;166.6;188.8;22.9;1.8;0.5;28.5;63;36.2
13/11/2013;10;4.5;1.15;10.2;66.3;149.7;177.8;28.3;1.6;131.3;28.6;64;37.6
13/11/2013;11;3.3;0.9;9;39.5;129.6;148;18.6;1.7;68.8;28.9;64;48.1
13/11/2013;12;2.8;0.97;8.3;51.7;135.6;152.8;19.3;2.4;81;29.5;61;40.4
13/11/2013;13;2.8;0.92;10.7;28;116.2;135.3;18.9;2.6;85.1;30.5;57;39.1
13/11/2013;14;3.1;0.98;9.5;49.5;122;135.5;14.5;2.5;77.8;30.8;56;42.6
13/11/2013;15;3.1;0.87;9.1;51;122.3;135.8;14.4;3.4;51.2;30.3;56;30.7
13/11/2013;16;4.7;0.96;7.7;57.5;154.1;167.2;15;2.9;58.3;30;58;35.4
13/11/2013;17;5;0.94;6;32;139.6;149;10.5;2.5;72.3;28.8;64;37.5
13/11/2013;18;4.3;1.06;4.4;23.5;149.5;160.7;12.5;3.3;35.3;27.5;69;26.2
13/11/2013;19;4.1;1.19;3.8;45;177.4;189.5;15.3;2.3;46.7;26.9;71;32.7
13/11/2013;20;3.7;0.93;3.9;65.8;183.4;190.9;12.2;2.2;45.3;26.6;71;28.3
13/11/2013;21;3.1;0.7;3.8;55;141.6;150.4;9;1.8;49.8;26.4;72;31.3
13/11/2013;22;2.4;0.66;3.3;41;130.8;140.1;9.7;1.3;43.6;26.3;72;39.2
13/11/2013;23;1.9;0.69;3.5;37.6;119.5;129.7;11.5;1.2;31.9;26.2;74;30.7
13/11/2013;24;1.8;0.29;4.5;23.5;81.8;93.9;11.7;1;28.3;25.8;75;34.3
14/11/2013;1;0;0.24;5.7;23.4;60;73.4;12.9;1;9.1;25.6;74;27.7
14/11/2013;2;0;0.14;5.6;12.2;41.7;54.5;12.3;0.7;5.5;25.3;75;26.8
14/11/2013;3;0;0.1;6.9;11.7;31;42;10.6;0.8;351;25.1;75;28.3
14/11/2013;4;0;0.23;2.2;9.1;39.3;52;12.1;0.6;355.9;24.6;80;30.1
14/11/2013;5;0;0.32;1.1;15.4;61.8;75.7;13.4;0.3;359.3;24.9;79;58.1
14/11/2013;6;0;0.59;0.7;30.7;151.7;166.2;16.1;0.9;10.1;25.2;76;30.8
14/11/2013;7;0.1;0.76;3.5;30.8;157.1;168.9;12.6;1.1;58.4;27.3;67;42.5
14/11/2013;8;0.6;0.88;8.1;46.8;138.4;152.5;15.2;1.7;97.2;28.5;61;43.3
14/11/2013;9;1.2;0.97;8.9;25.6;143.9;156.7;14.6;2;70.9;28.8;61;41.8
14/11/2013;10;1.4;0.85;11;19.8;123.2;138.2;15.9;2.6;104.8;29.8;56;36.5
14/11/2013;11;1.7;0.79;13.5;30.3;98.3;114;16;3.2;116.3;29.7;53;32.3
14/11/2013;12;1.7;0.95;10.2;22.6;123.2;141.7;20.1;2.9;105.5;30;56;41.1
14/11/2013;13;2.3;0.84;10;32.2;137.6;149.6;15.1;2.6;99.9;30.5;53;40.6
14/11/2013;14;2.6;0.85;10.1;20.7;121.8;141;20;2.8;69.1;29.9;53;39.6
14/11/2013;15;3.2;1.07;9.6;39.8;125;145;21;2.2;66.5;30.2;50;45.4
14/11/2013;16;3.8;0.96;9.1;31.5;130.7;150.3;20.1;2.9;108.1;29.1;57;36.7
14/11/2013;17;3.7;1.14;6.3;17.9;156;175.3;20;2.4;109.6;27.9;60;35.7
14/11/2013;18;3.8;1.27;5.4;12.4;170.2;184.5;16.5;2.5;114;27.4;62;30
14/11/2013;19;3.9;1.16;6;24.8;144.7;162.9;19.2;2.6;120.3;26.9;63;28.9
14/11/2013;20;3.2;1.16;4.6;46.9;142.5;160.4;18.7;2.4;126.6;26.6;67;29
14/11/2013;21;2.8;0.89;5.6;27.6;141.9;155.5;15.3;1.9;122.2;26.3;68;35
14/11/2013;22;2.2;0.92;4.5;17.6;130.4;143.7;13.4;1.3;78.2;26.2;70;42.5
14/11/2013;23;1.8;0.8;4.5;12.8;123.3;137.2;13.6;1;80.2;26.2;70;51
14/11/2013;24;1.3;0.51;6.8;10.2;99.7;111.7;11.6;1.4;56.1;25.5;72;41.3
15/11/2013;1;0.1;0.37;10.4;6.9;70.8;81.5;10.3;1.5;99.7;22.9;81;41.2
15/11/2013;2;0;0.24;9.5;5.2;52.1;62.5;9.8;1;30.1;23.2;82;40.1
15/11/2013;3;0;0.18;10.4;6.4;37.7;45.7;7.5;1.7;5.8;23.6;83;20.5
15/11/2013;4;0;0.17;12.8;7.2;25.5;32.2;6.2;1.7;28.1;22.9;84;22.8
15/11/2013;5;0;0.23;9.7;7.3;25.4;35.7;9.8;0.9;64.7;22.6;86;47.3
15/11/2013;6;0;0.38;6.2;4;45.2;59.2;13.5;1.2;41.9;23;82;43.5
15/11/2013;7;0;0.53;5.7;3.3;64.2;79.7;15.2;1.3;24.8;24.8;74;25.4
15/11/2013;8;0;0.61;8.8;2;65.2;78.3;13.2;1.9;29.1;26.1;70;28.4
15/11/2013;9;0;0.56;11.4;3.5;63.5;75.9;12;1.8;52.3;27.7;65;36.1
15/11/2013;10;0;0.47;14.2;6.8;54.4;66.5;11.7;2.2;67.4;29.3;55;38
15/11/2013;11;0;0.43;14.7;4.5;48.4;61.4;12.8;2.9;43.7;29.4;53;32.6
15/11/2013;12;0;0.53;14.7;2.7;46.6;61;14.3;2.3;78.1;30.1;50;45.1
15/11/2013;13;0;0.44;14.3;5.6;39.7;52.7;12.7;2.6;81;29.4;56;40.6
15/11/2013;14;0;0.34;14.9;14.8;36.1;50;13.5;2.5;94.3;29.4;55;39.5
15/11/2013;15;0;0.35;13.2;12.6;37.2;48;11.1;3.1;96;29.4;56;33.7
15/11/2013;16;0;0.38;13.6;10.3;34;45.3;11;2.3;102.6;28.8;58;39
15/11/2013;17;0;0.5;11.1;10.3;47.9;61.7;13.7;2.4;118.1;28;62;34.5
15/11/2013;18;0;0.69;7.6;6.3;63.6;78.9;14.9;1.4;95.6;26.9;67;48.2
15/11/2013;19;0;0.63;7;13.9;68.9;82.9;14.3;1.5;81.7;26.3;70;38.7
15/11/2013;20;0;0.69;6.3;12.2;85.5;99.7;14.1;1.8;126.9;26;72;24.9
15/11/2013;21;0;0.73;5;18.4;100.3;113.9;13.4;1.5;128.4;26;72;28.8
15/11/2013;22;0;0.78;4.4;22.9;96.8;110.8;13.6;1.1;102.4;25.9;70;37.2
15/11/2013;23;0;0.64;4.3;24.1;83.7;97.6;13.3;0.8;41.5;25.8;70;43.6
15/11/2013;24;0;0.51;5.7;19.1;67.6;81.3;13.3;0.9;25.1;25.6;70;30.6
16/11/2013;1;0.2;0.39;8.3;12.1;48.4;59.6;10.7;0.8;56.3;25.3;71;45.1
16/11/2013;2;0.1;0.3;10.3;10.7;33.5;45.1;11.1;1.1;359.1;24.8;71;23.4
16/11/2013;3;0.1;0.29;10.8;8.3;23.6;33.8;9.7;0.4;41.2;24.9;72;47.8
16/11/2013;4;0;0.24;14.3;8.7;17.5;26.1;8.1;0.9;63.4;24.4;76;44.2
16/11/2013;5;0;0.29;10.5;19.1;19.2;33.2;13.4;1;6.1;24.2;75;25.5
16/11/2013;6;0;0.56;2.5;14.7;79.5;97.7;18.3;0.6;43.4;24.7;74;44
16/11/2013;7;0;0.5;8.5;12.8;65.7;80.8;14.8;1.5;34.5;25.8;70;31
16/11/2013;8;0;0.58;11.5;8.3;65.5;80.8;15.1;1.6;47;27.6;62;34
16/11/2013;9;0.4;0.68;13.6;13.9;70.9;86.7;15.8;2.6;31.5;28.3;56;27.5
16/11/2013;10;0.6;0.76;14.1;16.6;79.4;101.9;22;2.3;54.4;30;47;35.2
16/11/2013;11;1.3;0.8;15.1;10.6;85.4;106.9;21.1;2.3;77.2;30.6;47;37.7
16/11/2013;12;3.5;0.74;14.8;6.9;83.3;104.8;21.2;2.6;61.3;31;46;40.7
16/11/2013;13;4.3;0.64;16.8;6.6;67.2;90;22.3;3.4;41.8;31;43;30.6
16/11/2013;14;3.5;0.41;17.3;3.7;47.2;69.2;21.4;3.4;55;30.9;44;31.6
16/11/2013;15;2.8;0.5;15.8;2.5;43.6;64.9;20.8;2.5;63.8;30.5;47;41.1
16/11/2013;16;2.3;0.45;15.7;2.2;38.3;58;19.2;3;56.5;29.5;50;30.8
16/11/2013;17;1.6;0.34;13.4;13.3;36.6;53.9;16.8;3.4;44.8;28.6;55;28.2
16/11/2013;18;1.1;0.47;9.5;21.4;48.6;68.8;19.9;3;28.7;27.3;60;24.6
16/11/2013;19;0.9;0.6;8.2;14;62.1;80.4;18;3;31.3;26.5;65;21.9
16/11/2013;20;0.9;0.51;6.7;7.4;58.2;75.2;16.5;2.4;32;26.1;67;21.4
16/11/2013;21;1;0.62;4.4;8.7;72.4;90.6;17.8;1.7;29.4;25.7;69;21.8
16/11/2013;22;1;0.69;3.2;16.4;83.6;99.5;15.8;1.6;22.2;25.5;71;22.9
16/11/2013;23;1;0.71;1.8;24.3;93.9;111.4;17;1.2;17.2;25.2;72;24.9
16/11/2013;24;0.9;0.62;0.7;13.2;92.5;108.3;15.3;0.9;4.4;24.8;74;26
17/11/2013;1;0.7;0.56;0.8;22.3;79.4;94.3;14.5;0.9;18.5;24.4;76;21.7
17/11/2013;2;0.5;0.33;5.9;36.2;56.9;66.2;8.8;1.3;22.9;24.1;77;19.2
17/11/2013;3;0.3;0.3;6.9;23.3;42.9;51.1;7.7;0.9;16.1;24;77;24
17/11/2013;4;0.2;0.31;5;14.2;41.9;51.6;9.2;0.8;25.1;23.7;78;23.6
17/11/2013;5;0.3;0.31;2.5;17.4;40.7;54.3;13.1;0.4;0.4;23.6;78;37.6
17/11/2013;6;0.3;0.62;0.5;12.1;87.3;99.7;11.8;0.6;7.3;23.7;78;32.5
17/11/2013;7;0.5;0.55;5.4;14.6;81.2;94.1;12.6;1.7;16.4;25.8;69;25.5
17/11/2013;8;0.5;0.41;13.2;8.8;55.8;66.3;10.6;2.7;19.7;27.5;61;25.2
17/11/2013;9;0.5;0.39;16.4;8.4;38.6;52.3;13.2;3.4;20.7;28.6;55;24.3
17/11/2013;10;0.6;0.47;17.4;11.6;34.8;50.5;15.2;2.7;45;30;49;30.8
17/11/2013;11;0.7;0.39;18.9;22.2;31;47.5;16.1;2.9;57;30.6;48;32.8
17/11/2013;12;0.7;0.38;19.7;16;24.6;41.9;16.7;3.4;52.8;30.6;47;31.5
17/11/2013;13;0.5;0.39;20.1;12.1;21.4;38.1;16.6;3.2;51.5;30.6;47;33.5
17/11/2013;14;0.3;0.3;19.1;15.5;23.9;42.3;17.8;3.2;61.8;31;43;30.7
17/11/2013;15;0.6;0.27;18.5;12.1;21;38.6;17.1;3.9;45.4;30.4;46;28.3
17/11/2013;16;0;0.29;17.3;10.9;19.2;36;16.3;3.4;43.2;30.1;48;28.9
17/11/2013;17;0;0.33;15.9;10.7;19.9;35.8;15.4;3.6;37.7;28.7;54;25.9
17/11/2013;18;0;0.35;12.2;30.6;24.2;41.4;16.8;3.2;34.6;27.4;61;23.6
17/11/2013;19;0;0.53;8.4;16.5;42.4;62;19.1;2.6;31.9;26.7;65;24.7
17/11/2013;20;0;0.53;6.4;13.3;57.1;77.4;19.9;2.3;31.6;26.3;68;22.5
17/11/2013;21;0;0.62;4.5;10.7;75.3;94.6;18.9;1.7;30.9;26.2;69;25.2
17/11/2013;22;0;0.71;4.4;23.2;77.5;94.4;16.4;1.6;38.5;26.2;71;26.7
17/11/2013;23;0;0.42;8.7;32.3;57.1;70.5;12.9;2.1;29.7;26.1;70;23.6
17/11/2013;24;PwrFail;PwrFail;PwrFail;PwrFail;PwrFail;PwrFail;PwrFail;PwrFail;PwrFail;PwrFail;PwrFail;PwrFail
18/11/2013;1;PwrFail;PwrFail;PwrFail;PwrFail;PwrFail;PwrFail;PwrFail;PwrFail;PwrFail;PwrFail;PwrFail;PwrFail
18/11/2013;2;PwrFail;PwrFail;PwrFail;PwrFail;PwrFail;PwrFail;PwrFail;PwrFail;PwrFail;PwrFail;PwrFail;PwrFail
18/11/2013;3;PwrFail;PwrFail;PwrFail;PwrFail;PwrFail;PwrFail;PwrFail;PwrFail;PwrFail;PwrFail;PwrFail;PwrFail
18/11/2013;4;PwrFail;PwrFail;PwrFail;PwrFail;PwrFail;PwrFail;PwrFail;PwrFail;PwrFail;PwrFail;PwrFail;PwrFail
18/11/2013;5;PwrFail;PwrFail;PwrFail;PwrFail;PwrFail;PwrFail;PwrFail;PwrFail;PwrFail;PwrFail;PwrFail;PwrFail
18/11/2013;6;PwrFail;PwrFail;PwrFail;PwrFail;PwrFail;PwrFail;PwrFail;PwrFail;PwrFail;PwrFail;PwrFail;PwrFail
18/11/2013;7;PwrFail;PwrFail;PwrFail;PwrFail;PwrFail;PwrFail;PwrFail;PwrFail;PwrFail;PwrFail;PwrFail;PwrFail
18/11/2013;8;PwrFail;PwrFail;PwrFail;PwrFail;PwrFail;PwrFail;PwrFail;PwrFail;PwrFail;PwrFail;PwrFail;PwrFail
18/11/2013;9;PwrFail;PwrFail;PwrFail;PwrFail;PwrFail;PwrFail;PwrFail;PwrFail;PwrFail;PwrFail;PwrFail;PwrFail
18/11/2013;10;PwrFail;PwrFail;PwrFail;PwrFail;PwrFail;PwrFail;PwrFail;PwrFail;PwrFail;PwrFail;PwrFail;PwrFail
18/11/2013;11;<Samp;<Samp;<Samp;WarmUp;<Samp;<Samp;<Samp;<Samp;<Samp;<Samp;<Samp;40.4
18/11/2013;12;2.8;1.09;8.6;WarmUp;96.9;118.5;22;2;99.8;27.9;61;40.4
18/11/2013;13;1.2;1.22;10.1;WarmUp;114.1;132.4;19.3;2.9;38.7;28.7;53;28.4
18/11/2013;14;1.6;0.7;11;WarmUp;121.2;147.3;26.4;2.1;81;29.1;46;44.2
18/11/2013;15;2.5;0.91;9.7;15.6;130.1;153.1;23.4;2.3;51.9;26.9;57;35.6
18/11/2013;16;2.4;1.07;6.4;21.7;148.7;169.8;21.4;1.4;66.3;26.9;60;36.9
18/11/2013;17;2.2;1.02;4.8;35.4;142;157.3;15.8;1.1;79.8;26.6;64;44.4
18/11/2013;18;1.9;1.37;3.8;39.7;157;170.3;14.4;1.2;108.2;25.4;70;33.3
18/11/2013;19;1.6;1.35;3.1;51.5;181.4;195.1;14.6;1.6;128;24.8;73;21.9
18/11/2013;20;1.3;1.25;1.2;49.8;211;220.3;11.8;0.9;115.9;24.9;74;30.1
18/11/2013;21;0.9;1.06;1.8;48.7;214.5;219.9;8.3;0.9;130;24.9;73;27.6
18/11/2013;22;0.7;0.9;0.7;52.1;194.2;202.5;8.8;0.6;52.4;25;75;37.7
18/11/2013;23;0.2;0.51;3.5;60.4;138;146.4;8.3;1.1;18.7;24.7;78;27.3
18/11/2013;24;0;0.34;4.3;46.6;102.4;111.8;9;0.9;11.1;24.6;75;26.6
19/11/2013;1;0.1;0.21;8;26.1;64.4;71.4;6.9;0.9;19.6;24.5;75;29.6
19/11/2013;2;0;0.14;9.1;14.5;43.2;49.9;6.4;0.5;27.1;24.4;76;37.3
19/11/2013;3;0;0.1;11.8;11.5;25.7;31.9;5.8;0.8;51.5;24.4;75;35.2
19/11/2013;4;0;0.12;12.4;11.2;17.9;24.4;6.1;0.9;27.6;24.4;75;29.6
19/11/2013;5;0;0.25;7.6;11.1;30.1;40.2;10.4;0.5;26.4;24.3;75;34.3
19/11/2013;6;0;0.64;3.3;9.6;137.6;152.4;15.8;0.8;124.4;24.8;73;35.4
19/11/2013;7;0;0.72;7.1;7.8;137.5;144.1;10.7;2.4;122.5;25.6;72;32
