Data_CG;Hora_CG;SO2_CG;CO_CG;O3_CG;MP_CG;NO_CG;NOX_CG;NO2_CG;VEL_VENTO_CG;DIR_VENTO_CG;TEMP_CG;UMID_CG;STWD_CG
2/7/2011;5;0.4;0.01;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData
2/7/2011;6;0.3;0;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData
2/7/2011;7;0.2;0;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData
2/7/2011;8;0.3;0.03;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData
2/7/2011;9;0.4;0.01;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData
2/7/2011;10;0.4;0.01;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData
2/7/2011;11;0.4;0;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData
2/7/2011;12;0.3;0.01;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData
2/7/2011;13;0.2;0;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData
2/7/2011;14;0.2;0.01;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData
2/7/2011;15;0.1;0;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData
2/7/2011;16;0.4;0;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData
2/7/2011;17;0.2;0;NoData;<Samp;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData
2/7/2011;18;0;0;NoData;2.9;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData
2/7/2011;19;0.1;0.02;NoData;6.4;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData
2/7/2011;20;0.1;0.06;NoData;19.2;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData
2/7/2011;21;0.2;0;NoData;19.2;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData
2/7/2011;22;0.2;0.06;NoData;19;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData
2/7/2011;23;0.3;0.06;NoData;19.3;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData
2/7/2011;24;0.5;0.01;NoData;20.3;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData
3/7/2011;1;0.1;0.05;NoData;19.5;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData
3/7/2011;2;0;0.1;NoData;16.5;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData
3/7/2011;3;0;0.04;NoData;16.4;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData
3/7/2011;4;0;0;NoData;15.8;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData
3/7/2011;5;0.4;0.05;NoData;15.8;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData
3/7/2011;6;0.5;0.05;NoData;15.7;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData
3/7/2011;7;0.5;0.07;NoData;17.8;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData
3/7/2011;8;0.6;0.15;NoData;25.2;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData
3/7/2011;9;0.6;0.16;NoData;22.5;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData
3/7/2011;10;0.7;0.23;NoData;12.2;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData
3/7/2011;11;0.6;0.27;NoData;14.6;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData
3/7/2011;12;0.6;0.29;NoData;32.3;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData
3/7/2011;13;0.6;0.37;NoData;13.3;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData
3/7/2011;14;0.6;0.29;NoData;40;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData
3/7/2011;15;0.6;0.27;NoData;23.4;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData
3/7/2011;16;0.6;0.33;NoData;51.4;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData
3/7/2011;17;0.6;0.39;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData
3/7/2011;18;0.8;0.55;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData
3/7/2011;19;0.9;0.44;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData
3/7/2011;20;0.8;0.54;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData
3/7/2011;21;0.6;0.29;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData
3/7/2011;22;0.6;0.42;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData
3/7/2011;23;0.6;0.3;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData
3/7/2011;24;0.5;0.18;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData
4/7/2011;1;0.6;0.14;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData
4/7/2011;2;0.5;0.02;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData
4/7/2011;3;0.5;0.01;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData
4/7/2011;4;0.6;0;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData
4/7/2011;5;0.3;0;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData
4/7/2011;6;0.4;0.04;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData
4/7/2011;7;0.9;0.26;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData
4/7/2011;8;0.8;0.27;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData
4/7/2011;9;0.8;0.32;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData
4/7/2011;10;0.8;0.41;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData
4/7/2011;11;0.9;0.49;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData
4/7/2011;12;1.1;0.46;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData
4/7/2011;13;Span;Span;Span;Span;Span;Span;Span;NoData;NoData;NoData;NoData;NoData
4/7/2011;14;Span;Span;Span;Span;Span;Span;Span;NoData;NoData;NoData;NoData;NoData
4/7/2011;15;Span;Span;Span;Span;Span;Span;Span;NoData;NoData;NoData;NoData;NoData
4/7/2011;16;Span;0.51;Span;Span;Span;Span;Span;NoData;NoData;NoData;NoData;NoData
4/7/2011;17;Span;0.47;Span;Span;Span;Span;Span;NoData;NoData;NoData;NoData;NoData
4/7/2011;18;Span;0.58;Span;Span;Span;Span;Span;NoData;NoData;NoData;NoData;NoData
4/7/2011;19;Span;0.75;Span;Span;Span;Span;Span;NoData;NoData;NoData;NoData;NoData
4/7/2011;20;Span;0.8;Span;Span;Span;Span;Span;NoData;NoData;NoData;NoData;NoData
4/7/2011;21;Span;0.79;Span;Span;Span;Span;Span;NoData;NoData;NoData;NoData;NoData
4/7/2011;22;Span;0.71;Span;Span;Span;Span;Span;NoData;NoData;NoData;NoData;NoData
4/7/2011;23;Span;0.65;Span;Span;Span;Span;Span;NoData;NoData;NoData;NoData;NoData
4/7/2011;24;Span;0.57;Span;Span;Span;Span;Span;NoData;NoData;NoData;NoData;NoData
5/7/2011;1;Span;0.56;Span;Span;Span;Span;Span;NoData;NoData;NoData;NoData;NoData
5/7/2011;2;Span;0.43;Span;Span;Span;Span;Span;NoData;NoData;NoData;NoData;NoData
5/7/2011;3;Span;0.39;Span;Span;Span;Span;Span;NoData;NoData;NoData;NoData;NoData
5/7/2011;4;Span;0.35;Span;Span;Span;Span;Span;NoData;NoData;NoData;NoData;NoData
5/7/2011;5;Span;0.32;Span;Span;Span;Span;Span;NoData;NoData;NoData;NoData;NoData
5/7/2011;6;Span;0.31;Span;Span;Span;Span;Span;NoData;NoData;NoData;NoData;NoData
5/7/2011;7;Span;0.35;Span;Span;Span;Span;Span;NoData;NoData;NoData;NoData;NoData
5/7/2011;8;Span;0.49;Span;Span;Span;Span;Span;NoData;NoData;NoData;NoData;NoData
5/7/2011;9;Span;0.55;Span;Span;Span;Span;Span;NoData;NoData;NoData;NoData;NoData
5/7/2011;10;Span;0.46;Span;Span;Span;Span;Span;NoData;NoData;NoData;NoData;NoData
5/7/2011;11;Span;0.44;Span;Span;Span;Span;Span;NoData;NoData;NoData;NoData;NoData
5/7/2011;12;0;0.38;Span;Span;Span;Span;Span;NoData;NoData;NoData;NoData;NoData
5/7/2011;13;0;0.43;Span;NoData;Span;Span;Span;NoData;NoData;NoData;NoData;NoData
5/7/2011;14;0;0.41;Span;NoData;Span;Span;Span;NoData;NoData;NoData;NoData;NoData
5/7/2011;15;0;0.29;Span;NoData;Span;Span;Span;NoData;NoData;NoData;NoData;NoData
5/7/2011;16;0.7;0.34;Span;NoData;Span;Span;Span;NoData;NoData;NoData;NoData;NoData
5/7/2011;17;0.8;0.51;NoData;NoData;NoData;NoData;NoData;6;209.3;25.9;65;61.7
5/7/2011;18;0.8;0.69;NoData;NoData;NoData;NoData;NoData;7.2;170.5;25.4;67;55.5
5/7/2011;19;0.7;0.42;NoData;NoData;NoData;NoData;NoData;9;175.6;25.1;69;48.3
5/7/2011;20;0.7;0.53;NoData;NoData;NoData;NoData;NoData;3.9;192.8;24.9;70;68.9
5/7/2011;21;0.8;0.3;NoData;NoData;NoData;NoData;NoData;4.4;241.6;24.5;71;67.5
5/7/2011;22;0.6;0.34;NoData;NoData;NoData;NoData;NoData;6.2;196.2;24;73;60.9
5/7/2011;23;0.6;0.25;NoData;NoData;NoData;NoData;NoData;6.6;205.8;23.6;75;59
5/7/2011;24;0.7;0.22;NoData;NoData;NoData;NoData;NoData;8.9;172;23;78;52.4
6/7/2011;1;0.9;0.18;NoData;NoData;NoData;NoData;NoData;10.4;215.3;22.7;80;46.4
6/7/2011;2;0.8;0.08;NoData;NoData;NoData;NoData;NoData;6.6;188.9;22.5;81;60.5
6/7/2011;3;0.9;0;NoData;NoData;NoData;NoData;NoData;5.5;134.9;22.4;82;63.4
6/7/2011;4;0.9;0;NoData;NoData;NoData;NoData;NoData;7.1;159.2;22.8;81;58.1
6/7/2011;5;0.3;0;NoData;NoData;NoData;NoData;NoData;7.9;190.4;23.3;79;52.6
6/7/2011;6;0.3;0.08;NoData;NoData;NoData;NoData;NoData;7.6;187.6;22.5;81;56.4
6/7/2011;7;0.5;0.37;NoData;NoData;NoData;NoData;NoData;12;178.6;22.8;80;34.7
6/7/2011;8;0.7;0.68;NoData;NoData;NoData;NoData;NoData;8.2;179.4;27.3;62;53.8
6/7/2011;9;0.5;0.6;NoData;NoData;NoData;NoData;NoData;3.7;194.4;27.9;61;69.5
6/7/2011;10;0.4;0.48;NoData;NoData;NoData;NoData;NoData;8;225.2;27.2;64;56
6/7/2011;11;0.5;0.59;NoData;NoData;NoData;NoData;NoData;7.2;189.8;27.5;63;58.1
6/7/2011;12;0.6;0.46;NoData;NoData;NoData;NoData;NoData;6.2;195.2;27.2;65;59.3
6/7/2011;13;0.5;0.48;NoData;NoData;NoData;NoData;NoData;5.6;192.4;27.3;64;62.7
6/7/2011;14;0.4;0.4;NoData;NoData;NoData;NoData;NoData;8;177.9;27.3;64;53.1
6/7/2011;15;0.4;0.43;NoData;NoData;NoData;NoData;NoData;6.9;174.1;27.3;65;60.4
6/7/2011;16;0.5;0.65;NoData;NoData;NoData;NoData;NoData;5.8;205.9;27.2;65;64.2
6/7/2011;17;0.2;0.38;NoData;NoData;NoData;NoData;NoData;9.7;187.8;26;67;48.4
6/7/2011;18;0.3;0.66;NoData;NoData;NoData;NoData;NoData;7.7;205.2;25.3;69;55.8
6/7/2011;19;0.2;0.58;NoData;NoData;NoData;NoData;NoData;5.7;183.7;24.9;70;61.5
6/7/2011;20;0.1;0.61;NoData;NoData;NoData;NoData;NoData;3.7;252.9;24.6;70;68.5
6/7/2011;21;0.3;0.66;NoData;NoData;NoData;NoData;NoData;5.8;310.6;24.4;70;59.4
6/7/2011;22;0.2;0.47;NoData;NoData;NoData;NoData;NoData;10.7;281.2;23.9;73;43
6/7/2011;23;0;0.34;NoData;NoData;NoData;NoData;NoData;7.6;270.4;23.5;75;54.6
6/7/2011;24;0;0.21;NoData;NoData;NoData;NoData;NoData;9.1;211.8;22.9;77;50.3
7/7/2011;1;0;0.21;NoData;NoData;NoData;NoData;NoData;13.4;272.4;22.4;80;31.5
7/7/2011;2;0.1;0.11;NoData;NoData;NoData;NoData;NoData;9;165.6;21.8;84;52.9
7/7/2011;3;0.2;0.2;NoData;NoData;NoData;NoData;NoData;8.7;278.1;21.7;84;51.1
7/7/2011;4;0.3;0.08;NoData;NoData;NoData;NoData;NoData;10.9;237.5;21.3;86;43
7/7/2011;5;0.7;0.05;NoData;NoData;NoData;NoData;NoData;8.8;160.3;21.1;86;48.9
7/7/2011;6;1;0.18;NoData;NoData;NoData;NoData;NoData;13.4;211.5;21.1;90;34.3
7/7/2011;7;1.5;0.71;NoData;NoData;NoData;NoData;NoData;10.9;194.9;22.1;89;43.4
7/7/2011;8;2.1;0.77;NoData;NoData;NoData;NoData;NoData;8.3;170.1;25.3;77;52.5
7/7/2011;9;1.7;0.61;NoData;NoData;NoData;NoData;NoData;8.1;133.2;25;77;54.2
7/7/2011;10;1.7;0.72;NoData;NoData;NoData;NoData;NoData;5.1;143;25.2;76;63.3
7/7/2011;11;1.3;0.6;NoData;NoData;NoData;NoData;NoData;5.2;134.5;26.4;70;65
7/7/2011;12;1;0.55;NoData;NoData;NoData;NoData;NoData;5.8;122.7;26.2;70;62.7
7/7/2011;13;0.8;0.6;NoData;NoData;NoData;NoData;NoData;4.7;146.5;26.3;69;66.3
7/7/2011;14;0.7;0.62;NoData;NoData;NoData;NoData;NoData;4.5;218.9;26.5;69;64.1
7/7/2011;15;0.5;0.67;NoData;NoData;NoData;NoData;NoData;7.1;222.1;26.9;67;56.4
7/7/2011;16;0.7;0.81;NoData;NoData;NoData;NoData;NoData;6.7;184.1;27;66;57.7
7/7/2011;17;0.8;1.07;NoData;NoData;NoData;NoData;NoData;11.6;259.7;26.2;72;37.7
7/7/2011;18;0.8;1.16;NoData;NoData;NoData;NoData;NoData;9.7;304.8;25.1;77;40.1
7/7/2011;19;0.8;1.07;NoData;NoData;NoData;NoData;NoData;12.4;277.5;24.7;80;34.3
7/7/2011;20;0.5;0.72;NoData;NoData;NoData;NoData;NoData;14.5;270.8;24.3;81;27.2
7/7/2011;21;0.5;0.74;NoData;NoData;NoData;NoData;NoData;11.8;283;24.2;82;33.3
7/7/2011;22;0.4;0.8;NoData;NoData;NoData;NoData;NoData;13.8;275.6;24.1;83;25.4
7/7/2011;23;0.4;0.55;NoData;NoData;NoData;NoData;NoData;15.9;270.2;23.9;85;23.4
7/7/2011;24;0.3;0.21;NoData;NoData;NoData;NoData;NoData;15.2;273.1;23.7;86;19.1
8/7/2011;1;0.3;0.06;NoData;NoData;NoData;NoData;NoData;17.2;269.6;23.7;87;7.3
8/7/2011;2;0.3;0.13;NoData;NoData;NoData;NoData;NoData;8.7;270.3;23.2;89;50.9
8/7/2011;3;0.3;0.08;NoData;NoData;NoData;NoData;NoData;7.6;215.8;22.6;92;58.7
8/7/2011;4;0.3;0.08;NoData;NoData;NoData;NoData;NoData;15;173.6;22.3;94;26.5
8/7/2011;5;0.9;0.11;NoData;NoData;NoData;NoData;NoData;9.9;192.1;22.6;94;48.2
8/7/2011;6;1.3;0.27;NoData;NoData;NoData;NoData;NoData;9.2;101.9;23.1;92;49.8
8/7/2011;7;1.5;0.43;NoData;NoData;NoData;NoData;NoData;14;164.7;24.1;89;28.8
8/7/2011;8;1.3;0.7;NoData;NoData;NoData;NoData;NoData;8.7;137.2;26.9;78;51.4
8/7/2011;9;1.2;0.81;NoData;NoData;NoData;NoData;NoData;6.6;111.7;26.4;79;58.7
8/7/2011;10;1.3;0.82;NoData;NoData;NoData;NoData;NoData;5.9;131.1;27.3;75;63.5
8/7/2011;11;1.2;0.71;NoData;NoData;NoData;NoData;NoData;4.6;129.6;27.1;74;66.8
8/7/2011;12;1.4;0.64;NoData;NoData;NoData;NoData;NoData;2.8;130.2;27.8;71;71.8
8/7/2011;13;1.3;0.57;NoData;NoData;32.2;44;11.8;10.4;98.2;26.9;74;45.8
8/7/2011;14;1.1;0.55;NoData;NoData;21.8;32.4;10.6;6.7;133.1;27.1;73;58
8/7/2011;15;0.9;0.52;NoData;NoData;29.3;36.4;7.1;11;180.9;27.1;74;45.6
8/7/2011;16;0.9;0.67;NoData;NoData;41.4;48;6.6;5.7;199.8;27.5;70;63.5
8/7/2011;17;1;0.81;NoData;NoData;66.1;72.8;6.8;4.1;205.8;26.5;72;68.2
8/7/2011;18;0.9;0.98;NoData;NoData;76;82.1;6.2;3.1;288.2;25.8;74;72.2
8/7/2011;19;0.9;0.95;NoData;NoData;72;78.3;6.3;4.4;235.7;25.4;74;68
8/7/2011;20;0.9;0.76;NoData;NoData;74.2;80.1;5.9;3.3;222.1;25.2;76;70.6
8/7/2011;21;0.8;0.55;NoData;NoData;54.8;61.1;6.4;7.1;182.3;25.1;76;56.9
8/7/2011;22;0.8;0.46;NoData;NoData;54.1;60.5;6.3;7.3;175.5;25;76;53.5
8/7/2011;23;0.7;0.33;NoData;NoData;44.5;51.1;6.7;12.9;176.9;25;76;34.1
8/7/2011;24;0.7;0.17;NoData;NoData;26.9;33.6;6.7;6.8;179.2;25.1;75;55.5
9/7/2011;1;0.7;0.13;NoData;NoData;13.6;20.2;6.6;9.9;181.1;25;74;47.2
9/7/2011;2;0.6;0.04;NoData;NoData;9.1;15.3;6.2;6.6;162.8;24.6;75;57.9
9/7/2011;3;0.6;0.02;NoData;NoData;7.7;13.6;5.9;10.1;180.8;24.4;76;45.6
9/7/2011;4;0.5;0.01;NoData;NoData;6.4;12;5.6;9.8;182.7;24.4;76;45.4
9/7/2011;5;0.6;0.01;NoData;NoData;5.1;10.2;5;7.1;172.6;24.5;76;55
9/7/2011;6;0.6;0.03;NoData;NoData;5.7;11.2;5.5;5.6;193.7;24.1;79;63.1
9/7/2011;7;0.6;0.13;NoData;NoData;14;21;7;5.8;170.7;24;85;61.5
9/7/2011;8;0.6;0.33;NoData;NoData;33.7;41.1;7.5;8.4;174.7;26.6;74;53.3
9/7/2011;9;0.5;0.34;NoData;NoData;37;46;9;10.3;175.9;25.9;76;43.2
9/7/2011;10;0.6;0.51;NoData;NoData;37.2;47;9.8;5.4;230.6;26.9;72;63.7
9/7/2011;11;0.7;0.46;NoData;NoData;40.4;51.5;11.2;5;247.1;27.8;69;65
9/7/2011;12;0.7;0.43;NoData;NoData;43.8;56.1;12.4;4.1;253.6;26.6;74;67.4
9/7/2011;13;0.6;0.53;NoData;NoData;40.8;51.7;10.9;6.3;256.3;23.9;90;58.7
9/7/2011;14;0.5;0.4;NoData;NoData;38.2;48;9.8;6.1;180.5;25.1;81;59.6
9/7/2011;15;0.6;0.31;NoData;NoData;32.7;42.5;9.9;7;199.6;25;82;56.4
9/7/2011;16;0.5;0.31;NoData;NoData;27.6;37;9.4;10.2;190.6;24.2;85;43.6
9/7/2011;17;0.6;0.36;NoData;NoData;34.2;43.4;9.2;1.7;227.7;24.5;81;76.2
9/7/2011;18;0.6;0.39;NoData;NoData;39;48.1;9.1;2.6;200.8;24.7;76;72.4
9/7/2011;19;0.6;0.36;NoData;NoData;41.2;50.7;9.5;2.8;245.1;24.7;77;71.4
9/7/2011;20;0.7;0.39;NoData;NoData;38.5;48.2;9.7;3.3;272;24.7;72;69.1
9/7/2011;21;0.7;0.3;NoData;NoData;47.2;57.2;10.1;2.2;308.8;24.9;73;74.7
9/7/2011;22;0.6;0.21;NoData;NoData;38.2;48.3;10.2;3.8;180.1;23.5;81;70.1
9/7/2011;23;0.6;0.31;NoData;NoData;25.8;35.1;9.3;6.4;176.8;23.4;82;55.4
9/7/2011;24;0.6;0.18;NoData;NoData;15.4;23.9;8.5;10.1;178.9;22.8;88;46.7
10/7/2011;1;0.5;0.19;NoData;NoData;10.4;17.7;7.3;5;175.3;22.8;86;64.9
10/7/2011;2;0.6;0.14;NoData;NoData;8.9;15.5;6.7;3.6;193.9;23.8;79;69.8
10/7/2011;3;0.7;0.05;NoData;NoData;7.6;14.2;6.7;8.3;167.7;24.3;73;53.7
10/7/2011;4;0.3;0.04;NoData;NoData;5.4;11.6;6.3;4.3;188;24.4;73;64.7
10/7/2011;5;0.3;0;NoData;NoData;5;11;6.1;5.7;178.6;24.4;71;62.6
10/7/2011;6;0.3;0.03;NoData;NoData;5.3;11.6;6.3;3.2;210.4;24.3;71;69.4
10/7/2011;7;0.3;0.06;NoData;NoData;8.6;16;7.4;1.9;262.3;24.3;68;75.2
10/7/2011;8;0.4;0.08;NoData;NoData;12.4;20.8;8.5;1.4;220.3;25.4;67;76.1
10/7/2011;9;0.4;0.13;NoData;NoData;15.7;25.3;9.6;4.4;191.7;26;64;68.3
10/7/2011;10;0.3;0.1;NoData;NoData;18.8;30.1;11.3;9.6;184.7;26;62;49.6
10/7/2011;11;0.3;0.12;NoData;NoData;14.1;25.8;11.8;10.1;182.3;26.3;57;46.6
10/7/2011;12;0.3;0.05;NoData;NoData;10.6;22.3;11.7;5.5;160;27;53;63.7
10/7/2011;13;0.3;0.03;NoData;NoData;9.3;20.9;11.6;10;180.2;26.9;56;49.8
10/7/2011;14;0.3;0.04;NoData;NoData;11.8;23.6;11.8;8.2;182.4;26.9;56;54.9
10/7/2011;15;0.3;0.01;NoData;NoData;13.9;26.1;12.3;10.6;181.9;26.6;57;44.1
10/7/2011;16;0.3;0.03;NoData;NoData;12.5;24.8;12.3;6.8;162.4;26.4;58;58.6
10/7/2011;17;0.3;0.01;NoData;NoData;14.4;27.2;12.8;7.7;173;25.7;62;51.5
10/7/2011;18;0.2;0.02;NoData;NoData;15.5;28.3;12.8;8.9;176.6;25;63;49.4
10/7/2011;19;0.3;0.13;NoData;NoData;19.6;32.5;12.9;12.3;180.1;24.8;63;37.6
10/7/2011;20;0.3;0.08;NoData;NoData;20.5;33.3;12.8;11.8;179.7;24.6;64;38.2
10/7/2011;21;0.3;0.05;NoData;NoData;18.8;31.2;12.4;9;182.7;24.5;64;46.4
10/7/2011;22;0.3;0.01;NoData;NoData;17.1;29.1;12.1;9.8;182.1;24.4;65;46.9
10/7/2011;23;0.3;0.15;NoData;NoData;10.5;21.5;11;11.2;179.8;24.4;65;41.6
10/7/2011;24;0.3;0.13;NoData;NoData;9.7;20;10.3;5.8;209.2;24.2;67;61.8
11/7/2011;1;0.3;0.04;NoData;NoData;7;16.2;9.2;10.7;179.4;24;66;45.4
11/7/2011;2;0.3;0;NoData;NoData;4.7;12.8;8.1;11.2;181.4;23.9;67;40.2
11/7/2011;3;0.3;0;NoData;NoData;5;12.7;7.7;6.9;181.2;23.7;67;57
11/7/2011;4;0.1;0.01;NoData;NoData;4.4;11.5;7.1;7.2;183.7;23.6;68;56.8
11/7/2011;5;0.2;0.02;NoData;NoData;5.4;12.6;7.2;8.1;174.3;23.4;69;55.6
11/7/2011;6;0.3;0.08;NoData;NoData;10.2;18.8;8.6;7.5;180.7;23.1;69;54
11/7/2011;7;0.5;0.4;NoData;NoData;33.4;43.9;10.5;11.6;178.1;23.8;69;41.8
11/7/2011;8;0.6;0.55;NoData;NoData;57.5;68.9;11.5;11.7;176;26;62;38.7
11/7/2011;9;0.5;0.49;NoData;NoData;58.4;71.3;12.9;11.2;182.9;27.1;58;45.3
11/7/2011;10;0.6;0.53;NoData;NoData;53.4;68.3;15;9.8;177.8;28.3;54;49.1
11/7/2011;11;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData
11/7/2011;12;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData
11/7/2011;13;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData
11/7/2011;14;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData
11/7/2011;15;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData
11/7/2011;16;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData
11/7/2011;17;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData
11/7/2011;18;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData
11/7/2011;19;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData
11/7/2011;20;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData
11/7/2011;21;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData
11/7/2011;22;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData
11/7/2011;23;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData
11/7/2011;24;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData
12/7/2011;1;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData
12/7/2011;2;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData
12/7/2011;3;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData
12/7/2011;4;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData
12/7/2011;5;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData
12/7/2011;6;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData
12/7/2011;7;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData
12/7/2011;8;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData
12/7/2011;9;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData
12/7/2011;10;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData
12/7/2011;11;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData
12/7/2011;12;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData
12/7/2011;13;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData;NoData
12/7/2011;14;0.4;0.54;0.5;NoData;58.1;74.4;16.3;5;254.1;27.2;60;66.4
12/7/2011;15;0.5;0.58;3;NoData;71.8;86.1;14.3;3.9;214.5;26.8;62;67.5
12/7/2011;16;0.4;0.65;4.1;<Samp;60.8;73.6;12.9;6.5;172.9;26.3;62;61.7
12/7/2011;17;0.5;0.74;3.6;5.8;65.3;78.2;12.9;4.2;201.3;26;62;67.7
12/7/2011;18;0.5;0.63;4.1;17.2;69.7;82.5;12.8;5;188.4;25.6;63;64.5
12/7/2011;19;0.5;0.51;3.2;32.3;71.4;84.1;12.7;6.5;167.2;25.3;63;62.6
