Data_CG;Hora_CG;SO2_CG;CO_CG;O3_CG;MP_CG;NO_CG;NOX_CG;NO2_CG;VEL_VENTO_CG;DIR_VENTO_CG;TEMP_CG;UMID_CG;STWD_CG
28/3/2014;17;0.5;0.22;5;InVld;43.7;54.5;14.5;2.3;90.7;29.7;64;45.8
28/3/2014;18;0.4;0.14;3.7;InVld;43.1;59.3;16.5;1.8;87.7;28.5;68;48.4
28/3/2014;19;0.2;0.17;2.4;InVld;46.4;63.6;18;0.6;77.2;28.2;68;65.1
28/3/2014;20;0;0.34;3.6;InVld;38.9;50.1;13.7;1.7;86.9;28.1;70;43.8
28/3/2014;21;0;0.34;4.3;InVld;41.5;58.9;18.3;1.8;88.8;28;71;44.4
28/3/2014;22;0;0.3;4.8;InVld;35.5;49.5;14.9;1.5;95.5;27.9;71;45.5
28/3/2014;23;0;0.35;4.7;InVld;36.5;46.5;12.1;1.5;88.4;27.8;72;41.8
28/3/2014;24;0;0.19;7.3;InVld;16.5;25.1;9.1;1.4;83.1;27.5;73;46.3
29/3/2014;1;0;0.09;8.9;InVld;5.5;10.6;5.1;1.6;66;27.2;73;43.1
29/3/2014;2;0;0.09;8.1;InVld;6.7;11;4.8;1;66.1;27.1;74;48.1
29/3/2014;3;0;0.07;8.1;InVld;3.6;8.1;4.5;0.8;64.2;27;75;44.3
29/3/2014;4;0;0.03;7.8;InVld;1.7;4.9;3.3;1.1;76.4;25.5;82;43.3
29/3/2014;5;0;0.06;5.5;InVld;3.2;7.3;4.1;0.8;81.9;24.6;88;53.5
29/3/2014;6;0;0.09;3.3;InVld;5.9;13.6;7.7;1;36.3;24.7;87;46
29/3/2014;7;0;0.27;2;InVld;17.8;29.4;11.6;1.4;47.5;26.2;81;34
29/3/2014;8;0;0.64;0.8;InVld;40.3;56.6;16.4;0.8;71.9;28;75;47.6
29/3/2014;9;0;0.71;1.7;InVld;42.8;58.1;16.5;0.9;80.3;30.8;63;52.7
29/3/2014;10;0;0.52;4.9;InVld;34.4;48.3;14.3;1.3;41.8;30.1;65;47.2
29/3/2014;11;0;0.32;10.2;InVld;15.2;28.9;13.8;1.5;321.3;28.1;72;47
29/3/2014;12;0;0.23;8.3;InVld;13.1;23.7;10.5;1.7;277.6;29.5;67;37.5
29/3/2014;13;0;0.32;7.6;InVld;33.1;47.1;15.5;2;69;31.8;55;47.3
29/3/2014;14;0;0.14;6.2;InVld;24.4;33.2;9.7;0.9;79.4;32.1;56;61.4
29/3/2014;15;0;0.14;5.8;InVld;27.8;38.8;12;1.9;78.4;31.4;60;46.8
29/3/2014;16;0;0.12;5.3;InVld;28.9;40.5;12.5;1.8;80.1;31.3;58;46.9
29/3/2014;17;0;0.03;6.2;InVld;29;39.3;10.7;1.5;79.2;30.5;60;49.3
29/3/2014;18;0;0.1;4.4;InVld;31.3;42;11.7;1.9;89.7;28.5;68;45.4
29/3/2014;19;0;0.22;3.4;InVld;34.5;43.9;11.3;1.6;83.7;28.2;69;46.7
29/3/2014;20;0;0.26;3.3;InVld;36.3;46.6;11.9;1.3;75;28;69;53.9
29/3/2014;21;0;0.29;3.6;InVld;33.6;44.1;11.7;1.1;87.8;28;68;50.2
29/3/2014;22;0.1;0.53;3.1;InVld;52.2;66.7;15.6;1;83.1;27.8;72;54.2
29/3/2014;23;0;0.3;4.8;InVld;18.9;28;9.4;1.1;85.8;27.8;72;48.7
29/3/2014;24;0;0.25;7.4;InVld;10.4;19.7;9.4;1;92.4;27.6;73;51.3
30/3/2014;1;0;0.19;8.9;InVld;5.8;10.2;4.4;1;84.9;27.4;73;48.2
30/3/2014;2;0;0.16;8.5;InVld;12.3;15.4;3.8;1;86.6;27.2;73;43.8
30/3/2014;3;0;0.12;7.4;InVld;7.9;12.4;4.9;0.5;79.7;26.9;73;54.3
30/3/2014;4;0;0.11;8.3;InVld;3;7.2;4.2;1.1;48.1;26.7;74;38.9
30/3/2014;5;0;0.07;9.8;InVld;1.7;4.7;3;2.2;50.7;26.6;74;27.8
30/3/2014;6;0;0.08;6.6;InVld;8.7;13.2;5.5;1.4;61;25.3;82;43.1
30/3/2014;7;0;0.25;2.4;InVld;12.2;23;10.9;0.8;82.8;26.3;79;43.9
30/3/2014;8;0;0.68;3.3;InVld;19.1;30.7;11.7;1.2;358.9;28.7;71;45.2
30/3/2014;9;0;0.31;8;InVld;16.7;28.3;11.9;1.2;355.7;28.9;71;45.9
30/3/2014;10;0;0.32;15.4;InVld;14.1;27;13.5;0.7;336.3;29.2;69;56
30/3/2014;11;0;0.28;7.8;InVld;18.1;26.8;9.1;1.1;47.4;31.5;57;58.2
30/3/2014;12;0.2;0.25;8;InVld;20.7;28.5;8.6;1.5;86.7;31.6;57;52.7
30/3/2014;13;0.8;0.22;6.8;InVld;27.3;33.6;8.6;1.3;69.4;31.3;59;55.2
30/3/2014;14;1;0.07;7.6;InVld;17.9;24.7;7.4;1.1;95.6;31.4;57;58
30/3/2014;15;1;0.09;7.5;InVld;17.6;27.1;10.1;1;87.6;30.8;60;59.5
30/3/2014;16;1;0.07;7.6;InVld;23.3;32.5;10;1.1;65.8;30.3;60;57.3
30/3/2014;17;1;0.04;5.2;InVld;24.6;34.8;10.6;0.7;58.1;29.8;61;60.7
30/3/2014;18;0.8;0.11;4.9;InVld;24.8;38.9;14.4;1;85.4;28.5;66;52.6
30/3/2014;19;0.5;0.31;4.5;InVld;22.6;32.4;10.4;0.7;101.7;28.1;69;63.4
30/3/2014;20;0;0.34;4.4;InVld;35.8;47.3;12.7;1.2;91.4;28;69;42.1
30/3/2014;21;0;0.3;4.2;InVld;27.5;38.7;12.2;1;98.6;28.1;69;48.7
30/3/2014;22;0;0.22;4.2;InVld;23.1;33.8;10.9;0.8;84.5;28;71;56.6
30/3/2014;23;0;0.17;5.6;InVld;12.8;19.2;6.9;0.7;97.1;27.7;72;52
30/3/2014;24;0;0.08;8.3;InVld;6.1;10.2;4.5;1;90.5;27.7;73;46.4
31/3/2014;1;0;0.06;9.7;InVld;2.7;6.7;4;1;59.6;27.1;73;52.6
31/3/2014;2;0;0.04;9.2;InVld;2.7;5.6;2.9;1;94.1;27.1;75;55.4
31/3/2014;3;0;0.04;9.1;InVld;0.4;1.9;1.4;0.6;99.1;26.6;77;47.4
31/3/2014;4;0;0.03;8.4;InVld;1.5;2.8;1.4;2;56.7;25.4;84;47.3
31/3/2014;5;0;0.15;5.8;InVld;1.7;4.6;2.9;0.4;293.3;24.7;89;58.7
31/3/2014;6;0;0.18;5;InVld;12.6;20;7.7;0.6;64;25.1;85;61
31/3/2014;7;0;0.52;1.3;InVld;38.9;54.8;17.1;1.8;55.6;25.3;82;38.6
31/3/2014;8;0;0.83;1.1;InVld;56;73.8;18.8;1.3;53.8;26;78;42.8
31/3/2014;9;0;0.59;4.1;InVld;33.1;46.1;13.8;2.9;41.3;27;73;31.3
31/3/2014;10;0;0.5;2.6;InVld;39.6;55;16.1;0.9;329.7;28.4;71;50.1
31/3/2014;11;0;0.3;8.7;InVld;19.5;35.8;16.4;1.1;294.2;29.1;68;50
31/3/2014;12;0;0.26;15.9;InVld;25.1;44.2;19.2;1.6;21.9;29.5;65;45.1
31/3/2014;13;0.1;0.28;4.4;InVld;31.4;45.1;13.7;0.5;312.7;30.8;61;65.8
31/3/2014;14;0.2;0.26;3.9;InVld;37.4;50.5;13.9;0.6;275.3;30.7;61;61.1
31/3/2014;15;0.4;0.28;4.1;InVld;31.5;42.8;11.4;0.4;291.6;30.8;62;66.2
31/3/2014;16;0.8;0.18;3.8;InVld;27.4;36.4;9.4;0.7;308.8;30.9;63;61.8
31/3/2014;17;0.9;0.21;2.9;InVld;35.2;42.4;11;0.6;305.2;29.8;67;64.8
31/3/2014;18;0.8;0.42;1.9;InVld;40.5;53.2;12.9;0.5;11.3;28.3;72;65.6
31/3/2014;19;0.4;0.59;0.8;InVld;45.5;61.3;15.9;0.5;48.1;28;74;66.6
31/3/2014;20;0;0.26;0.9;InVld;45.4;58.9;14.4;0.5;109.3;28;70;66.1
31/3/2014;21;0;0.23;1.6;InVld;43.7;59.2;15.9;1;91.8;27.9;70;52.6
31/3/2014;22;0;0.14;3;InVld;29.7;42.1;13.2;1.2;83;27.6;74;48.7
31/3/2014;23;0;0.05;4.2;InVld;25.5;37;11.7;1.2;87.2;27.5;75;44.3
31/3/2014;24;0;0.03;4.6;InVld;12.4;20.9;8.6;0.7;94.4;27.5;75;52.8
1/4/2014;1;0;0;8.5;InVld;2.5;5.6;3.2;2.2;63.9;26.7;77;35.5
1/4/2014;2;0;0;5.5;InVld;1.2;4.9;3.7;0.4;16.6;25.2;83;58.8
1/4/2014;3;0;0;4.1;InVld;2.4;6.6;4.1;0.5;341.7;25.7;82;52.9
1/4/2014;4;0;0;3.5;InVld;0.7;4.4;3.8;0.5;312.6;25.6;81;52.1
1/4/2014;5;0;0.01;4.9;InVld;1.4;4;2.7;0.8;24.5;25.9;81;54.8
1/4/2014;6;0;0.06;2.1;InVld;19;27;8.1;0.5;77;26.2;81;52.2
1/4/2014;7;0;0.66;0;InVld;89.3;108.9;20.1;0.6;59.8;26.7;80;44.9
1/4/2014;8;0;0.64;0.4;InVld;61.3;78.4;17.4;1.2;34.7;28.6;72;45.5
1/4/2014;9;0;0.45;2.1;InVld;41.5;55.2;14.8;1.3;51.5;29.2;69;53.7
1/4/2014;10;0;0.33;3.4;InVld;45.1;54.6;12.1;2.4;85.1;30.4;65;41.9
1/4/2014;11;0.2;0.25;4.2;InVld;39.9;51.6;13.5;2.5;78.5;31.3;60;43.6
1/4/2014;12;0.5;0.16;4.7;InVld;38.1;49.8;13.2;2.5;77.8;31.6;57;46.3
1/4/2014;13;0.5;0.03;4.5;InVld;50.7;57;11.6;2.2;67.7;32;54;48.7
1/4/2014;14;0.6;0.1;3.8;InVld;44.2;55.8;13.1;1.4;75;32.3;53;56.4
1/4/2014;15;0.1;0.02;3.5;InVld;37.7;47.5;11;1.1;62.8;31.6;56;62.1
1/4/2014;16;0.4;0.08;3.9;28.1;57.6;69.7;16.1;2;78.1;31.1;59;47.9
1/4/2014;17;0.4;0.09;3.5;128.9;44.7;56.6;13.2;1.9;79.1;29.5;67;44.5
1/4/2014;18;0.1;0.13;2.6;74.6;46.8;59.6;13.3;1.9;77.4;28.4;68;41.1
1/4/2014;19;0;0.18;1.3;37.3;57.8;74.3;18.1;1.2;86.9;28.2;68;47.9
1/4/2014;20;0.1;0.21;1;18.7;54.3;66.1;12.6;0.7;90.2;28.2;68;55.9
1/4/2014;21;0;0.11;1.2;9.6;54.6;70.6;16.7;0.9;86.6;28;69;54.2
1/4/2014;22;0;0.08;1;4.7;35.3;46.1;11.1;1;92.9;27.9;69;45.2
1/4/2014;23;0;0.12;0.3;2.4;37.1;53.3;16.2;0.4;94.7;27.7;70;63
1/4/2014;24;0;0.01;1;1.2;13.1;21.3;8.2;0.5;107.1;27.4;72;55.8
2/4/2014;1;0;0;5.4;52.9;2.6;6.2;3.6;0.6;118.4;27.5;71;52.6
2/4/2014;2;0;0;5.7;31.2;1.1;3.5;2.4;0.3;85.6;27;74;69.2
2/4/2014;3;0;0;5.4;24.8;0.9;3;2.2;0.3;110.2;26.4;77;70
2/4/2014;4;0;0;6;21.1;0.7;2.3;1.7;0.3;146.8;26.5;75;67.4
2/4/2014;5;0;0;5.1;13;3;5.7;2.8;0.3;169.3;26.4;74;69
2/4/2014;6;0;0.02;3;8.4;18.7;25.8;7.4;0.4;114.1;26.7;75;64
2/4/2014;7;0;0.4;0.5;11.1;55.1;69.9;14.9;0.4;85.9;27.5;71;66
2/4/2014;8;0;0.51;1.1;6.5;59.7;73.8;14.5;0.6;87.1;30.7;61;60.7
2/4/2014;9;0.2;0.25;1.6;4.8;43.8;56.4;13.2;0.3;164.1;30.1;63;71
2/4/2014;10;0.5;0.21;2.7;3.4;37;47.2;11.4;0.8;47.3;30.3;64;61.1
2/4/2014;11;0.6;0.23;3.6;3;43;52.4;11.2;1.2;35.4;30.9;60;57.3
2/4/2014;12;0.7;0.09;6.9;2.5;33.8;46.9;14.7;2.4;54.1;30.4;60;47.9
2/4/2014;13;0.7;0.13;6.7;5.3;38.8;52.4;15.9;2.3;47.2;30.4;60;51.6
2/4/2014;14;0.7;0.15;4.8;9.4;39.3;52.5;14.4;0.7;80.4;30.5;59;66.3
2/4/2014;15;0.6;0.04;4.2;11.2;28;38.4;10.4;0.4;286;30.7;61;67.4
2/4/2014;16;0.6;0.1;4.3;6.6;33.2;43.4;11;0.4;69.7;30.5;64;71.3
2/4/2014;17;2.5;0.22;9.6;13.5;52.6;63.3;12.7;0.9;37.4;30.2;66;62.3
2/4/2014;18;1;0.14;1.9;14.5;42.2;54.6;13.3;0.3;354.6;28.3;71;72.7
2/4/2014;19;0.4;0.38;1.4;11.3;42.7;60.5;17.8;0.6;60;28.2;71;64.6
2/4/2014;20;0;0.22;1.3;17.1;52;70.6;18.9;0.9;65.7;28.1;72;59.9
2/4/2014;21;0;0.33;2.3;45.9;52.5;66.5;15.3;1.4;88.3;28;70;43.3
2/4/2014;22;0;0.14;2.2;27.2;32.1;44.5;13;1.1;88.3;27.9;73;50.7
2/4/2014;23;0;0.17;1.6;44.3;44.1;59.7;16.5;0.4;98.9;27.7;74;65.5
2/4/2014;24;0;0.02;2.6;36.7;11.6;18.7;7.1;0.4;98.3;27.5;73;66.2
3/4/2014;1;0;0;4.3;45.8;5.9;10.4;4.6;0.3;91.6;27.3;75;67.6
3/4/2014;2;0;0.01;5.4;26.5;2.8;5.4;2.6;0.2;103.7;27.1;75;71.1
3/4/2014;3;0;0;5.2;21.7;1.3;3.5;2.2;0.5;127.9;26.9;78;55.3
3/4/2014;4;0;0;5.4;13.4;1.2;2.9;1.7;0.3;101.6;26.8;79;64
3/4/2014;5;0;0;4.9;<Samp;0.5;1.9;1.5;0.3;85;26.6;79;66.9
3/4/2014;6;0;0.08;2.1;4.9;10.8;18.9;8;0.6;56.7;26.5;79;50.5
3/4/2014;7;0;0.45;0.3;8.4;50.2;67.3;17.6;1.2;47;27.2;77;35.1
3/4/2014;8;0;0.5;1.8;6.8;41.2;56.9;16.7;1.9;63.1;27.8;76;43.2
3/4/2014;9;0;0.31;3.9;17.7;25.8;34;9.7;4.5;44.8;26.8;79;33.8
3/4/2014;10;0;0.21;5.5;12.5;25.8;36.2;11.8;3.5;55.2;29.5;64;35.8
3/4/2014;11;0.1;0.27;4;8.4;39;51.1;13.8;1.3;75.5;31.4;57;54.3
3/4/2014;12;0.2;0.29;7.1;5.7;36;47.1;12.4;2.3;60.4;30.9;62;42.3
3/4/2014;13;0.3;0.32;5.4;3.9;47.4;60.6;15.3;2.1;73.7;32.4;57;41.4
3/4/2014;14;0.5;0.16;4.8;3.2;47.8;59.6;14.8;2.2;71.6;32.4;56;46.6
3/4/2014;15;0.4;0.2;4.3;2.9;48.4;59.7;13.9;2.1;73.5;31.9;58;46.4
3/4/2014;16;0.5;0.13;4.8;5.2;44.7;55.1;13.3;2.8;69.6;31.4;58;41.4
3/4/2014;17;0.7;0.2;2.9;11.9;46.6;62.7;17.4;1.8;80.3;31.1;61;46
3/4/2014;18;0.5;0.32;2.2;7;43;56.7;14.5;1.1;81.6;29;70;54.7
3/4/2014;19;0.2;0.32;2.4;12;53.7;63.9;13.4;2.1;85.3;28.5;72;39.2
3/4/2014;20;0;0.37;2.1;54.4;47.6;61.2;14.3;1.4;76.8;28.3;72;50.9
3/4/2014;21;0;0.36;2.9;55.7;36.5;48.3;13.5;1.9;86.5;28.2;72;44.1
3/4/2014;22;0;0.39;3.2;48.8;35;47.6;13.1;1.5;89;28.1;72;45.8
3/4/2014;23;0;0.21;4.3;38.3;28.9;39.8;12.5;1.5;94.6;28;71;48.2
3/4/2014;24;0;0.07;6.7;20.4;10.9;16.7;6.6;1.5;76.3;27.8;72;46
4/4/2014;1;0;0.02;7.8;10.1;2.5;7.2;4.9;2.5;45;27.3;74;31.7
4/4/2014;2;0;0.01;9.1;35.6;1.2;5;3.8;1.3;63.6;27.1;74;43.2
4/4/2014;3;0;0.01;9.4;42;0.3;2.9;2.7;1.2;55.6;27;75;41.6
4/4/2014;4;0;0;10.8;33.6;0.3;2.2;2;1.2;53.6;26.7;74;36.7
4/4/2014;5;0;0;10.7;19.3;0.4;2.4;2;1.3;49.4;26.5;74;32.3
4/4/2014;6;0;0.07;4.1;29.1;15.8;26.4;10.9;0.6;139.5;26.4;74;43.3
4/4/2014;7;0;0.36;0.9;34.3;58.4;77.7;19.6;0.9;338.3;27.3;73;33.3
4/4/2014;8;0;0.51;2.4;19.8;45.1;59.7;15.1;1.1;352;30.1;65;41.2
4/4/2014;9;0;0.37;5.1;10;39.9;54.4;15.4;1.7;328.9;28.4;71;42.2
4/4/2014;10;0;0.29;9.8;5.1;22.9;42.8;19.9;0.8;296.4;28.3;72;43.4
4/4/2014;11;0;0.3;13;2.5;19.6;39.1;19.6;0.8;267.7;29.1;69;49.8
4/4/2014;12;0;0.29;10.2;9;21.5;37.5;16.6;0.7;252.1;30.8;64;62.7
4/4/2014;13;0;0.37;10.1;6.2;35.1;51.6;18.2;1.2;58.5;31.2;64;59.1
4/4/2014;14;0;0.28;6.2;3.6;26.4;36.9;10.8;0.8;296.1;31.4;61;58.1
4/4/2014;15;0;0.27;5.1;6.1;36.2;48;13.1;1;76.5;31.2;62;63.8
4/4/2014;16;0;0.15;4.7;5.9;28.2;39.8;11.9;0.7;2.1;31.4;64;65.3
4/4/2014;17;0;0.33;3.3;4.5;39.4;53.8;15.1;1.3;14.9;30.6;66;58.8
4/4/2014;18;0;0.62;2.5;8.3;47.2;59.5;13.6;1.5;80.4;28.9;71;50.1
4/4/2014;19;0;0.64;1.8;14.3;44.9;60.9;16.4;1.6;81.6;28.5;72;45
4/4/2014;20;0;0.29;2;58.3;40.8;53;13.2;1.1;82.4;28.2;74;56.3
4/4/2014;21;0;0.36;1.3;55.3;37;50.9;14.5;1;97.2;28.2;74;56.4
4/4/2014;22;0;0.38;2.4;48.9;29.8;40.3;11.2;1.4;92.8;28.1;76;49.2
4/4/2014;23;0;0.35;2.4;41.9;38.4;48.9;13;1.3;80.9;28;76;48.9
4/4/2014;24;0;0.11;4.5;41.1;20.7;24.8;6.9;2.1;88.7;27.7;77;37.6
5/4/2014;1;0;0.09;5.6;23.6;9.1;12.8;4.2;1.4;93.6;27.6;77;45.3
5/4/2014;2;0;0.01;6.8;14.2;4.2;7.6;3.4;1.4;83.6;27.4;78;42.4
5/4/2014;3;0;0.01;7;<Samp;3.7;6.7;3;1.2;89.1;27.3;78;42.7
5/4/2014;4;0;0.02;6.3;6.6;1.3;3.7;2.4;0.5;107.5;27.2;79;61.1
5/4/2014;5;0;0.01;5.6;10.7;3;6.3;3.2;0.3;81.4;27.2;79;64.3
5/4/2014;6;0;0.01;4.2;16.2;7.8;12.6;5.1;1;70.7;26.9;80;51.8
5/4/2014;7;0;0.15;1.5;23.9;23.5;33.7;10.5;1.3;56;27.2;80;33.4
5/4/2014;8;0;0.36;1.9;15;34.9;46.8;12.5;1;70.8;29;72;45.1
5/4/2014;9;0;0.35;2.6;7.9;27.5;41.7;14.3;1.4;35;27.4;78;48
5/4/2014;10;0;0.3;2.2;6.4;23.7;38.9;15.1;0.6;89.1;25.1;88;51
5/4/2014;11;0;0.46;0.8;23.5;30.4;49.5;19.2;0.5;191.6;26.7;87;51.2
5/4/2014;12;0;0.54;2.1;19.4;24.5;43.9;19.4;0.2;228.7;29.2;76;72.3
5/4/2014;13;0;0.32;4.5;InVld;22.2;35.4;13.2;0.4;340;30.6;65;67.8
5/4/2014;14;0.1;0.1;4;InVld;20.2;27.6;7.8;0.4;186.4;30.9;65;68.6
5/4/2014;15;0.1;0.14;3.8;InVld;20.7;30.3;10;0.2;5;30.7;66;76.5
5/4/2014;16;0;0.15;4;InVld;22;29.1;7.7;0.4;114.7;30.9;66;71
5/4/2014;17;0.2;0.18;2.5;InVld;28.9;36.7;8.9;0.5;305.2;30.1;68;62.7
5/4/2014;18;0.2;0.24;2.4;InVld;24.5;33.4;9.2;0.5;102.1;28.6;72;62.4
5/4/2014;19;0;0.34;1.2;InVld;32.6;42.6;10.2;0.8;129.9;28.4;74;53.3
5/4/2014;20;0;0.46;0.9;InVld;40.7;50.6;11.4;1;106.9;28.2;75;40.8
5/4/2014;21;0;0.3;0.9;NoData;30.3;42.4;12.3;1;94.7;28.1;75;42.4
5/4/2014;22;0;0.37;1.1;InVld;31.4;42.9;11.8;0.7;122;28.2;74;50.8
5/4/2014;23;0;0.23;2.4;InVld;17.6;26.1;8.5;0.5;132.9;28;74;60.2
5/4/2014;24;0;0.22;2.9;InVld;14.4;20.7;6.5;0.5;105.1;27.7;74;55.4
6/4/2014;1;0;0.18;3.5;InVld;7.2;12.9;5.7;0.6;112;27.6;75;53.4
6/4/2014;2;0;0.14;4.3;InVld;5.2;9.5;4.3;0.6;96.9;27.3;77;49.9
6/4/2014;3;0;0.06;4.7;InVld;4.8;9.3;4.4;0.6;130.7;27.2;77;55
6/4/2014;4;0;0.13;4.1;InVld;7;12;5.2;0.4;124.8;26.9;78;58.8
6/4/2014;5;0;0.05;3.1;InVld;3.8;8.3;4.6;0.5;125.4;26.8;80;52.7
6/4/2014;6;0;0.13;2.4;InVld;6.2;10.8;5.1;0.7;75.5;26.5;83;44.6
6/4/2014;7;0;0.23;1.6;InVld;20.2;29;9.1;0.8;78.6;27.3;79;40.7
6/4/2014;8;0;0.28;1.9;InVld;18.1;25.7;7.6;0.5;87.6;29.4;70;55.2
6/4/2014;9;0;0.13;2.9;InVld;15.9;22.2;6.8;0.8;86.8;30.2;67;53
6/4/2014;10;0;0.14;3.8;InVld;11.8;17.2;5.6;1.3;98.3;29.4;70;45.3
6/4/2014;11;0.1;0.03;4.4;InVld;13.1;18.6;6;1.4;109.5;28.8;72;43.5
6/4/2014;12;0.1;0.02;3.9;InVld;13.3;19.3;6.1;1.6;142.9;30.1;68;42.2
6/4/2014;13;0.1;0.07;5.2;InVld;13.8;19.7;6.1;1.6;183;30.4;66;44.9
6/4/2014;14;0.2;0.04;5.9;InVld;16;23.1;7.8;0.9;170.6;30.4;68;58.9
6/4/2014;15;0.1;0.11;6.1;InVld;16.1;22;6.2;0.5;141.8;30.5;67;68.4
6/4/2014;16;0.2;0.04;6.2;InVld;15.9;23.3;7.4;0.9;134.8;30.4;67;58.7
6/4/2014;17;0.3;0.03;4.6;InVld;14.9;21.4;6.5;0.6;157.7;30;69;59.9
6/4/2014;18;0.2;0.05;4.6;InVld;19.2;28.6;9.6;0.5;169;28.4;73;62.2
6/4/2014;19;0;0.2;3.9;InVld;20.4;29.7;9.6;0.4;174.5;28.1;75;63.3
6/4/2014;20;0.1;0.32;2.7;InVld;23;33.6;10.8;0.5;141.9;28.1;75;60.8
6/4/2014;21;0;0.3;3;NoData;20.7;28.7;8.3;0.3;141.3;28;75;69.2
6/4/2014;22;0;0.29;3.8;InVld;12.5;19.9;7.4;0.5;168.9;27.9;76;54.9
6/4/2014;23;0;0.22;4.4;InVld;11.2;17.8;6.9;0.5;169.7;27.8;76;55.3
6/4/2014;24;0;0.2;5.5;InVld;6.9;11;4.2;0.7;94.1;27.6;76;47.1
7/4/2014;1;0;0.13;6.3;InVld;2.1;4.7;2.6;0.4;123.7;27.5;76;57.8
7/4/2014;2;0;0.08;5.9;InVld;2.5;4.6;2.1;1.3;88.7;26;84;43.6
7/4/2014;3;0;0.05;3.6;InVld;0.6;2.8;2.2;0.5;165.6;25.4;89;52.7
7/4/2014;4;0;0.06;2.9;InVld;0.5;2.1;1.7;0.6;183.2;25.5;89;44.9
7/4/2014;5;0;0.11;2.9;InVld;2.2;4.7;2.7;1.9;108.2;25.6;89;36.7
7/4/2014;6;0;0.12;5.1;InVld;13;17.8;5.7;1.3;89;24.6;90;46.7
7/4/2014;7;0;0.78;0.9;InVld;51.1;67.2;16.2;0.8;88.2;24.3;91;31.2
7/4/2014;8;0;0.76;0.5;InVld;47.6;63.2;16.2;0.8;87.8;25.1;90;33.5
7/4/2014;9;0;0.78;0.4;InVld;36.7;51.7;15.1;1.1;105.7;25.9;89;29.5
7/4/2014;10;0;0.55;1;InVld;30.2;40.8;10.6;1.3;114.9;27.1;84;34.9
7/4/2014;11;0;0.55;1.5;InVld;23.2;33.6;10.4;1.6;116.3;28.4;77;35.9
7/4/2014;12;0;0.53;1.4;InVld;31.8;41.6;11.4;1.7;108;29.3;73;40.1
7/4/2014;13;0.2;0.44;2;InVld;24.3;33.3;9.4;1.3;95.2;29.4;72;44.1
7/4/2014;14;0.4;0.34;3.8;<Samp;19.5;26.6;7.2;1.5;118.8;29.6;69;38.6
7/4/2014;15;0.5;0.34;3.6;34;23.9;32.5;8.8;1.5;104.7;29.4;72;41.3
7/4/2014;16;0.5;0.43;3.3;41.3;23.6;33.2;9.8;0.9;115;29.8;69;48.7
7/4/2014;17;0.5;0.34;2;25.1;32.4;43.6;11.4;0.6;122.9;29.3;70;60
7/4/2014;18;0.5;0.5;1.2;13.3;29.6;39.8;10.3;0.7;200.9;28;75;53.4
7/4/2014;19;0.1;0.37;0.9;39;36.3;49.9;13.8;0.7;216.9;27.8;75;56.2
7/4/2014;20;0;0.24;0.4;52.9;40.2;52.7;12.7;0.5;164.4;27.8;76;64
7/4/2014;21;0;0.17;0.3;43.3;34.5;46;11.6;0.4;163.3;27.7;76;65.2
7/4/2014;22;0;0.14;0.4;44.7;28.1;39.1;11;0.3;192.8;27.8;76;66.4
7/4/2014;23;0;0.21;0.6;26.3;32.6;43.1;12;0.3;99.5;27.7;76;67.1
7/4/2014;24;0;0.01;2;14.5;11.4;18.5;7.1;0.8;66.4;27.4;76;37.3
8/4/2014;1;0;0.03;2.2;10.8;4.6;10.3;5.7;0.6;63.8;27.1;78;50
8/4/2014;2;0;0;3.8;22.4;1.3;4.5;3.2;0.6;74.8;27.1;78;44.3
8/4/2014;3;0;0;2.6;20.2;1.6;5.4;3.8;0.4;138.7;26.8;79;61.3
8/4/2014;4;0;0;3.4;<Samp;2.2;6.4;4.1;0.5;74.4;26.9;79;54.5
8/4/2014;5;0;0;3.5;7.8;2.6;6;3.5;0.6;43.6;27.1;78;44.2
8/4/2014;6;0;0.06;1.7;<Samp;21;31.7;10.8;1.2;35.2;27;79;27.1
8/4/2014;7;0;0.35;0;17;51.2;66.6;16.3;1.3;28.1;26.9;80;40.2
8/4/2014;8;0;0.52;1.7;30.4;47.5;64.1;16.6;1.2;256.8;27.2;81;58.1
8/4/2014;9;0;0.34;2.4;41.1;37.7;52.4;15.5;2.7;26.5;27;83;38.2
8/4/2014;10;0;0.33;1.2;25.1;29.5;40.8;11.5;0.9;132.4;26.6;85;51.4
8/4/2014;11;0;0.36;1;13;31.5;43.6;12.2;1.2;159.6;25.7;88;41.1
8/4/2014;12;0;0.63;0.3;6.6;58;73.6;16.3;0.7;127;26.2;88;48.4
8/4/2014;13;0;0.66;0.4;3.3;50.6;71.5;20.9;0.8;145.3;27.4;84;48.1
8/4/2014;14;0;0.6;1.4;1.7;48.5;69.9;22;0.8;65.8;28.8;76;53.4
8/4/2014;15;0;0.58;3.4;0.8;35.7;55.7;20.1;0.6;92.1;29.7;73;58.5
8/4/2014;16;0.1;0.56;4.9;6.7;38.2;61.8;23.8;0.5;84.8;29.1;74;63.8
8/4/2014;17;0.3;0.5;3.5;8.9;43.2;64;21.4;0.7;97.8;28.9;73;63.1
8/4/2014;18;0.2;0.37;2.2;12.6;34.3;52.3;18.5;0.4;245.5;27.7;77;66.8
8/4/2014;19;0;0.53;1.5;14;47.6;70.2;23.9;0.7;138.5;27.6;78;57
8/4/2014;20;0;0.42;1.2;25.8;54.8;75.5;22.6;0.9;134.4;27.5;78;51.8
