Data_PIR;Hora_PIR;SO2_PIR;CO_PIR;O3_PIR;MP_PIR;NO_PIR;NOX_PIR;NO2_PIR;VEL_VENTO_PIR;DIR_VENTO_PIR;TEMP_PIR;UMID_PIR;STWD_PIR;
4/11/2011;15;0.1;0.16;11.8;14.4;8.7;25.3;16.7;0.9;223.4;23.1;72;16.1;
4/11/2011;16;0.2;0.12;13.2;12.9;7.2;22.9;15.7;0.9;229.8;23.7;67;17.3;
4/11/2011;17;0.2;0.12;14.4;34.8;4.5;18.5;14;1;225;23.8;67;16;
4/11/2011;18;0.1;0.1;12.9;27.4;4.6;19.8;15.2;0.9;227.9;23.4;66;16.4;
4/11/2011;19;0.2;0.08;10;40;19.2;39.9;20.7;0.9;219.1;23.4;66;15.3;
4/11/2011;20;0.2;0.1;8.9;40.1;22.6;44.5;21.9;0.9;221;23.3;67;15.1;
4/11/2011;21;0.3;0.07;9.7;42.6;24.6;49.3;24.7;0.9;222.4;23.3;65;15.6;
4/11/2011;22;0.2;0.03;10.8;39.6;16.7;38;21.3;1;230.4;23.2;65;18.1;
4/11/2011;23;0.1;0;12.8;34.2;12.6;31.2;18.6;1.2;236.3;23;64;17.7;
4/11/2011;24;0.1;0;12.8;33.8;15.7;35;19.3;0.9;227.2;23;66;16;
5/11/2011;1;0.1;0;19.3;17.4;4.4;13.6;9.2;0.8;230.6;22.7;68;15.6;
5/11/2011;2;0.1;0;23.5;12.2;0.5;4.5;4;0.9;228.6;22.7;68;15.6;
5/11/2011;3;0.1;0;22.8;32.1;0.8;5;4.2;0.8;225.1;22.6;67;15.2;
5/11/2011;4;0;0;15;18.2;8.5;24.3;15.9;0.8;221.4;22.5;66;14.4;
5/11/2011;5;0.1;0;9.5;30.4;19.5;45.2;25.7;0.8;222;22.7;68;14.8;
5/11/2011;6;0.2;0.01;10.3;22;23.5;50.6;27;0.8;228.2;22.9;65;15.8;
5/11/2011;7;0.3;0;12.5;38.6;16.5;36.3;19.8;0.8;226.8;24.1;61;16.1;
5/11/2011;8;0.3;0;16.6;59.8;6.6;17.9;11.4;1.1;230.8;25.4;59;19.2;
5/11/2011;9;0.3;0;17.9;43.8;6;15.9;10;1.5;250.7;24.6;65;18.6;
5/11/2011;10;0.2;0.01;16.8;54.1;7.8;18.9;11.1;1.1;256.4;22.3;81;17.9;
5/11/2011;11;0.2;0.04;16.7;29;6.6;18.1;11.5;0.8;240.6;22.6;77;20.8;
5/11/2011;12;0.2;0.04;18.2;17.3;4.7;14.5;9.8;0.8;235.7;22.9;74;17.8;
5/11/2011;13;0.3;0.04;16.6;11.1;8;21.3;13.3;0.7;231.2;24.4;62;22.2;
5/11/2011;14;0.2;0.07;20.6;23.1;5.8;15.1;9.4;1;240.1;25.9;56;18.8;
5/11/2011;15;0.2;0.04;21.6;18.9;5.1;14.1;9;1.1;241.8;25.9;53;18.5;
5/11/2011;16;0.1;0.05;18.8;31.8;8.8;22;13.2;1;242;25.3;58;17.4;
5/11/2011;17;0.2;0.04;19.2;23.4;3.9;12.9;9;0.9;234.1;24.7;58;19;
5/11/2011;18;0.1;0.06;15.8;32.9;4.3;15.8;11.4;1;248.6;23.6;66;17.9;
5/11/2011;19;0.1;0.11;15;24.6;3.1;15.3;12.2;1.2;257.5;23.2;69;18.1;
5/11/2011;20;0.2;0.13;12;26.6;8.2;23.8;15.6;0.8;233.8;22.8;72;18.5;
5/11/2011;21;0.1;0.09;13.5;20.4;6.7;20.7;13.9;0.8;226.7;23.3;67;15.8;
5/11/2011;22;0.1;0.11;15.9;26.5;4.7;17.4;12.6;0.9;226.6;23.1;67;16.2;
5/11/2011;23;0.1;0.03;20.1;35.1;2.1;9;6.8;1;236.3;23;65;16.1;
5/11/2011;24;0.1;0.01;20.1;28.4;2.5;9;6.6;0.8;238.7;23;64;15.9;
6/11/2011;1;0.1;0.01;21.8;14.5;1.2;5.6;4.4;0.8;240.4;22.8;66;16.3;
6/11/2011;2;0.1;0.01;24;13.6;0.9;4.7;3.8;0.9;233.2;21.7;76;17.8;
6/11/2011;3;0;0.02;24.2;8;0.3;3.1;2.8;0.8;245.8;22;73;16.3;
6/11/2011;4;0;0.01;21.4;11;3;10.5;7.4;1.1;240.7;22.7;66;16.9;
6/11/2011;5;0.1;0.02;16.1;7.9;8.6;24.3;15.7;1.2;253;22.8;65;18.7;
6/11/2011;6;0.1;0.06;14.7;22.6;8.3;23.6;15.2;0.8;236.3;22.9;68;18;
6/11/2011;7;0.1;0.03;18.5;30.4;7.1;18.4;11.3;0.8;233;24.1;59;17.1;
6/11/2011;8;0.2;0.01;22.2;34.6;4.2;12;7.7;1;234.7;25.1;59;18.2;
6/11/2011;9;0.1;0.02;21.9;37.5;4.6;12.4;7.8;1;234.9;25.5;60;18.7;
6/11/2011;10;0.3;0.02;22.2;20.9;3.4;9.4;6;1;244.9;25.7;57;18.3;
6/11/2011;11;0.3;0.03;22.4;34.8;2.5;7.4;4.8;0.9;235.1;26.4;56;20.5;
6/11/2011;12;0.3;0.02;24.2;21.8;1.8;6.2;4.4;1;249;26.2;56;20.9;
6/11/2011;13;0.3;0.01;23.7;17.9;1.9;6.1;4.2;1;246.2;26.7;52;20.5;
6/11/2011;14;0.2;0.09;25.5;11;2.5;7.3;4.9;1.2;253.9;26.7;52;21.8;
6/11/2011;15;0.1;0.08;22.7;13.8;4;10.9;6.9;1.3;253;26;53;22.2;
6/11/2011;16;0.3;0.13;16;29.6;33.6;56;22.6;1;241.5;25.8;54;20.2;
6/11/2011;17;0.2;0.1;19.2;27;5.4;15;9.5;0.9;236.3;25.3;56;18.4;
6/11/2011;18;0.3;0.11;17.3;23.7;2.5;11.5;9;0.8;231.4;24.2;62;16.7;
6/11/2011;19;0.3;0.15;14.3;12.8;3.1;14.6;11.5;0.8;220.9;23.6;66;15.2;
6/11/2011;20;0.2;0.18;10.4;29.5;10.1;25.8;15.7;0.8;214.7;23.4;68;13.5;
6/11/2011;21;0.1;0.22;12;15;7;20;13;0.7;210.5;23.3;70;14.8;
6/11/2011;22;0.2;0.26;10.1;29.5;9.2;25.4;16.3;0.7;208.8;23.4;71;15.7;
6/11/2011;23;0.2;0.21;11.3;24.8;10.4;25.6;15.3;0.7;214.2;23.7;71;14.3;
6/11/2011;24;0.2;0.25;9;16.2;12.4;29.1;16.7;0.8;218;23.6;72;17.3;
7/11/2011;1;0.1;0.24;13.2;9.6;6;18;12;0.9;234;23.5;75;18.4;
7/11/2011;2;0.1;0.22;18.3;26.9;0.7;5.5;4.8;0.6;228.5;23.5;76;16.9;
7/11/2011;3;0.1;0.26;17;15;2.1;8.2;6.2;0.5;222.8;23.5;77;14.2;
7/11/2011;4;0.1;0.33;8.1;13.8;26;48.8;22.8;0.5;221.9;23.5;77;14.4;
7/11/2011;5;0.2;0.39;4.3;17.6;42.4;75.3;32.9;0.6;227.3;23.5;77;16.5;
7/11/2011;6;0.4;0.49;4.3;37.3;40.8;75.1;34.4;0.6;226.2;23.8;77;16.3;
7/11/2011;7;0.2;0.47;9.6;52.3;10;28.1;18.2;0.8;220;24.5;75;14.8;
7/11/2011;8;0.2;0.44;14;45.8;6.8;19.3;12.5;0.8;222;25.2;73;18.5;
7/11/2011;9;0.4;0.4;16.3;28.5;4.9;14.7;9.8;1;229.5;25.4;72;17.1;
7/11/2011;10;0.4;0.4;16.5;51.3;5.6;14.9;9.3;1.2;240.1;26;70;20.2;
7/11/2011;11;0.3;0.41;15.9;31.9;6.3;15.7;9.4;1.4;252.5;26.1;69;21.2;
7/11/2011;12;0.5;0.4;18.2;38.6;4.8;12.2;7.5;1.1;246.5;26.6;68;18.1;
7/11/2011;13;0.2;0.41;17.1;41.2;4.4;11.5;7.1;1.1;240;26.4;68;18.8;
7/11/2011;14;0.4;0.13;15.3;34.9;6.9;17.5;10.7;1.1;229.6;25.4;73;17.5;
7/11/2011;15;0.7;0.15;10.9;41.8;10.5;24;13.5;0.9;237.3;24.6;75;17.8;
7/11/2011;16;0.3;0.16;11.8;33.2;6.9;18;11.1;1;241.5;23.5;83;17.1;
7/11/2011;17;0.4;0.2;10.9;31.3;7.3;19.8;12.5;1;246.2;23.3;85;15.4;
7/11/2011;18;0.1;0.21;7.4;21.8;5.6;15.7;10;1;240.7;22.2;91;16.7;
7/11/2011;19;0.2;0.25;4.4;14.4;21;35.6;14.6;0.8;223.6;22.5;92;15;
7/11/2011;20;0.3;0.25;4;23.4;22.4;35;12.7;1;235;22.5;91;18.1;
7/11/2011;21;0.2;0.27;2.5;13.9;35.1;51.4;16.4;1;257;22.2;89;17.5;
7/11/2011;22;0.5;0.27;3.4;9.2;22.7;39.3;16.6;0.6;244.1;22.7;90;17;
7/11/2011;23;0.3;0.31;4.2;36.5;22.3;40.5;18.2;0.7;214.6;23.1;89;13.5;
7/11/2011;24;0.3;0.3;3.9;20.4;25.3;43.8;18.5;0.6;211.3;23.3;87;15.6;
8/11/2011;1;0.3;0.25;7.1;17.6;10.8;23.2;12.4;0.5;229.2;23.1;89;16.3;
8/11/2011;2;0.3;0.24;10.9;11.3;4.4;11.6;7.2;0.4;238.1;23.1;91;17.7;
8/11/2011;3;0.3;0.24;8.8;18.4;0.6;5.7;5.1;0.3;336.2;23;91;25.5;
8/11/2011;4;0.4;0.26;6.2;11.2;3.9;13.6;9.8;0.3;302.9;22.7;91;28.5;
8/11/2011;5;0.4;0.28;7.8;8.2;1.9;8.6;6.8;0.3;355.5;22.7;92;22.3;
8/11/2011;6;0.4;0.36;6.3;5.6;11.8;22.4;10.6;0.4;19.8;22.7;93;35;
8/11/2011;7;0.4;0.49;6.3;12.3;10.9;23.3;12.4;0.4;50.4;22.6;93;57.7;
8/11/2011;8;0.3;0.54;6.2;9;8.9;20.5;11.7;0.4;35.8;22.5;93;41.4;
8/11/2011;9;0.4;0.81;8.5;14.4;6.3;13.6;7.4;0.8;98.7;21.9;92;13.8;
8/11/2011;10;0.5;0.62;9.8;10;7.4;14.6;7.3;0.5;103.1;22;91;14.7;
8/11/2011;11;0.5;0.53;9.4;14.4;9.1;16.9;7.8;0.4;111.9;23;88;18;
8/11/2011;12;0.6;0.44;14.3;18.6;5.2;13.1;7.9;0.3;128.6;25.5;81;48.9;
8/11/2011;13;0.6;0.42;28.2;21.3;1;8.2;7.3;0.5;324.4;23.5;88;22.1;
8/11/2011;14;0;0.4;17.7;13.2;6.8;18.1;11.3;0.4;67.6;22.5;92;33.1;
8/11/2011;15;0.1;0.28;6.8;9.2;12.4;23.5;11.1;0.7;175.5;22.1;93;17.9;
8/11/2011;16;0;0.33;4.9;5.5;17.5;31.4;14;0.7;194.1;22.5;91;21.6;
8/11/2011;17;0;0.47;1.6;3.2;22.6;38.8;16.2;0.7;227;22.5;92;22.3;
8/11/2011;18;0;0.42;1.4;16.3;19.1;36.1;17;0.4;241;22.5;92;18.5;
8/11/2011;19;0;0.38;1.4;9.7;35;53.7;18.8;0.5;229.1;22.6;92;15.5;
8/11/2011;20;0;0.37;1.2;6.3;38.8;57.5;18.7;0.4;242.2;22.7;91;17.8;
8/11/2011;21;0;0.34;1.7;35.9;44.6;64;19.4;0.5;229.1;23;91;19.5;
8/11/2011;22;0.1;0.28;3.6;18.9;16.6;31.1;14.6;0.4;215;23.3;90;32;
8/11/2011;23;0;0.29;3.8;27;18.5;33.6;15.2;0.4;217.6;23;89;22.8;
8/11/2011;24;0;0.25;6;15.3;10.2;21.4;11.2;0.6;203.9;23.5;90;25.3;
9/11/2011;1;0;0.2;9.6;9.9;5.7;13.1;7.4;0.5;216.1;23.3;90;27.4;
9/11/2011;2;0;0.21;14.4;7.4;1.9;7;5.1;0.5;199.6;22;91;46.7;
9/11/2011;3;0;0.19;17.5;4.3;0.9;5.3;4.4;0.8;303;21.4;91;30.8;
9/11/2011;4;0;0.2;22.4;4.1;0.5;4.3;3.8;0.9;297.3;21.3;92;16.4;
9/11/2011;5;0;0.26;12.7;3.9;9.7;26.1;16.5;0.4;257;21.1;92;30;
9/11/2011;6;0.1;0.44;3.1;5.9;60.6;96.5;35.9;0.5;230.8;21;92;22.3;
9/11/2011;7;0;0.44;6.7;10.1;13.5;38;24.5;0.6;259.3;22.2;91;17.4;
9/11/2011;8;0;0.37;13.3;16.1;8.1;26.1;18;0.7;252.4;23.5;86;18;
9/11/2011;9;0;0.3;16.8;27.8;5.7;18.3;12.6;0.7;258.6;24.6;80;17.6;
9/11/2011;10;0.1;0.3;13.5;31.9;6;19.4;13.4;0.5;256;24.3;81;18.9;
9/11/2011;11;0.3;0.42;10.5;18.7;8.7;26.1;17.4;0.3;290.7;23.7;89;32.4;
9/11/2011;12;0.2;0.41;14.7;10.3;4;17.3;13.3;0.7;314.5;24;87;27.4;
9/11/2011;13;0.2;0.39;16.1;6.8;2.9;13.5;10.6;0.8;329.5;23.9;89;24.2;
9/11/2011;14;0;0.3;14;19.2;5.7;18.4;12.7;0.5;295.2;24.4;87;22.4;
9/11/2011;15;0;0.37;5.7;12.1;23.3;45;21.8;0.5;239.4;24.8;84;20.4;
9/11/2011;16;0.1;0.38;3.8;17.2;22.7;44.9;22.2;0.6;239.9;23.5;88;16.9;
9/11/2011;17;0;0.32;4.1;16.1;13.2;32.2;18.9;0.5;210.5;23;90;17.2;
9/11/2011;18;0;0.48;1.4;18.2;29.2;53;23.8;0.4;226.6;22.9;91;15.5;
9/11/2011;19;0;0.59;0.5;21;67.6;93.5;25.9;0.4;222;23;92;15.7;
9/11/2011;20;0;0.48;0.5;31.1;65.3;88.4;23.2;0.3;244;23.2;91;14.7;
9/11/2011;21;0;0.45;0.6;41.4;49.9;72;22.1;0.4;244.5;23.3;91;18.9;
9/11/2011;22;0;0.25;3.5;35.7;23.6;42.4;18.8;0.7;234.8;23.6;91;16.9;
9/11/2011;23;0;0.22;5.7;36.3;12.6;27.5;14.9;0.8;239.5;23.5;91;18.7;
9/11/2011;24;0;0.27;3.8;21.1;18.8;36.9;18.1;0.5;223.9;23.6;91;17.6;
10/11/2011;1;0;0.25;6.4;10.7;6.8;18.9;12;0.4;222;23.6;92;17.2;
10/11/2011;2;0;0.21;10.2;10.6;0.9;6.5;5.7;0.4;219.8;23.6;92;15.1;
10/11/2011;3;0;0.3;7.3;16.2;9.5;20.8;11.3;0.3;205.7;23.5;92;18;
10/11/2011;4;0;0.36;2.8;14.5;32.8;55.3;22.5;0.4;220;23.2;92;15.5;
10/11/2011;5;0.2;0.54;1;30.6;107;146.1;39.1;0.4;212.4;23.3;89;14.5;
10/11/2011;6;0.3;0.64;0.6;30;114.9;149.1;34.1;0.4;216;23.2;90;12.9;
10/11/2011;7;0.3;0.65;1.2;31.2;54.3;77.1;22.8;0.4;222.9;23.6;89;15.5;
10/11/2011;8;0;0.35;9.3;28.3;13.1;26.9;13.7;0.7;191.1;23.7;84;18.6;
10/11/2011;9;0;0.28;11.5;36.9;11.6;24.7;13.1;0.9;180.4;24.5;81;22.4;
10/11/2011;10;0;0.36;13.4;36.3;8.5;19.7;11.1;0.8;205.1;27.3;74;24.8;
10/11/2011;11;0;0.35;13.3;18.9;7.1;18;10.9;0.7;215.1;26.4;77;18.9;
10/11/2011;12;0;0.32;14.3;18.2;5.1;13.7;8.5;0.8;218.2;26.8;77;16.4;
10/11/2011;13;0.2;0.34;12.4;23.3;5.1;14;8.8;0.7;217.4;25.7;82;20;
10/11/2011;14;0.1;0.28;8.7;15.6;8.7;21.3;12.5;0.6;217.1;25.5;83;17.7;
10/11/2011;15;0.1;0.31;6.4;13.1;12.2;28.4;16.2;0.5;224.8;24.8;88;22.5;
10/11/2011;16;0.2;0.3;6.3;30.5;11.8;28.1;16.3;0.6;230;24.8;87;20.2;
10/11/2011;17;0.1;0.38;5.7;22.1;11.8;30;18.3;0.5;231.8;24.2;88;25.6;
10/11/2011;18;0.1;0.42;4.2;22;12.1;30.8;18.7;0.5;226.1;24;88;20.9;
10/11/2011;19;0.1;0.39;2.8;32.3;26.5;48.8;22.3;0.9;255.5;23.6;90;18.4;
10/11/2011;20;0.2;0.34;3.3;27;31.6;52.3;20.7;0.8;248;23.7;90;18.8;
10/11/2011;21;0.2;0.4;1.5;30.5;53.2;76.8;23.6;0.5;227.6;23.8;90;15.4;
10/11/2011;22;0.2;0.41;1.3;30.4;36.9;60.5;23.6;0.5;205.5;23.8;88;16.7;
10/11/2011;23;0.2;0.44;0.7;27.6;44.4;66.7;22.4;0.4;211.2;23.8;89;20.8;
10/11/2011;24;0.2;0.42;0.9;23.6;39.4;60.5;21.2;0.4;206;23.8;91;23.3;
11/11/2011;1;0.2;0.33;1.4;13.3;11.6;27.9;16.4;0.3;224.3;23.8;92;14.3;
11/11/2011;2;0.1;0.32;2.4;32.8;4.9;19;14.1;0.3;228.1;23.7;92;14.4;
11/11/2011;3;0.1;0.39;4.3;25.4;5.4;17.4;12.1;0.4;214.3;23.7;92;14.7;
11/11/2011;4;0.2;0.43;1.9;31.1;26.3;47.4;21.2;0.4;206.1;23.8;92;17.5;
11/11/2011;5;0.3;0.5;0.7;29.6;78.8;110.7;31.9;0.7;215.9;23.7;91;17.3;
11/11/2011;6;0.5;0.71;0.5;32.4;101.1;133.1;32;0.6;216.4;23.8;90;20.1;
11/11/2011;7;0.4;0.76;1.2;51;33.3;53.5;20.2;0.4;206.6;24.5;89;19.5;
11/11/2011;8;0.3;0.54;4.8;44.2;18.1;35;16.9;0.4;180.6;25.5;85;24.5;
11/11/2011;9;0.2;0.39;9.4;44.8;10.4;22.3;12;0.6;191.6;26.3;80;19.8;
11/11/2011;10;0.3;0.44;10.2;51;10.2;22.6;12.4;0.7;213;25.7;83;20;
11/11/2011;11;0.6;0.41;12.2;27.7;8.2;19;10.8;0.9;137.8;23.5;89;20.4;
11/11/2011;12;0.6;0.56;10.3;16.6;12;25.8;13.8;0.5;131.5;22.6;91;25.6;
11/11/2011;13;0.4;0.46;8.3;9.4;14.1;27.3;13.3;0.4;90.3;22.8;92;21.3;
11/11/2011;14;0;0.35;5.1;16.6;15.3;32.7;17.5;0.4;204.2;23;90;26.2;
11/11/2011;15;0.2;0.39;5.1;16.2;22.5;42.3;19.8;0.8;232;23.7;90;20.3;
11/11/2011;16;0;0.41;6.1;18;17.9;36.5;18.6;0.9;227.5;24.5;87;21.4;
11/11/2011;17;0.1;0.46;4;25.8;25.6;48.2;22.6;0.7;207.7;23.8;90;18;
11/11/2011;18;0;0.38;5;18.3;18;40;22;0.5;194.3;23.2;89;20.8;
11/11/2011;19;0;0.61;1.7;14.4;28.8;53.8;25;0.5;205.4;22.8;90;17.1;
11/11/2011;20;0;0.65;0.9;15.6;38.3;62.2;23.9;0.4;190.3;23;90;18.9;
11/11/2011;21;0.1;0.6;1;19.9;65.5;92.1;26.6;0.4;196.6;23.1;90;15.9;
11/11/2011;22;0;0.7;0.4;29.4;74.5;102.3;27.8;0.4;212.9;23;91;11.4;
11/11/2011;23;0;0.61;0.3;27.5;64.5;89.1;24.7;0.3;172.6;23.2;91;21.7;
11/11/2011;24;0;0.39;1.1;37.7;27.1;48.4;21.3;0.3;162.6;23;91;17.8;
12/11/2011;1;0;0.39;1.5;24.4;31.1;53;21.8;0.4;193.6;23;90;27.6;
12/11/2011;2;0;0.46;1;24.2;21.6;42.5;20.9;0.6;224.6;22.7;91;19;
12/11/2011;3;0;0.47;1.6;26.1;17.9;36.8;18.9;0.3;199.6;22.7;91;22.1;
12/11/2011;4;0;0.47;1.1;15.5;46.5;69.1;22.6;0.2;210.1;22.8;92;28.5;
12/11/2011;5;0.1;0.48;0.7;32.7;77.4;102.9;25.5;0.2;280;22.9;92;33.2;
12/11/2011;6;0.2;0.46;1.3;38.3;78.6;109.8;31.1;0.4;237.1;23;92;27.5;
12/11/2011;7;0;0.4;4.3;22.7;53.7;83.4;29.7;0.7;208.3;24.5;84;17.3;
12/11/2011;8;0.1;0.38;6;45.5;47.2;76.5;29.3;0.6;206.2;26.2;76;21.8;
12/11/2011;9;0;0.31;10.7;35.9;19;34.5;15.5;0.7;202.3;27;73;20.6;
12/11/2011;10;0;0.25;14.8;29.7;7.9;18;10.1;0.8;194.1;28;70;21.4;
12/11/2011;11;0;0.25;16.5;20.2;6.7;15.8;9.2;1;187.7;28.6;64;23.2;
12/11/2011;12;0;0.21;18.2;22.8;4.6;11.5;6.9;1.3;193.9;28.9;60;22.4;
12/11/2011;13;0;0.21;17.6;13.5;5.1;11.5;6.4;1;174.4;29;62;21.8;
12/11/2011;14;0;0.16;16;9.3;5.8;13.1;7.3;1;182;29.4;63;18.9;
12/11/2011;15;0;0.16;14.6;20.2;5.2;12.3;7.1;0.9;180.8;29.4;63;19.3;
12/11/2011;16;0;0.15;13.6;17.5;5.7;13;7.4;0.9;166.2;27.6;69;23.8;
12/11/2011;17;0;0.23;8.8;9.9;13.6;28.3;14.8;0.7;174.8;25.2;78;15.1;
12/11/2011;18;0;0.17;8.9;5.3;5.9;16.5;10.7;0.7;170.8;25.1;79;14.9;
12/11/2011;19;0;0.3;3;21.8;20;36.4;16.4;0.4;185.6;24.4;85;23.9;
12/11/2011;20;0;0.31;2.5;28.4;16.3;33;16.7;0.4;178.9;24.2;87;17.8;
12/11/2011;21;0;0.38;1.2;33.9;19.8;36.7;16.9;0.7;179.7;24.1;87;14.3;
12/11/2011;22;0;0.36;1.6;44.3;22.5;39.6;17.1;0.8;191.9;24;89;16.4;
12/11/2011;23;0;0.37;1.4;48.6;19.4;35.8;16.3;0.6;177.4;24.1;88;13.8;
12/11/2011;24;0;0.32;1.8;36.4;16.3;30.5;14.2;0.5;176.4;24;87;13.7;
13/11/2011;1;0;0.21;2.9;23.4;9.5;21.4;11.9;0.5;173.6;23.7;88;13.7;
13/11/2011;2;0;0.22;2.2;37.5;10.6;22.7;12.1;0.3;191.2;23.5;89;18.4;
13/11/2011;3;0;0.19;3.6;21.6;5.1;15;9.9;0.4;185.2;23.3;89;19.6;
13/11/2011;4;0;0.3;2.1;38.9;44.5;65.2;20.7;0.4;175.5;23.2;90;17.9;
13/11/2011;5;0.1;0.3;1.8;20.4;48.3;70.5;22.1;0.4;172;23.1;89;15.2;
13/11/2011;6;0;0.23;3.2;20.9;20.3;36.3;16;0.5;174;23.7;85;12.8;
13/11/2011;7;0;0.2;5.7;21.6;20.8;35;14.2;0.6;198.9;26.1;78;22.6;
13/11/2011;8;0.1;0.17;10.1;47.8;7.5;15.1;7.7;0.9;204.6;27.1;74;26;
13/11/2011;9;0.1;0.19;9.8;25.7;9.9;19.6;9.7;0.6;201.4;27.3;73;25.6;
13/11/2011;10;0;0.15;13;17.8;5.1;11.4;6.3;0.7;189.1;28.2;68;21.1;
13/11/2011;11;0;0.19;13.7;16.7;4.3;10.4;6;0.8;202;28.9;67;20.5;
13/11/2011;12;0;0.2;14.2;10.5;4.8;11.1;6.2;0.8;180.5;27.6;69;23;
13/11/2011;13;0.1;0.2;15.2;8;4.8;11.5;6.7;0.8;171.9;27.9;68;22;
13/11/2011;14;0;0.15;13.9;18.1;5.5;12.1;6.6;0.8;194.9;28.6;67;23.7;
13/11/2011;15;0;0.13;14.3;10.3;5.6;12.7;7.1;0.9;180.5;29.2;61;19.6;
13/11/2011;16;0;0.15;12.4;11.9;9.5;19.6;10.1;1;169.4;28.3;65;18.3;
13/11/2011;17;0;0.15;12.6;23.4;5.3;12.3;7;1.3;179.3;27.3;68;18.3;
13/11/2011;18;0;0.12;11;12.9;4.9;12.7;7.8;1.4;186.8;25.5;77;15;
13/11/2011;19;0;0.16;8.4;9.9;5.1;14.5;9.3;0.9;173.9;24.8;82;14.7;
13/11/2011;20;0;0.17;7.5;24.5;6.3;16.8;10.6;0.8;173.7;24.6;81;12.9;
13/11/2011;21;0;0.19;7.7;30.5;6.5;17.3;10.8;0.7;174;24.5;82;12;
13/11/2011;22;0;0.17;7.4;34.2;6.8;17.3;10.6;0.7;179.1;24.3;83;16.2;
13/11/2011;23;0;0.14;8.1;23.6;4.8;14.5;9.8;0.6;178.4;24.1;84;14.7;
13/11/2011;24;0;0.12;8.2;21.3;4.8;15.1;10.4;0.5;169.3;23.8;84;16.5;
14/11/2011;1;0;0.12;8.4;24.4;5.4;14.7;9.4;0.5;173.6;23.5;85;12.7;
14/11/2011;2;0;0.11;9.5;20.1;3.4;12;8.6;0.4;157.5;23.4;86;18.5;
14/11/2011;3;0;0.12;6.8;30;6.6;18.2;11.6;0.6;165.9;23.2;87;18.6;
14/11/2011;4;0.1;0.16;3.8;44.2;27.7;47.5;19.8;0.9;188.3;23.1;88;16;
14/11/2011;5;0.1;0.23;1.8;34.2;44.5;70;25.5;0.6;173.1;23;88;16.3;
14/11/2011;6;0.1;0.35;1.2;25.3;53.2;78.6;25.4;0.4;168.9;23.7;85;17.1;
14/11/2011;7;0.1;0.31;5.8;68.4;22.2;38.7;16.6;0.6;167.1;25.7;77;17.1;
14/11/2011;8;0.1;0.15;13.5;60.6;7.6;17.5;9.9;0.7;147.4;26;73;22.5;
14/11/2011;9;0.1;0.2;14.8;45.5;7.6;17.6;10;0.7;152.3;26.7;70;20;
14/11/2011;10;0.1;0.2;16.2;27;6.8;16.2;9.4;0.8;165.9;27.6;67;21.7;
14/11/2011;11;0;0.16;19;29.1;5;12.1;7.1;0.8;162.7;29.1;61;24.7;
14/11/2011;12;0;0.19;19.1;25.4;3.8;10.3;6.4;0.9;165.2;29.4;58;21.9;
14/11/2011;13;0;0.16;18.1;20.1;5.5;13.2;7.7;1.2;181.6;29.8;55;25;
14/11/2011;14;0;0.17;17.8;21.6;5.5;13.1;7.7;1.4;186.6;29.8;58;19.7;
14/11/2011;15;0;0.17;16.6;24.4;5.5;13.6;8.1;1.2;170.3;29.4;59;17.9;
14/11/2011;16;0;0.17;14.2;25.9;6.6;17;10.4;1.2;163.7;28.1;65;19;
14/11/2011;17;0;0.17;13.7;19.7;5.6;15.6;10;1.1;158.5;27.2;67;20;
14/11/2011;18;0;0.18;11.2;32.5;5.6;16.4;10.8;0.9;160.1;25.6;76;20.6;
14/11/2011;19;0;0.17;8.8;17.6;6.9;19.6;12.8;0.8;161.6;24.7;81;19.4;
14/11/2011;20;0;0.21;6.5;28;11;25.6;14.6;0.7;166.3;24.5;82;17.5;
14/11/2011;21;0;0.18;8.3;50.1;7.2;18.9;11.8;0.7;152.1;24.4;84;16.8;
14/11/2011;22;0;0.18;7.2;28.8;7.5;19.9;12.4;0.6;160.5;24.2;84;19.3;
14/11/2011;23;0;0.19;5.2;41.6;7.7;21.9;14.3;0.9;184.5;23.9;85;16.8;
14/11/2011;24;0;0.19;5.2;31.4;11.8;27.5;15.7;0.8;182;23.7;85;19.4;
15/11/2011;1;0;0.17;4.6;38.4;15.1;32.2;17.1;0.4;179.7;23.5;86;18;
15/11/2011;2;0;0.16;5.3;29.8;10.1;24.4;14.3;0.4;174.4;23.3;87;15.3;
15/11/2011;3;0;0.17;4.6;38;3.9;16.3;12.4;0.2;233.2;23;88;26.4;
15/11/2011;4;0;0.24;5.6;30.6;14.2;30.5;16.3;0.5;154.7;23.3;86;16.2;
15/11/2011;5;0;0.22;4.7;29.9;19;37.6;18.6;0.5;152.9;23.2;86;15.5;
15/11/2011;6;0;0.26;3.9;36.1;20.1;35.3;15.2;0.5;120.8;23.3;87;11.6;
15/11/2011;7;0;0.21;9.7;54.3;10.7;21;10.4;0.6;124.9;25;81;16.1;
15/11/2011;8;0;0.17;13.8;45.9;6.9;14.3;7.4;0.7;129.8;26.2;76;19.5;
15/11/2011;9;0;0.18;15.7;34.3;8.5;16.8;8.2;1;157.3;27.7;69;24;
15/11/2011;10;0;0.25;17.8;22.2;5.7;13;7.3;1;157.8;28.4;67;24.8;
15/11/2011;11;0;0.27;18.4;36.9;5.3;12.8;7.5;0.8;157.1;29.2;64;23.1;
