Data_PIR;Hora_PIR;SO2_PIR;CO_PIR;O3_PIR;MP_PIR;NO_PIR;NOX_PIR;NO2_PIR;VEL_VENTO_PIR;DIR_VENTO_PIR;TEMP_PIR;UMID_PIR;STWD_PIR;
2/9/2011;1;0.1;1.01;5.2;NoData;17.8;38.9;21.1;2;210.3;22.7;72;14.7;
2/9/2011;2;0.1;0.78;9.6;NoData;8.1;22.3;14.2;1.7;195.3;22.4;71;20.2;
2/9/2011;3;1.7;0.63;12;NoData;1.5;10.9;9.5;2.2;211.9;21.9;72;11.5;
2/9/2011;4;1.7;0.62;15;NoData;0.5;9;8.5;2.2;211.9;21.7;72;11.9;
2/9/2011;5;1.1;0.44;5.9;NoData;26.2;52;25.8;2.1;216.3;21.6;67;13;
2/9/2011;6;1.6;0.09;1.6;NoData;87.6;132.8;45.2;2.3;224.9;21.9;55;15.1;
2/9/2011;7;1.2;0.02;2.1;NoData;83.7;121.5;37.8;3;227.2;23;53;15.7;
2/9/2011;8;1.3;0.01;10.5;NoData;12.5;27.9;15.4;3.2;228;25.2;49;18.9;
2/9/2011;9;1.4;0.01;16.4;NoData;5.9;14.6;8.7;3.9;231.3;25.8;50;20.3;
2/9/2011;10;1;0.01;16.6;NoData;7.2;16.2;9.1;3.8;237.1;26.3;47;23.4;
2/9/2011;11;1.1;0.01;17.6;NoData;5.3;12.4;7.1;4.1;233.3;26.7;47;18.8;
2/9/2011;12;1.1;0.1;18.5;NoData;4.1;10.6;6.5;3.9;236.9;27;47;21.3;
2/9/2011;13;1;0.11;18.5;NoData;4;9.8;5.8;4.4;236.4;27;48;19.4;
2/9/2011;14;0.5;0.51;16.7;NoData;5.3;11.9;6.6;4.3;234.4;26.9;49;22.5;
2/9/2011;15;0.5;0.9;15.2;NoData;5.7;13.6;7.9;3.8;235.6;26.3;55;22.6;
2/9/2011;16;0.6;0.93;13.7;NoData;7.4;16.5;9.1;4.3;236.1;26.1;52;20.3;
2/9/2011;17;0.5;1.41;10.9;45.4;8.8;20.8;12.1;3.8;225.7;25.3;56;19.2;
2/9/2011;18;0.7;1.97;8.4;41;8;23;15;3.4;223;24;63;17.6;
2/9/2011;19;0.6;2.13;6.3;41;23.5;42.6;19.1;3.6;222.3;23.6;64;15.8;
2/9/2011;20;0.6;1.44;7.1;37.5;26;45.7;19.7;4;225.8;23.4;65;15.2;
2/9/2011;21;0.4;1.97;5.1;37.6;33.3;56.4;23.2;3.9;220.9;23;67;15.6;
2/9/2011;22;0.3;2.3;5.4;48.6;19.4;39;19.6;3.6;211.9;22.8;68;15.1;
2/9/2011;23;0.2;2.73;7.3;48.6;18.1;38.1;20;3.3;211.5;23.1;70;17.2;
2/9/2011;24;0.3;3.36;11.4;44.4;14.5;31.9;17.4;3.9;216.3;23.2;74;14.9;
3/9/2011;1;0.5;0.65;13.8;44.4;8.4;21.5;13.1;3.9;215.8;23.2;75;14.8;
3/9/2011;2;0.4;0.95;17.1;39.3;3.2;11.3;8.1;3.5;208.4;22.9;77;13.9;
3/9/2011;3;0.2;1.81;18;39.3;1.9;7.6;5.7;3.1;201.1;22.9;79;20;
3/9/2011;4;0.2;1.7;21;30.3;0.5;3.9;3.4;4;211.6;22;86;15.1;
3/9/2011;5;0.3;2.16;18.4;30.3;3.5;13.1;9.6;4.3;212.3;22.1;87;14.3;
3/9/2011;6;0.4;2.27;11.8;24.8;13.5;34;20.5;4.4;210.6;22.3;84;17.2;
3/9/2011;7;0.4;2.17;15.1;24.8;10.1;27.1;16.9;5.8;218.7;22.7;80;18.1;
3/9/2011;8;0.5;2.44;15.9;31.2;16.3;34.4;18.1;5.8;213.3;23.9;75;16.9;
3/9/2011;9;0.6;2.61;21.3;31.3;5.1;15.6;10.5;5.6;215;24.1;76;15.6;
3/9/2011;10;0.8;2.7;21.5;40.6;5.7;17;11.3;5.5;216.8;24;77;16.5;
3/9/2011;11;0.6;2.82;22.2;40.5;4.4;15;10.5;4.7;217.8;23.1;80;17.1;
3/9/2011;12;0.5;3.17;22.2;24.9;3.8;15.4;11.6;4.6;226.2;22.8;77;17.2;
3/9/2011;13;0.3;3.06;23.3;25;2.3;11.3;9;4.6;229.8;21.7;85;17.7;
3/9/2011;14;0.4;3.05;23.8;32.4;2.6;11.4;8.8;5;233.5;22.4;78;17.1;
3/9/2011;15;0.5;3.03;20.9;32.4;5.5;18;12.5;5;232.3;22.4;73;17.2;
3/9/2011;16;0.6;2.62;21.2;25.4;4.4;15.6;11.2;5.3;232.5;22.8;71;18.1;
3/9/2011;17;0.6;2.33;21.2;25.5;4.2;14.7;10.6;6.2;233.4;22.7;70;14.9;
3/9/2011;18;0.6;2.22;20.7;39.1;5;16;11;5.7;228.2;22.6;72;15.3;
3/9/2011;19;0.5;1.85;21.5;39.1;2.4;11;8.6;5.3;223.7;22.6;71;15.9;
3/9/2011;20;0.5;1.68;21.6;31.9;2.1;9.9;7.8;5;223;22.7;71;16.6;
3/9/2011;21;0.4;2.32;22.3;31.9;2.3;9.2;6.9;5.4;235.6;22;77;15.7;
3/9/2011;22;0.6;2.28;22.6;27.7;3.2;10.8;7.6;5.5;232.9;22.4;73;15.4;
3/9/2011;23;0.5;2.41;23.3;27.7;2;8.2;6.2;5.5;234.2;22.5;71;15.3;
3/9/2011;24;0.5;2.01;23.4;25.5;2.3;8.3;6;4.7;235.5;22.5;70;15.6;
4/9/2011;1;0;0.35;19.4;25.5;4.9;15.1;10.1;3.9;220.6;21.4;77;16.1;
4/9/2011;2;0;0.15;25.7;22.5;0.7;3.5;2.9;4.8;235.8;21.9;70;17.1;
4/9/2011;3;0;0.1;26.6;22.5;0.1;1.9;1.8;5.2;237.6;21.9;68;16.1;
4/9/2011;4;0;0.07;26.9;21;0.2;1.6;1.5;4.1;230.7;22;67;14.7;
4/9/2011;5;0;0.05;19.5;21;5.1;17;11.9;3.2;222.2;21.8;68;13.9;
4/9/2011;6;0;0.03;10.6;23.8;18.6;44.9;26.3;2.9;225.1;21.8;67;15.5;
4/9/2011;7;0;0.04;13.5;23.8;15.4;36.3;20.9;3.1;233.5;22.5;65;16.4;
4/9/2011;8;0;0.08;18.1;26.3;12;28.1;16;3.9;239;23.3;62;16.9;
4/9/2011;9;0;0.03;22.9;26.4;6.4;16.1;9.8;4.6;249.4;24.7;58;17.9;
4/9/2011;10;0;0.03;24.3;31.8;2.4;8.5;6.1;5;259.9;24.1;63;18.2;
4/9/2011;11;0;0.03;25.1;31.8;3.1;8.6;5.5;5.4;247.6;25;56;19;
4/9/2011;12;0;0.04;24.6;28.2;2.8;8.3;5.5;6.7;260.4;24.9;57;21.2;
4/9/2011;13;0;0.27;23.5;28.2;2.3;7.3;5;5.7;262.5;23.8;63;19.9;
4/9/2011;14;0;0.33;23.9;26;2.2;7.4;5.2;4.8;242.8;24.2;60;16.5;
4/9/2011;15;0;0.64;22.6;26;2.2;6.9;4.7;4;243.9;24;64;18.6;
4/9/2011;16;0;0.67;20.6;20.7;4.5;12.1;7.6;4.4;243.2;24.3;59;18.8;
4/9/2011;17;0;0.52;18.2;20.7;10.6;23.2;12.7;3.9;234.6;23.6;60;17.7;
4/9/2011;18;0;0.47;17.8;17.3;5.2;16.4;11.2;3.8;225.6;22.9;62;16.1;
4/9/2011;19;0;0.2;15.2;17.4;6.1;20.2;14.1;3.5;220.4;22.5;63;14.8;
4/9/2011;20;0;0.28;15.1;26.7;5.4;18.9;13.5;2.9;221.7;22;64;15.4;
4/9/2011;21;0;0.48;14.8;26.7;5.5;19.7;14.2;3;222.4;22.2;64;15.7;
4/9/2011;22;0;0.4;13.4;20.5;4.7;20.2;15.5;3;227.4;21.8;62;15.7;
4/9/2011;23;0;0.77;15.8;20.5;6;19.8;13.8;3.3;225.4;21.9;68;18.1;
4/9/2011;24;0;0.99;18.6;22.9;4.1;14.9;10.8;2.9;207.5;21.8;67;18;
5/9/2011;1;0.3;0.22;20.5;22.9;2.3;10.3;8;3;220.1;21.5;68;15.5;
5/9/2011;2;0.3;0.16;22.9;17.4;0.3;3.9;3.6;2.2;224;21.3;69;15;
5/9/2011;3;0.3;0.13;22.2;17.4;0.3;3.7;3.4;2.2;213.6;20.8;69;14.5;
5/9/2011;4;0.3;0.19;22.7;9.2;1.1;5.3;4.2;2.7;200.8;20.7;73;17.5;
5/9/2011;5;0.3;0.5;11.3;9.2;22.5;44.5;22.1;2.1;198.7;20;77;19.4;
5/9/2011;6;0.4;0.86;2.7;4.7;63.5;104.1;40.5;1.9;197.6;19.9;78;18.4;
5/9/2011;7;0.4;0.68;9.1;4.8;22.1;44.6;22.5;3.1;182.2;20.4;75;18.8;
5/9/2011;8;0.5;0.87;10.7;14.8;14.5;34.6;20.1;2.7;242.7;22.1;67;27.6;
5/9/2011;9;0.9;1.15;12.9;14.9;6.8;23.8;17.1;1.8;273.4;22.4;70;29.4;
5/9/2011;10;0.5;1.16;18.5;26.2;8;19.9;11.9;3.4;194.5;24.1;61;21.3;
5/9/2011;11;0.8;0.81;21.4;26.2;5.8;15.3;9.5;3.5;211.7;26.3;50;21;
5/9/2011;12;0.7;0.42;22.3;26.8;5.6;14.8;9.3;3.2;212.2;26.8;46;25.6;
5/9/2011;13;0.7;0.73;22.4;26.8;5;16.7;11.8;4.7;223.5;25.5;56;19.5;
5/9/2011;14;0.8;1.36;19.5;27.7;5.7;15.7;10;3.8;209.5;24.7;62;20.4;
5/9/2011;15;0.6;2.31;19.1;27.7;7.4;19.4;12;3.8;221.5;25;56;20.6;
5/9/2011;16;0.7;2.44;16.7;23;8.9;26.1;17.2;4;220.8;24.3;60;17;
5/9/2011;17;0.6;2.75;15.6;23;7.8;21.2;13.4;4.1;215.6;23.6;64;19.7;
5/9/2011;18;0.2;2.44;8.6;22.3;8.1;28.5;20.4;3.3;222.7;22.4;63;17.2;
5/9/2011;19;0.5;2.01;4.7;22.3;18.8;44.1;25.3;2.1;237.7;22.3;69;16.9;
5/9/2011;20;0.5;2.63;2.6;26.8;38.5;65.4;26.9;2;243.7;21.9;72;16;
5/9/2011;21;0.3;2.85;5.1;26.8;39.1;63.9;24.8;2;207.1;21.5;75;19.3;
5/9/2011;22;0.1;3.09;5.3;41.8;23.7;48.6;25;1.6;230.4;20.9;80;21.6;
5/9/2011;23;0;3.41;6.1;41.8;26.2;50.9;24.7;2.5;215.1;21.8;73;17.2;
5/9/2011;24;0;3.4;10.2;21.4;12.1;31.3;19.2;1.8;200;21.1;77;31.6;
6/9/2011;1;0.3;0.2;6.8;21.4;13.7;35.5;21.8;1.7;207.5;21.3;77;23.2;
6/9/2011;2;0.2;0.06;12.1;20.6;6.3;20.8;14.5;2.3;205.6;21.3;72;14.8;
6/9/2011;3;3.4;0.08;8;20.6;4.3;22.3;18.1;1.9;219.3;20.3;75;15.3;
6/9/2011;4;4.4;0.05;4.7;20.7;12.4;34;21.6;2;226;20.5;75;20.4;
6/9/2011;5;1.4;0.04;3.8;20.7;37.6;66.8;29.2;1.4;181.4;20.9;76;27.4;
6/9/2011;6;0.7;0.03;9.1;29;22.7;47.3;24.6;3.2;165.1;20.2;77;14.9;
6/9/2011;7;0.2;0.2;6.9;29;24.6;49.9;25.3;3;138.5;19.2;87;12.8;
6/9/2011;8;0;0.25;5.9;30.5;24.2;49.4;25.2;1.7;158.4;21.5;73;24.1;
6/9/2011;9;0.1;0.36;10.6;30.5;9.2;27.4;18.3;1.2;320.2;23;70;37.1;
6/9/2011;10;0.2;0.25;13.4;35;11.3;26.7;15.6;1.9;219.7;24.3;62;22.2;
6/9/2011;11;0.2;0.26;17.3;35;9.2;22.2;13.1;2.4;189.1;25.2;58;26.9;
6/9/2011;12;0.2;0.26;19.4;27.3;7.2;18.7;11.5;3;202.2;26.6;51;29.4;
6/9/2011;13;0.3;0.32;22;27.3;4.2;11.9;7.7;4.4;221.1;26.8;51;26.1;
6/9/2011;14;0;0.59;20.5;22.7;5.5;14.6;9;4.3;238.9;26.4;53;25.1;
6/9/2011;15;0;0.79;19.6;22.7;6.9;18.1;11.2;3;214.5;27;52;23.9;
6/9/2011;16;0.1;0.76;17.2;28.7;8.9;21.5;12.6;3.4;212.1;27.3;52;20.1;
6/9/2011;17;0.3;0.69;14.4;28.7;8.2;22;13.9;3.7;211.1;25.8;57;18.4;
6/9/2011;18;0.2;0.59;9.8;18.8;9.6;28.2;18.6;3.3;207.5;23.6;63;17.3;
6/9/2011;19;0.1;0.87;5.9;18.8;16;38;21.9;2.3;201.6;22.9;64;21.4;
6/9/2011;20;0.1;0.77;3.5;26.9;26.7;52;25.2;2.4;204.5;22.5;66;18.7;
6/9/2011;21;0.1;0.89;4;26.9;29.6;57.9;28.4;2.3;199;22.3;68;18.8;
6/9/2011;22;0;1.14;2.6;42;43.9;72.6;28.7;2.5;202.5;22.2;68;21.4;
6/9/2011;23;0;1.04;2.5;42;35.4;64.8;29.4;3.4;210.1;21.9;70;18.8;
6/9/2011;24;0;1.23;7.1;45.8;13.7;34.8;21.1;2.6;184;21.8;71;17;
7/9/2011;1;0.1;0.05;8.8;45.8;10.8;30.1;19.3;2.9;172;21.7;71;10.5;
7/9/2011;2;0;0.11;8.1;32.1;11.1;29.8;18.7;2.1;177.8;21.6;70;14.4;
7/9/2011;3;0;0.01;11.6;32.1;3.2;17.1;13.9;2.2;169.2;21.8;72;14.3;
7/9/2011;4;0.1;0.03;14.2;31.6;1.9;11.5;9.7;2.3;164.8;21.1;76;15.5;
7/9/2011;5;0.1;0.05;7.3;31.6;14.1;35;20.8;2;190.6;20.7;77;15.9;
7/9/2011;6;0.1;0.1;4.2;20.9;26.1;51.6;25.5;2;185.1;20.9;76;16.1;
7/9/2011;7;0.1;0.13;6.6;20.9;27.9;51.6;23.7;2.7;175.1;22.8;71;14.4;
7/9/2011;8;0.1;0.14;13.1;39.6;11.4;26.3;14.9;3.6;182.9;25.2;64;20.4;
7/9/2011;9;0.1;0.2;19.2;39.6;6.6;16.4;9.8;4.7;195.2;25.1;63;22;
7/9/2011;10;0;0.55;20.9;34.2;6;14.2;8.3;4.2;177.5;24.9;65;19.5;
7/9/2011;11;0;0.86;23.4;34.2;4.8;11.7;6.9;4.5;162;25.4;61;21.6;
7/9/2011;12;0;0.58;23.6;28.6;4;10.2;6.3;4.2;192.6;26;55;20;
7/9/2011;13;0;0.24;25;28.6;2.4;7.6;5.2;3.1;235.7;26.4;54;24.4;
7/9/2011;14;0;0.66;22.4;19.7;5;12.2;7.2;3.4;203;27.9;52;24.8;
7/9/2011;15;0.2;0.59;19.8;19.7;7.5;16.2;8.7;3.3;201.1;28.4;52;23.2;
7/9/2011;16;0.5;1.5;19.3;26.5;5.3;13.7;8.4;4.3;213;27;60;18.1;
7/9/2011;17;0.3;2.21;15.4;26.5;13;29;16;3.9;205.7;25.9;63;18.9;
7/9/2011;18;0.2;2.34;14.5;17.9;11.7;27;15.3;4.1;193.7;24.1;67;19.5;
7/9/2011;19;0;2.31;12.4;17.9;10.9;26.2;15.3;3.6;206.1;23.2;72;21.8;
7/9/2011;20;0;2.59;11.2;32;11.3;28.1;16.8;2.9;199.6;23.1;74;19.5;
7/9/2011;21;0;2.77;13;32;8.6;22.5;13.9;2.8;189.3;23.1;75;20.1;
7/9/2011;22;0;2.94;13.4;26.8;8.5;22.6;14.2;2.8;186.5;22.9;75;19.7;
7/9/2011;23;0;2.6;15.3;26.8;5.6;16;10.5;2.6;185;22.8;74;18.3;
7/9/2011;24;0;2.58;17.2;20.1;3.8;12.6;8.7;3;177.1;22.6;74;16;
8/9/2011;1;0;0.55;14;20.1;5.2;16.9;11.8;2.1;182.7;22.3;77;19;
8/9/2011;2;0;0.48;12;19.7;6.7;21.1;14.4;1.9;185;22;78;18.9;
8/9/2011;3;0;0.65;16;19.7;3;12.6;9.6;2.5;179.6;22;77;15.8;
8/9/2011;4;1.3;0.58;15.1;15.3;3.1;12.3;9.2;3.5;190.4;22;78;18.8;
8/9/2011;5;3;1.12;5.9;15.3;35.7;63.8;28.1;2.9;189.9;22.2;79;17;
8/9/2011;6;3.2;1.25;2.4;14;63.1;100.7;37.6;2.4;177.8;22;81;19.2;
8/9/2011;7;3.2;1.48;3.4;14;54.4;88;33.6;3.2;173.3;22.8;76;15;
8/9/2011;8;2.9;1.47;14.7;31.2;9.7;22.9;13.2;4.6;176;24.6;69;15.6;
8/9/2011;9;3.3;0.98;19.9;31.2;6.9;16.1;9.2;5;178.1;25.9;61;17.7;
8/9/2011;10;3.4;1.33;20.7;35.2;5.9;14.9;9;4.4;182.3;25.9;61;18.5;
8/9/2011;11;3.4;0.96;22.8;35.2;5.2;12.8;7.6;4.5;181.4;27.2;54;21.2;
8/9/2011;12;3.4;0.54;22.2;34;6.1;14.8;8.7;4;189.4;28.1;52;23.6;
8/9/2011;13;3.4;0.97;20.8;34;6.6;14.3;7.8;4.5;195.8;28.1;54;21.9;
8/9/2011;14;3.4;1.4;21.9;33.7;5.5;12.6;7.1;5.7;193.5;27.5;55;22.7;
8/9/2011;15;3.4;1.56;20.7;33.7;6.6;14.6;8.1;4.8;183.1;27.3;55;22.7;
8/9/2011;16;3.4;1.7;19.8;33.7;5.9;13.8;7.8;4.4;184.5;27.4;55;22;
8/9/2011;17;3.3;1.82;20.2;33.7;5.1;12.9;7.8;5.1;175.9;25.9;60;17;
8/9/2011;18;3.4;1.89;17.4;29.5;5.1;16.2;11.2;3.7;180.9;24.3;64;19.1;
8/9/2011;19;3.4;1.72;12.1;29.5;9.7;26.1;16.5;3;182.9;23.8;66;20.8;
8/9/2011;20;3.4;1.77;10.8;34.3;10.5;28.5;18;2.7;182.2;23.4;67;18.8;
8/9/2011;21;3.3;1.74;7.1;34.3;18.9;41.5;22.6;2.4;184.4;23.2;67;21.6;
8/9/2011;22;3.3;1.71;9.7;42.6;13.6;31.9;18.3;2.7;177.5;23;70;16.7;
8/9/2011;23;3.3;1.64;9.2;42.6;12.9;32.9;19.9;2.9;183.5;22.8;73;18.3;
8/9/2011;24;3.2;2.07;10.3;36.1;10.7;29.4;18.7;3.5;191.4;22.4;74;19.2;
9/9/2011;1;0.1;0.6;11.1;36.1;10.3;28.5;18.3;2.5;187.7;22.6;76;17.9;
9/9/2011;2;0;0.54;8.2;23.6;10.2;28.3;18.1;1.7;179.6;22.6;78;15.4;
9/9/2011;3;0;1.03;11.7;23.5;5.7;20.9;15.2;1.6;189.2;22.1;79;19.4;
9/9/2011;4;0;0.88;11.5;23.3;7.8;24.8;17;2.1;172.4;21.9;80;12.9;
9/9/2011;5;0;0.91;3.4;23.3;35.1;65.7;30.6;1.9;171.6;21.6;79;13.9;
9/9/2011;6;0;1.02;2.3;26.2;44.5;76;31.5;2.5;171;21.6;79;10.6;
9/9/2011;7;0;1.07;4.3;26.2;46;75.3;29.3;2.6;175.1;23.5;72;14.4;
9/9/2011;8;0;0.99;14.5;38.1;12.4;28.7;16.4;2.8;182.8;26.1;61;20.8;
9/9/2011;9;0;0.29;22.3;38.2;6.7;16.8;10.1;4.5;184.1;26.9;55;20.8;
9/9/2011;10;0;0.22;25.6;39.9;5.4;13.8;8.4;4.9;194.2;27.8;45;24.6;
9/9/2011;11;0;0.17;25.8;39.9;5.3;13.6;8.3;3.9;192.7;28.8;40;27.2;
9/9/2011;12;0;0.22;23.8;40.9;5;14.6;9.6;4;212.7;28.9;43;23.6;
9/9/2011;13;0;0.32;24.6;40.9;4.5;11.7;7.2;3.9;202.2;29.1;48;24.8;
9/9/2011;14;0;0.2;23.8;37.4;4.5;12.3;7.8;4.4;219.7;28.7;49;20.5;
9/9/2011;15;0;0.6;21.1;37.4;6.8;17.5;10.7;4.6;215.7;28.5;46;19.3;
9/9/2011;16;0;0.62;20.1;37;7.2;18.6;11.3;4.1;204.4;28.6;45;23.4;
9/9/2011;17;0;0.34;17.7;37;7.7;20.6;12.9;3.6;189.1;27.5;49;20.8;
9/9/2011;18;0;0.87;14.6;41.3;6.8;21.3;14.5;4.1;178.5;24.7;60;16.9;
9/9/2011;19;0;0.96;12.2;41.3;7.9;23.9;16.1;4.7;186.7;23.6;65;17.9;
9/9/2011;20;0;1.21;11.5;39.4;10.4;27.5;17.1;3.6;186.1;23.2;69;17.9;
9/9/2011;21;0;1.64;8.2;39.4;14.9;34.3;19.5;2.5;177.7;23.3;72;16.5;
9/9/2011;22;0;2.07;4.5;37.6;25.1;49.3;24.2;2;188.1;23.6;71;20.1;
9/9/2011;23;0;2.35;2.7;37.6;26.8;52.6;25.8;1.5;193.4;23.7;72;21.1;
9/9/2011;24;0;2.71;3.8;36.4;20.3;44;23.6;1.4;181.2;23.3;74;21.9;
10/9/2011;1;0;0.32;4;36.4;18.6;40.8;22.2;1.4;173.3;23.3;75;21.5;
10/9/2011;2;0;0.1;12.1;35.2;4.8;16.9;12.1;1.9;238.6;22.8;80;17.7;
10/9/2011;3;0;0.52;10.6;35.2;2.7;13.5;10.9;1.5;219.6;22.4;84;22.2;
10/9/2011;4;0;0.65;11.4;32.8;1.7;11;9.3;1.9;199.2;22.8;81;18.7;
10/9/2011;5;0;1.04;4.5;32.8;20.5;41.6;21.1;2.7;209.8;22.5;80;23.2;
10/9/2011;6;0.1;1.12;1;21.8;56.3;84.6;28.3;2.1;211.2;22.1;82;14.9;
10/9/2011;7;0.1;1.34;4.7;21.7;33.5;58.2;24.7;1.8;184.6;24;75;20.9;
10/9/2011;8;0.1;1.03;11.9;43.4;15.6;31.9;16.3;2.4;202.3;26.4;65;24;
10/9/2011;9;0.2;0.46;14.7;43.5;17.7;37.9;20.1;2.9;215.7;27.5;61;24.3;
10/9/2011;10;0.1;0.74;18.1;34.6;5.6;14.9;9.4;3;217.4;27.4;62;22.7;
10/9/2011;11;0.2;0.95;20.1;34.5;5.3;13.3;8;3;198.2;28.2;58;24.1;
10/9/2011;12;0.2;1.02;19.9;21.4;4.9;13;8.1;3.8;204.6;28.2;58;21.9;
10/9/2011;13;0.1;1.47;19.9;21.3;4.8;12.4;7.6;3.8;196.3;28;59;22.8;
10/9/2011;14;0.1;1.61;20.4;30;5.7;13;7.4;4.8;196.8;28.4;54;22.6;
10/9/2011;15;0.1;1.09;21.3;30;5.2;12.7;7.6;5.1;195.5;28.2;51;19.9;
10/9/2011;16;0.1;1.01;16.6;21;14.6;28;13.4;3.5;194.2;28.9;52;22.9;
10/9/2011;17;0.1;1.01;15.1;20.9;14.3;27.9;13.6;3.8;182.1;27.2;59;20.3;
10/9/2011;18;0.1;1.91;14.2;27.9;6.6;18.4;11.9;3;181.4;24.9;70;18.8;
10/9/2011;19;0.1;1.92;13;27.9;5.7;18.1;12.4;3.5;173.6;24.1;75;13.4;
10/9/2011;20;0.1;2.37;11.4;25.1;5.5;19.1;13.6;3.5;169.4;23.8;78;13;
10/9/2011;21;0;2.5;9.2;25.1;8.1;23.3;15.2;3;164.8;23.5;79;17.9;
10/9/2011;22;0.1;2.67;10.8;29.9;7.9;21;13;3;152.8;23.2;81;17.1;
10/9/2011;23;0;2.91;9.8;29.9;8.5;25.2;16.8;3.6;141;23.1;81;14;
10/9/2011;24;0;3;8;28.3;7.7;24.5;16.8;3.3;142.6;22.7;83;13.6;
11/9/2011;1;0.1;0.86;8.2;28.3;6.9;21.3;14.4;2.7;166.4;22.3;86;12.1;
11/9/2011;2;0.2;0.96;8.5;28.3;8.3;21.4;13;2.7;167.6;22.4;87;14.1;
11/9/2011;3;0.2;0.89;10.6;28.3;6.5;18.2;11.7;3.7;179.4;22.4;87;14.2;
11/9/2011;4;0.2;0.98;14.9;17.2;1.5;8.3;6.8;4;181.7;22.4;87;18.9;
11/9/2011;5;0.1;1.52;8.4;17;12.4;28.4;15.9;2.7;178.2;22.3;86;13.5;
11/9/2011;6;0.3;1.72;4.4;23.8;21.1;41.7;20.6;2.5;176.3;22.3;86;10;
11/9/2011;7;0.3;1.26;6.7;23.9;19.6;37.9;18.3;2.5;169.4;23.9;81;16.8;
11/9/2011;8;0.1;1.35;16.7;25.9;6.3;15.4;9.1;3.5;173.3;26.1;72;15.5;
11/9/2011;9;0.2;1.03;21.9;25.9;4.8;11.7;6.9;3.5;163;27;67;23.8;
11/9/2011;10;0.2;1.82;20.7;28.5;5.4;12.5;7.1;3.2;148.1;26.6;70;22.6;
11/9/2011;11;0.2;1.9;24.1;28.5;4.2;10.5;6.4;3.3;130.7;27.6;63;22.3;
11/9/2011;12;0.3;1.39;24.3;30.3;4.4;11.1;6.7;4.1;183.4;29;57;22.5;
11/9/2011;13;0.2;1.67;23.4;30.3;4.4;10.7;6.3;6.2;202.5;29.3;57;22.1;
11/9/2011;14;0.3;1.37;25.6;25.3;3.2;8.5;5.4;5.6;194.6;29.2;56;22.7;
11/9/2011;15;0.2;1.68;22.6;25.2;4.9;11.8;6.9;4.1;177;28.8;57;23.1;
11/9/2011;16;0.3;1.9;22.2;21.3;3.4;9.3;5.9;4.3;193.3;28.6;58;21.1;
11/9/2011;17;0.2;2.27;17.9;21.2;13.3;26.8;13.5;4.4;180.7;27;66;18.5;
11/9/2011;18;0.2;2.38;16.9;22.2;8.5;20.3;11.8;4.3;179.2;25.1;73;15.5;
11/9/2011;19;0.2;2.44;17.9;22.2;3.7;12.3;8.6;4.5;175.9;24.4;76;13.8;
11/9/2011;20;0.2;2.53;16.5;29.3;3.4;13.3;9.9;4.7;172.1;24.1;79;10.3;
11/9/2011;21;0.3;2.75;16.6;29.4;3.3;15.2;11.9;4.4;171.9;23.9;79;10.8;
11/9/2011;22;0.2;2.9;19.2;21.7;3.1;13.5;10.4;4.9;173.9;23.7;79;11.2;
11/9/2011;23;0.3;2.75;19.5;21.6;3.2;13.8;10.6;6.2;183.3;23.4;78;14.6;
11/9/2011;24;0.3;2.49;19.2;24.6;3.1;13;9.9;3.7;170.2;22.9;81;20.1;
12/9/2011;1;0;0.69;21.6;24.7;1.8;8.8;7;3.5;171.8;22.6;83;12.1;
12/9/2011;2;0;0.44;19.4;23.5;3;12.3;9.3;2.9;175.5;22.5;81;13.1;
12/9/2011;3;0;0.32;20.9;23.5;2.2;9.5;7.4;3.5;172.8;22.3;81;9.9;
12/9/2011;4;0;0.28;20.4;23.1;3.4;11.1;7.7;2.8;170.3;22.2;82;12.2;
12/9/2011;5;0;0.45;8.1;23.1;26.1;54.5;28.4;2.1;161.3;22.1;82;15.4;
12/9/2011;6;0;0.52;1.8;34.2;82.1;123.9;41.8;2.2;181.4;21.9;83;14.1;
12/9/2011;7;0;0.42;5.9;34.4;41.2;76;34.8;2.6;151.7;23.3;78;17.3;
12/9/2011;8;0;0.66;16.6;51.1;10.3;27.4;17.1;3.7;151.5;24.7;73;18.9;
12/9/2011;9;0;0.39;23.6;51.5;6.4;19.5;13.2;5.3;173.5;25.4;66;21.8;
12/9/2011;10;0.1;0.27;29.9;45.7;5.2;15.3;10.1;4.8;171.6;27.1;56;19.6;
12/9/2011;11;0;0.08;31.6;45.5;4.2;12.3;8.1;4.6;183.7;28.5;49;21.3;
12/9/2011;12;0.2;0.02;31.6;42;4.1;12.3;8.1;4.3;195.8;29.5;45;24.9;
12/9/2011;13;0.8;0.01;30.3;41.9;3.4;10.8;7.4;4.4;210.4;29.6;44;22.6;
12/9/2011;14;0.9;0.01;28.6;39.8;4.6;13.4;8.8;4;210.7;29.3;45;23.1;
12/9/2011;15;0.8;0.01;26.2;39.7;4.5;14.4;9.9;3.9;213.7;29;49;22.7;
12/9/2011;16;0.1;0.12;21.8;40.6;6.5;19.4;12.9;4.3;211.6;28.4;55;20.9;
12/9/2011;17;0.4;0.23;21.1;40.6;4.8;17.4;12.6;4.4;213.5;26.9;60;17.4;
12/9/2011;18;0.3;0.44;18.9;34.5;2.8;16.7;13.9;5.9;229.2;24.8;67;18.2;
