Data_DETRAN;Hora_DETRAN;SO2_DETRAN;CO_DETRAN;O3_DETRAN;MP_DETRAN;NO_DETRAN;NOX_DETRAN;NO2_DETRAN;VEL_VENTO_DETRAN;DIR_VENTO_DETRAN;TEMP_DETRAN;UMID_DETRAN;STWD_DETRAN;CHUVA_DETRAN
9/1/2013;4;Span;0.12;Span;Span;17.1;26.2;9;OffScan;OffScan;30.7;56;OffScan;OffScan
9/1/2013;5;1.4;0.15;7.3;WarmUp;19.1;30.9;11.8;OffScan;OffScan;30.4;58;OffScan;OffScan
9/1/2013;6;0.6;0.14;6.2;WarmUp;13.3;24.3;11;OffScan;OffScan;28.8;62;OffScan;OffScan
9/1/2013;7;0.3;0.08;5.5;13.4;14.8;28.9;14.2;OffScan;OffScan;27.8;64;OffScan;OffScan
9/1/2013;8;0.4;0.12;3.1;14;33.5;49.8;16.3;OffScan;OffScan;27.6;65;OffScan;OffScan
9/1/2013;9;0.3;0.09;1.9;11.2;38.7;54.4;15.7;OffScan;OffScan;27.5;66;OffScan;OffScan
9/1/2013;10;0.2;0.11;2;11.1;30.8;46.9;16.2;OffScan;OffScan;27.3;67;OffScan;OffScan
9/1/2013;11;0.1;0.08;4.4;17.8;7.2;18.4;11.1;OffScan;OffScan;27.2;69;OffScan;OffScan
9/1/2013;12;0.6;0.05;7.5;18.1;2.8;11.2;8.5;OffScan;OffScan;26.9;70;OffScan;OffScan
9/1/2013;13;0.6;0.07;8.3;15.7;0;4.5;5.1;OffScan;OffScan;26.4;73;OffScan;OffScan
9/1/2013;14;0.6;0.14;6.9;15.6;0;4.4;5.2;OffScan;OffScan;26;75;OffScan;OffScan
9/1/2013;15;0.6;0.12;6.1;20.2;0;4;4.8;OffScan;OffScan;25.6;77;OffScan;OffScan
9/1/2013;16;0.7;0.12;6.4;20.4;1;4.1;3.7;OffScan;OffScan;25.3;78;OffScan;OffScan
9/1/2013;17;0.8;0.28;1.8;18.3;15.1;23.5;8.4;OffScan;OffScan;25.1;79;OffScan;OffScan
9/1/2013;18;0.8;0.28;4;18.2;23.5;30.9;7.6;OffScan;OffScan;25.3;79;OffScan;OffScan
9/1/2013;19;0.9;0.22;4.9;20.6;10.9;20.6;9.7;OffScan;OffScan;27.2;72;OffScan;OffScan
9/1/2013;20;0.7;0.16;7.6;20.7;14.3;23.8;9.4;OffScan;OffScan;29;64;OffScan;OffScan
9/1/2013;21;0.6;0.19;10.3;14.8;12.2;21;8.8;OffScan;OffScan;30.4;58;OffScan;OffScan
9/1/2013;22;0.7;0.33;9;14.5;18.5;33.9;15.4;OffScan;OffScan;31.9;53;OffScan;OffScan
9/1/2013;23;0.9;0.26;10.3;15;14.4;24.5;10.2;OffScan;OffScan;31.8;53;OffScan;OffScan
9/1/2013;24;1;0.25;9.1;15;15.5;24.9;9.3;OffScan;OffScan;32;53;OffScan;OffScan
10/1/2013;1;1.3;0.25;8.9;25;13.5;21.5;7.9;OffScan;OffScan;31.5;58;OffScan;OffScan
10/1/2013;2;1.5;0.35;9.7;25.4;10;16.5;6.5;OffScan;OffScan;31;58;OffScan;OffScan
10/1/2013;3;1.4;0.38;8.1;19.9;13;19.9;6.9;OffScan;OffScan;31.1;57;OffScan;OffScan
10/1/2013;4;1.6;0.45;7.1;19.6;15.9;23.8;7.9;OffScan;OffScan;30.9;58;OffScan;OffScan
10/1/2013;5;1.5;0.38;6.8;16.9;15.5;24.5;9;OffScan;OffScan;30.2;59;OffScan;OffScan
10/1/2013;6;1.2;0.36;6.3;16.8;10.7;19.3;8.6;OffScan;OffScan;28.9;65;OffScan;OffScan
10/1/2013;7;0.9;0.38;3.9;32;20.2;31.5;11.3;OffScan;OffScan;28;68;OffScan;OffScan
10/1/2013;8;0.9;0.36;2.6;32.7;23.1;35.9;12.8;OffScan;OffScan;27.8;69;OffScan;OffScan
10/1/2013;9;0.7;0.31;3.7;34.8;14;26;12;OffScan;OffScan;27.6;70;OffScan;OffScan
10/1/2013;10;0.7;0.32;3.4;34.9;15.2;27.8;12.6;OffScan;OffScan;27.6;70;OffScan;OffScan
10/1/2013;11;0.5;0.3;4;26.4;8.7;18.9;10.3;OffScan;OffScan;27.4;70;OffScan;OffScan
10/1/2013;12;0.6;0.26;4.5;26;8.7;18.4;9.7;OffScan;OffScan;27.2;71;OffScan;OffScan
10/1/2013;13;0.5;0.21;8.9;27.1;1.2;5.8;4.8;OffScan;OffScan;27.1;71;OffScan;OffScan
10/1/2013;14;0.4;0.2;10.4;27.1;0.1;2.9;3.1;OffScan;OffScan;26.9;71;OffScan;OffScan
10/1/2013;15;0.4;0.19;10.5;14.2;0;1.8;2.6;OffScan;OffScan;26.6;72;OffScan;OffScan
10/1/2013;16;0.4;0.2;11;13.6;0;0.8;1.6;OffScan;OffScan;26.2;74;OffScan;OffScan
10/1/2013;17;0.4;0.24;7.1;11.7;0.1;5;5.3;OffScan;OffScan;25.9;76;OffScan;OffScan
10/1/2013;18;0.4;0.29;5.8;11.6;0.1;6.6;6.7;OffScan;OffScan;25.8;77;OffScan;OffScan
10/1/2013;19;0.6;0.38;3.1;21.9;28.1;41.6;13.5;OffScan;OffScan;26.7;74;OffScan;OffScan
10/1/2013;20;0.4;0.37;6.6;22.4;19.4;30.6;11.2;OffScan;OffScan;28.9;64;OffScan;OffScan
10/1/2013;21;0.3;0.33;9.8;21;13.4;21.9;8.5;OffScan;OffScan;30.2;60;OffScan;OffScan
10/1/2013;22;0.5;0.34;10.8;20.9;11.4;20;8.6;OffScan;OffScan;31.1;57;OffScan;OffScan
10/1/2013;23;0.6;0.38;9.7;23.4;14.6;23.9;9.3;OffScan;OffScan;31.7;54;OffScan;OffScan
10/1/2013;24;0.6;0.31;10.5;23.5;10;17.1;7.1;OffScan;OffScan;31.4;55;OffScan;OffScan
11/1/2013;1;0.5;0.27;10.4;27.7;9.5;15.9;6.5;OffScan;OffScan;31.6;53;OffScan;OffScan
11/1/2013;2;1;0.33;9.7;27.9;9.5;15.5;6;OffScan;OffScan;31.2;56;OffScan;OffScan
11/1/2013;3;1;0.4;9;23.3;11.9;19.4;7.5;OffScan;OffScan;31.2;55;OffScan;OffScan
11/1/2013;4;1;0.43;8.6;23.1;11.3;18.3;7;OffScan;OffScan;30.7;57;OffScan;OffScan
11/1/2013;5;1;0.44;7.3;22.3;12.1;19.8;7.7;OffScan;OffScan;30.3;59;OffScan;OffScan
11/1/2013;6;0.9;0.5;5.6;22.2;12.6;21.8;9.2;OffScan;OffScan;28.9;64;OffScan;OffScan
11/1/2013;7;0.8;0.45;4.4;20.4;12.8;22.8;9.9;OffScan;OffScan;27.8;69;OffScan;OffScan
11/1/2013;8;0.8;0.44;3;20.3;23.1;34.4;11.3;OffScan;OffScan;27.5;70;OffScan;OffScan
11/1/2013;9;0.7;0.47;2.1;22.1;23.9;36.1;12.3;OffScan;OffScan;27.4;70;OffScan;OffScan
11/1/2013;10;0.6;0.42;2.7;22.2;16.4;27.7;11.4;OffScan;OffScan;27.2;72;OffScan;OffScan
11/1/2013;11;0.6;0.43;3.2;19.3;14.4;24.8;10.4;OffScan;OffScan;27;73;OffScan;OffScan
11/1/2013;12;1.3;0.38;4;19.2;14;24.7;10.8;OffScan;OffScan;26.8;74;OffScan;OffScan
11/1/2013;13;1.2;0.36;7.2;22.7;1.2;6.8;5.6;OffScan;OffScan;26.6;76;OffScan;OffScan
11/1/2013;14;1.4;0.33;9.6;22.8;0;2.3;2.8;OffScan;OffScan;26.5;76;OffScan;OffScan
11/1/2013;15;1.4;0.33;10.5;13.8;0;1.4;2.1;OffScan;OffScan;26.2;76;OffScan;OffScan
11/1/2013;16;1.4;0.33;9.2;13.4;0.1;2.7;3.2;OffScan;OffScan;25.8;77;OffScan;OffScan
11/1/2013;17;1.4;0.38;7.3;19.1;0.1;4.7;5;OffScan;OffScan;25.5;78;OffScan;OffScan
11/1/2013;18;1.3;0.39;4.9;19.3;1.4;8.5;7.2;OffScan;OffScan;25.3;79;OffScan;OffScan
11/1/2013;19;1.5;0.43;6.3;22.1;8;16.9;8.9;OffScan;OffScan;27.1;73;OffScan;OffScan
11/1/2013;20;1.4;0.43;8.6;22.2;11.4;18.6;7.2;OffScan;OffScan;29.2;65;OffScan;OffScan
11/1/2013;21;1.4;0.46;9.8;15.7;10.3;19.6;9.3;OffScan;OffScan;29.1;63;OffScan;OffScan
11/1/2013;22;1.5;0.54;10.3;15.4;15.3;25.4;10.2;OffScan;OffScan;31.5;57;OffScan;OffScan
11/1/2013;23;1.6;0.57;9.4;20.4;15.4;27.3;11.9;OffScan;OffScan;31.8;55;OffScan;OffScan
11/1/2013;24;1.6;0.53;10;20.6;11.4;20.4;8.9;OffScan;OffScan;31.9;56;OffScan;OffScan
12/1/2013;1;1.6;0.5;9.7;13.8;10.4;17.7;7.2;OffScan;OffScan;31.5;56;OffScan;OffScan
12/1/2013;2;1.5;0.39;8.3;13.5;14.2;21.4;7.2;OffScan;OffScan;31.3;59;OffScan;OffScan
12/1/2013;3;1.6;0.47;8.1;8.4;13.5;20.7;7.3;OffScan;OffScan;31;61;OffScan;OffScan
12/1/2013;4;1.7;0.41;9.3;8.1;8.3;13.9;5.7;OffScan;OffScan;30.1;64;OffScan;OffScan
12/1/2013;5;1.7;0.42;6.6;24.8;17;25.3;8.4;OffScan;OffScan;29.9;65;OffScan;OffScan
12/1/2013;6;1.6;0.44;5.5;25.6;16.6;26.4;9.8;OffScan;OffScan;28.5;69;OffScan;OffScan
12/1/2013;7;1.5;0.47;2.5;24.9;24.9;36.4;11.5;OffScan;OffScan;28;72;OffScan;OffScan
12/1/2013;8;1.8;0.42;3.5;24.9;20.2;32.5;12.3;OffScan;OffScan;27.8;74;OffScan;OffScan
12/1/2013;9;1.4;0.36;6.1;20.7;6.7;15;8.2;OffScan;OffScan;27.6;73;OffScan;OffScan
12/1/2013;10;1.9;0.37;5.8;20.5;10.2;18.6;8.5;OffScan;OffScan;27.6;74;OffScan;OffScan
12/1/2013;11;1.9;0.35;6.4;19.2;7.6;14.6;7.1;OffScan;OffScan;27.3;74;OffScan;OffScan
12/1/2013;12;0.8;0.32;8.2;19.1;1.9;6.9;5;OffScan;OffScan;26.4;76;OffScan;OffScan
12/1/2013;13;0.5;0.33;8.2;12.7;0.5;4.5;4.5;OffScan;OffScan;26.1;76;OffScan;OffScan
12/1/2013;14;0;0.33;8.8;12.4;0.4;4.9;4.6;OffScan;OffScan;26.2;79;OffScan;OffScan
12/1/2013;15;0.1;0.32;9.9;16.1;0.1;2.5;2.8;OffScan;OffScan;26.5;81;OffScan;OffScan
12/1/2013;16;0.2;0.31;9.9;16.3;0.1;0.9;1.4;OffScan;OffScan;26.6;80;OffScan;OffScan
12/1/2013;17;0;0.32;9.1;25.2;0;1.1;1.7;OffScan;OffScan;26.3;80;OffScan;OffScan
12/1/2013;18;0.1;0.34;8.3;25.7;0;2.2;2.9;OffScan;OffScan;26.1;80;OffScan;OffScan
12/1/2013;19;0.1;0.35;8.8;33.6;1.9;6.4;4.5;OffScan;OffScan;27.3;75;OffScan;OffScan
12/1/2013;20;0;0.39;9.6;34;4.3;10.6;6.3;OffScan;OffScan;28.5;69;OffScan;OffScan
12/1/2013;21;0.2;0.4;7.3;24.5;9.8;17.7;7.9;OffScan;OffScan;27.8;76;OffScan;OffScan
12/1/2013;22;0.1;0.43;8.2;24;11.8;19.4;7.7;OffScan;OffScan;29.2;68;OffScan;OffScan
12/1/2013;23;0.1;0.42;9.8;27.1;9.7;16.3;6.6;OffScan;OffScan;30.2;64;OffScan;OffScan
12/1/2013;24;0.3;0.42;10.6;27.2;8;13.3;5.3;OffScan;OffScan;30.8;62;OffScan;OffScan
13/1/2013;1;0.2;0.36;10.3;20.7;8.1;13.4;5.3;OffScan;OffScan;29.9;64;OffScan;OffScan
13/1/2013;2;0;0.42;7.2;20.4;14.5;22.3;7.7;OffScan;OffScan;30.1;64;OffScan;OffScan
13/1/2013;3;0;0.41;8.1;28.4;14;22.2;8.2;OffScan;OffScan;29.6;66;OffScan;OffScan
13/1/2013;4;0;0.43;8.7;28.8;10.5;20.7;10.1;OffScan;OffScan;29.8;65;OffScan;OffScan
13/1/2013;5;0;0.39;6.8;23.6;11.7;21.7;10;OffScan;OffScan;28.8;69;OffScan;OffScan
13/1/2013;6;0;0.43;6.3;23.3;7.4;16;8.6;OffScan;OffScan;28.3;72;OffScan;OffScan
13/1/2013;7;0;0.46;4.1;17.6;17.7;29.7;12;OffScan;OffScan;27.9;75;OffScan;OffScan
13/1/2013;8;0;0.49;2.1;17.3;28.5;40.8;12.3;OffScan;OffScan;27.8;76;OffScan;OffScan
13/1/2013;9;0;0.47;2.5;28.5;19.3;30.7;11.3;OffScan;OffScan;27.6;74;OffScan;OffScan
13/1/2013;10;0;0.44;4.4;29.1;14.4;24.7;10.3;OffScan;OffScan;27.6;74;OffScan;OffScan
13/1/2013;11;0;0.44;4.3;36.8;7.9;17.7;9.8;OffScan;OffScan;27.4;74;OffScan;OffScan
13/1/2013;12;1.2;0.39;5.5;37.2;10.9;19.4;8.6;OffScan;OffScan;27.3;75;OffScan;OffScan
13/1/2013;13;1.1;0.36;10;30.7;1.1;4.8;3.7;OffScan;OffScan;27.2;75;OffScan;OffScan
13/1/2013;14;1.2;0.35;10.4;30.3;0.3;3.4;3.3;OffScan;OffScan;27.1;78;OffScan;OffScan
13/1/2013;15;1.3;0.36;9.9;28.3;0.3;3.6;3.6;OffScan;OffScan;27;78;OffScan;OffScan
13/1/2013;16;1.5;0.35;9.9;28.2;0.1;2.9;3.2;OffScan;OffScan;26.6;80;OffScan;OffScan
13/1/2013;17;1.4;0.36;9.4;22.8;0.2;4.6;4.7;OffScan;OffScan;26.7;77;OffScan;OffScan
13/1/2013;18;1.3;0.39;7.9;22.5;3.8;10.6;6.9;OffScan;OffScan;26.8;78;OffScan;OffScan
13/1/2013;19;1.4;0.46;5.8;20.3;15.2;24.9;9.7;OffScan;OffScan;27.5;75;OffScan;OffScan
13/1/2013;20;1.4;0.41;7.7;20.2;11.5;20.3;8.8;OffScan;OffScan;25;87;OffScan;OffScan
13/1/2013;21;1.7;0.51;8;17.7;17.8;27.7;10;OffScan;OffScan;25.6;82;OffScan;OffScan
13/1/2013;22;1.6;0.58;8.8;17.6;17.7;25.9;8.3;OffScan;OffScan;27.5;77;OffScan;OffScan
13/1/2013;23;1.2;0.52;10.9;17.6;12;18.9;6.9;OffScan;OffScan;29.4;70;OffScan;OffScan
13/1/2013;24;1.4;0.54;11.1;17.6;13;19.7;6.7;OffScan;OffScan;30.4;67;OffScan;OffScan
14/1/2013;1;1.4;0.55;10.9;13.2;10.4;16.9;6.5;OffScan;OffScan;30.5;67;OffScan;OffScan
14/1/2013;2;1.6;0.45;11.7;13;7.6;14.6;7;OffScan;OffScan;31.6;61;OffScan;OffScan
14/1/2013;3;1.8;0.51;10.8;17.7;11.8;19.3;7.5;OffScan;OffScan;31.6;61;OffScan;OffScan
14/1/2013;4;1.8;0.5;11;17.9;7.8;14;6.2;OffScan;OffScan;30.9;62;OffScan;OffScan
14/1/2013;5;1.6;0.45;10.2;16.9;6.9;13.9;6.9;OffScan;OffScan;30.2;64;OffScan;OffScan
14/1/2013;6;1.5;0.43;8.4;16.8;4.6;13.7;9;OffScan;OffScan;28.6;71;OffScan;OffScan
14/1/2013;7;1.3;0.56;4.6;26.2;11.5;26.1;14.6;OffScan;OffScan;28;75;OffScan;OffScan
14/1/2013;8;1.3;0.5;6.4;26.7;11.6;27.2;15.6;OffScan;OffScan;27.7;75;OffScan;OffScan
14/1/2013;9;1.3;0.46;6.6;28.1;8.8;23.3;14.6;OffScan;OffScan;27.7;73;OffScan;OffScan
14/1/2013;10;1.3;0.52;4.1;28.2;14.1;27.9;13.8;OffScan;OffScan;27.7;73;OffScan;OffScan
14/1/2013;11;1.5;0.43;6.3;29;6.8;17.2;10.3;OffScan;OffScan;27.5;73;OffScan;OffScan
14/1/2013;12;0.1;0.38;7.6;29;7.7;17.4;9.7;OffScan;OffScan;27.3;75;OffScan;OffScan
14/1/2013;13;0.1;0.35;11.4;20.6;0.5;5.3;4.8;OffScan;OffScan;26.7;79;OffScan;OffScan
14/1/2013;14;0.1;0.33;10.9;20.1;0.1;3.6;4.2;OffScan;OffScan;26.7;80;OffScan;OffScan
14/1/2013;15;0;0.31;12.9;22.3;0.1;2.2;2.7;OffScan;OffScan;26.8;76;OffScan;OffScan
14/1/2013;16;0;0.3;14;22.4;0;1;1.6;OffScan;OffScan;26.7;77;OffScan;OffScan
14/1/2013;17;0;0.33;13;13.7;1.4;5.1;3.9;OffScan;OffScan;26.8;77;OffScan;OffScan
14/1/2013;18;0;0.38;7.4;13.2;8.2;19.4;11.3;OffScan;OffScan;27;74;OffScan;OffScan
14/1/2013;19;0.1;0.45;5.2;12.6;24;38.1;14.2;OffScan;OffScan;26.9;77;OffScan;OffScan
14/1/2013;20;0.2;0.53;4.9;12.5;20.7;36.2;15.6;OffScan;OffScan;26.7;71;OffScan;OffScan
14/1/2013;21;0.2;0.66;8.3;16.9;18.6;31.1;12.8;OffScan;OffScan;28.3;66;OffScan;OffScan
14/1/2013;22;0;0.55;9.1;17.1;19.6;30.6;11;OffScan;OffScan;30.3;58;OffScan;OffScan
14/1/2013;23;0.1;0.44;11.6;9.7;12;19.6;7.6;OffScan;OffScan;30.9;55;OffScan;OffScan
14/1/2013;24;0.4;0.64;11.4;9.3;19.8;29.7;9.9;OffScan;OffScan;30.7;60;OffScan;OffScan
15/1/2013;1;0.6;0.64;10.9;12.4;20.5;33.3;12.8;OffScan;OffScan;30.8;62;OffScan;OffScan
15/1/2013;2;0.5;0.59;9.6;12.5;21.4;31;9.9;OffScan;OffScan;30.7;63;OffScan;OffScan
15/1/2013;3;0.2;0.66;8.4;16.7;23.6;33.6;10.1;OffScan;OffScan;30.2;65;OffScan;OffScan
15/1/2013;4;0.4;0.55;9.3;16.9;18.5;28.4;9.9;OffScan;OffScan;30.7;62;OffScan;OffScan
15/1/2013;5;0.2;0.52;7.7;15.9;15.1;25.4;10.3;OffScan;OffScan;29.2;67;OffScan;OffScan
15/1/2013;6;0.1;0.56;6.4;15.8;17.2;29.4;12.2;OffScan;OffScan;28.3;70;OffScan;OffScan
15/1/2013;7;0.2;0.43;5.5;18;10.1;24.4;14.3;OffScan;OffScan;27.7;68;OffScan;OffScan
15/1/2013;8;0.4;0.44;4.3;18.1;17.2;33.1;15.9;OffScan;OffScan;27.5;68;OffScan;OffScan
15/1/2013;9;0.1;0.43;3.8;24.6;14.5;29.6;15.1;OffScan;OffScan;27.4;70;OffScan;OffScan
15/1/2013;10;0.1;0.41;6.5;24.9;9.1;21.9;12.8;OffScan;OffScan;27.3;73;OffScan;OffScan
15/1/2013;11;0.1;0.41;5.3;21.7;14.7;27;12.3;OffScan;OffScan;27.1;71;OffScan;OffScan
15/1/2013;12;1.1;0.29;9.2;21.5;5.1;12.6;7.5;OffScan;OffScan;26.5;72;OffScan;OffScan
15/1/2013;13;1.2;0.25;11.8;13.2;0;3.6;4;OffScan;OffScan;26.6;74;OffScan;OffScan
15/1/2013;14;1.1;0.25;11.3;12.7;0;1.9;2.8;OffScan;OffScan;26.4;77;OffScan;OffScan
15/1/2013;15;0.9;0.22;13.5;16.1;0;1.6;2;OffScan;OffScan;26.4;73;OffScan;OffScan
15/1/2013;16;1;0.23;14.3;16.3;0.1;1.5;2;OffScan;OffScan;26.3;74;OffScan;OffScan
15/1/2013;17;1;0.24;12;16.1;1.7;5.6;4.2;OffScan;OffScan;25.7;76;OffScan;OffScan
15/1/2013;18;1.1;0.32;3;16.1;20.2;33.6;13.4;OffScan;OffScan;25.3;79;OffScan;OffScan
15/1/2013;19;1.3;0.37;4.7;11.2;18.3;30.2;11.9;OffScan;OffScan;26.9;72;OffScan;OffScan
15/1/2013;20;1.1;0.39;7.4;10.9;13.9;24.2;10.3;OffScan;OffScan;28.1;69;OffScan;OffScan
15/1/2013;21;1.2;0.55;8.2;10.8;20.8;32.1;11.2;OffScan;OffScan;29;66;OffScan;OffScan
15/1/2013;22;1.2;0.41;9.7;10.8;14.8;24.8;10;OffScan;OffScan;29.1;64;OffScan;OffScan
15/1/2013;23;1.7;0.45;9.9;7.1;16.8;26.7;9.9;OffScan;OffScan;31.3;56;OffScan;OffScan
15/1/2013;24;1.7;0.57;9.5;6.9;20.5;30.1;9.6;OffScan;OffScan;31.3;58;OffScan;OffScan
16/1/2013;1;1.9;0.61;8.3;8;25.1;33.6;8.6;OffScan;OffScan;31;59;OffScan;OffScan
16/1/2013;2;1.6;0.46;8.2;8.1;19.8;28.9;9.1;OffScan;OffScan;31.3;56;OffScan;OffScan
16/1/2013;3;1.7;0.5;8.8;15.8;16.9;25.3;8.5;OffScan;OffScan;30.6;60;OffScan;OffScan
16/1/2013;4;1.7;0.55;8.5;16.2;16;24.8;8.8;OffScan;OffScan;30;65;OffScan;OffScan
16/1/2013;5;1.4;0.59;6.4;10.2;20.1;30.3;10.2;OffScan;OffScan;29.7;66;OffScan;OffScan
16/1/2013;6;1.3;0.63;4.7;9.9;23.2;33.9;10.7;OffScan;OffScan;28.4;70;OffScan;OffScan
16/1/2013;7;1.2;0.55;3.3;24.9;18.2;30.8;12.6;OffScan;OffScan;27.6;72;OffScan;OffScan
16/1/2013;8;1.3;0.46;1.8;25.7;27.8;41;13.2;OffScan;OffScan;27.4;74;OffScan;OffScan
16/1/2013;9;1.4;0.38;2;17.6;26.7;39.6;12.9;OffScan;OffScan;27.1;74;OffScan;OffScan
16/1/2013;10;1;0.36;2.8;17.2;15.3;26.3;11.1;OffScan;OffScan;27.1;74;OffScan;OffScan
16/1/2013;11;1.1;0.32;4.4;12.6;9.4;18.3;9;OffScan;OffScan;27;74;OffScan;OffScan
16/1/2013;12;0.1;0.28;5.6;12.3;5.6;12.9;7.4;OffScan;OffScan;26.8;77;OffScan;OffScan
16/1/2013;13;0;0.25;8.7;13.2;1.1;4.8;3.7;OffScan;OffScan;26.6;77;OffScan;OffScan
16/1/2013;14;0;0.24;10.3;13.2;0.9;2.5;1.6;OffScan;OffScan;26.5;79;OffScan;OffScan
16/1/2013;15;0;0.25;10.6;12.9;0.5;2;1.5;OffScan;OffScan;26.4;79;OffScan;OffScan
16/1/2013;16;0;0.25;9.2;12.9;0.1;2.1;2.3;OffScan;OffScan;26.3;79;OffScan;OffScan
16/1/2013;17;0;0.27;6.3;15.9;1.3;5.9;4.8;OffScan;OffScan;25.9;81;OffScan;OffScan
16/1/2013;18;0;0.31;3.3;16.1;8.4;15.7;7.5;OffScan;OffScan;25.8;82;OffScan;OffScan
16/1/2013;19;0;0.36;5.4;13.8;6.2;12.8;6.6;OffScan;OffScan;27.4;76;OffScan;OffScan
16/1/2013;20;0.2;0.35;7.4;13.7;10.2;16.8;6.6;OffScan;OffScan;29;70;OffScan;OffScan
16/1/2013;21;0;0.4;9.1;20.4;9.7;16.6;6.9;OffScan;OffScan;30.4;62;OffScan;OffScan
16/1/2013;22;0;0.4;9.6;20.8;12.4;20.6;8.2;OffScan;OffScan;31.4;60;OffScan;OffScan
16/1/2013;23;0.1;0.46;10.3;11.4;12.1;20.2;8.1;OffScan;OffScan;31.7;59;OffScan;OffScan
16/1/2013;24;0.2;0.45;9.1;10.8;10.4;16.8;6.4;OffScan;OffScan;31.7;59;OffScan;OffScan
17/1/2013;1;0.4;0.48;8.9;13.3;12.2;20;7.8;OffScan;OffScan;31.3;62;OffScan;OffScan
17/1/2013;2;0.5;0.53;8.9;13.4;11.3;19.1;7.8;OffScan;OffScan;30.6;66;OffScan;OffScan
17/1/2013;3;0.7;0.46;8.1;11.6;12.1;18.9;6.7;OffScan;OffScan;30.7;66;OffScan;OffScan
17/1/2013;4;0.5;0.47;6.8;11.5;12.6;19.3;6.8;OffScan;OffScan;30.2;69;OffScan;OffScan
17/1/2013;5;0.1;0.45;5.4;10.1;12.8;19.9;7.1;OffScan;OffScan;28.6;74;OffScan;OffScan
17/1/2013;6;0;0.46;3.6;10;16.3;24.8;8.4;OffScan;OffScan;28.1;76;OffScan;OffScan
17/1/2013;7;0.1;0.48;2.1;16.9;21.2;31.2;10;OffScan;OffScan;27.8;75;OffScan;OffScan
17/1/2013;8;0.1;0.4;1.6;17.3;31.8;41.7;9.9;OffScan;OffScan;27.8;75;OffScan;OffScan
17/1/2013;9;0;0.35;2.3;16.9;18.3;28.2;9.9;OffScan;OffScan;27.8;76;OffScan;OffScan
17/1/2013;10;0;0.34;2;16.9;20.5;30.6;10.1;OffScan;OffScan;27.7;76;OffScan;OffScan
17/1/2013;11;0;0.31;3.6;29.4;8.7;16.5;7.8;OffScan;OffScan;27.5;77;OffScan;OffScan
17/1/2013;12;0.8;0.26;4.4;30.1;7.3;14.4;7;OffScan;OffScan;27.4;77;OffScan;OffScan
17/1/2013;13;0.8;0.25;6;22.2;1.6;6;4.6;OffScan;OffScan;27.2;78;OffScan;OffScan
17/1/2013;14;0.8;0.24;6.7;21.7;0;3.1;3.6;OffScan;OffScan;27.1;79;OffScan;OffScan
17/1/2013;15;0.9;0.26;6.4;15.7;0;2.8;3.5;OffScan;OffScan;26.7;83;OffScan;OffScan
17/1/2013;16;0.8;0.25;5.2;15.3;0;2;2.8;OffScan;OffScan;26.2;86;OffScan;OffScan
17/1/2013;17;0.9;0.27;4.8;9.1;0.9;4.2;3.4;OffScan;OffScan;26.3;85;OffScan;OffScan
17/1/2013;18;0.8;0.28;3.7;8.7;3.6;9;5.4;OffScan;OffScan;26.1;84;OffScan;OffScan
17/1/2013;19;1.1;0.34;3.4;7.7;5.5;12.2;6.7;OffScan;OffScan;26.5;82;OffScan;OffScan
17/1/2013;20;1;0.36;5.2;7.6;9.3;14.9;5.6;OffScan;OffScan;28.3;75;OffScan;OffScan
17/1/2013;21;0.8;0.31;7.8;10.3;8.2;12.8;4.6;OffScan;OffScan;30.3;63;OffScan;OffScan
17/1/2013;22;1;0.33;9.7;10.4;8.2;14.1;5.9;OffScan;OffScan;31.6;58;OffScan;OffScan
17/1/2013;23;1.3;0.36;10.5;8.7;8.4;15;6.6;OffScan;OffScan;32.7;54;OffScan;OffScan
17/1/2013;24;1.6;0.49;8.7;8.6;12.6;20.1;7.6;OffScan;OffScan;32.4;58;OffScan;RS232
18/1/2013;1;1;0.35;8;18.6;11.3;17.9;6.6;OffScan;OffScan;31.4;59;OffScan;RS232
18/1/2013;2;1.5;0.52;8.2;19.2;10.9;16.7;5.8;OffScan;OffScan;32;60;OffScan;RS232
18/1/2013;3;1.5;0.59;7;14.5;15.4;22.9;7.5;OffScan;OffScan;31.2;60;OffScan;RS232
18/1/2013;4;1.3;0.59;6.3;14.2;12.1;19.5;7.4;OffScan;OffScan;30.4;65;OffScan;RS232
18/1/2013;5;1.3;0.56;6;20.7;10.5;21.2;10.7;OffScan;OffScan;29.4;68;OffScan;RS232
18/1/2013;6;1.1;0.59;2.9;21.1;19.3;31.8;12.6;OffScan;OffScan;28.5;72;OffScan;RS232
18/1/2013;7;1;0.56;1.9;18;29.4;39.4;10.1;OffScan;OffScan;27.9;75;OffScan;RS232
18/1/2013;8;0.8;0.51;1.8;17.8;30.8;40.4;9.6;OffScan;OffScan;27.6;77;OffScan;RS232
18/1/2013;9;0.9;0.52;1.7;25.3;27.3;38.2;10.8;OffScan;OffScan;27.5;77;OffScan;RS232
18/1/2013;10;1;0.48;2;25.7;21.4;31.4;10;OffScan;OffScan;27.5;74;OffScan;RS232
18/1/2013;11;0.8;0.45;4.1;24.2;6.1;13.9;7.8;OffScan;OffScan;27.4;75;OffScan;RS232
18/1/2013;12;0.7;0.44;4.3;24.1;5.4;13.4;8;OffScan;OffScan;27.2;77;OffScan;RS232
