Data_DETRAN;Hora_DETRAN;SO2_DETRAN;CO_DETRAN;O3_DETRAN;MP_DETRAN;NO_DETRAN;NOX_DETRAN;NO2_DETRAN;VEL_VENTO_DETRAN;DIR_VENTO_DETRAN;TEMP_DETRAN;UMID_DETRAN;STWD_DETRAN;CHUVA_DETRAN
27/5/2015;20;0;0.18;2.5;29.2;17.4;38.3;20.9;2.7;74;27;71;25.2;0
27/5/2015;21;0.1;0.1;4;42.1;11.1;31.8;20.7;3;76.3;26.9;70;21.4;0
27/5/2015;22;0.1;0.14;3.9;26.5;8.9;27;18.2;4.2;84.5;26.7;71;25.9;0
27/5/2015;23;0.1;0.22;2.7;32;18;35.4;17.4;2.4;93.8;26.6;72;29.9;0
27/5/2015;24;0;0.04;5.9;32.2;7.2;18.3;11.1;2.2;76.1;26.5;73;23.2;0
28/5/2015;1;0.1;0.05;8.1;37.7;2.3;9.2;6.9;2;78.1;26.5;72;23.9;0
28/5/2015;2;0;0.04;8.8;23.9;0.8;6.9;6.1;1.8;89;26.1;74;30;0
28/5/2015;3;0.1;0.23;9.2;15.8;1.3;7.5;6.2;1.8;98.2;25.9;74;30.4;0
28/5/2015;4;0;0.12;9.8;19.4;1.4;7.2;5.9;1.7;106.9;25.8;74;30.9;0
28/5/2015;5;0.1;0.05;8.1;11.1;3.7;11.9;8.2;1.6;105.5;26;75;34.6;0
28/5/2015;6;0;0.14;3;16;22.3;39.9;17.6;1.8;98.7;26;75;30.9;0
28/5/2015;7;0.1;0.28;2.6;12.7;36.7;57.9;21.1;3.2;105.4;26.3;76;33.2;0
28/5/2015;8;0.1;0.38;3.9;32.4;27.4;44.6;17.2;3.7;113.5;28.2;69;31.9;0
28/5/2015;9;0;0.31;5.4;40;22.8;37.1;14.4;2.5;100;29.3;66;31.9;0
28/5/2015;10;0;0.29;5.8;44.3;25.6;39.1;13.6;2.7;102;29.7;64;31.3;0
28/5/2015;11;0;0.27;6.5;25.1;25.9;39.7;13.9;2.6;107;29.2;66;32.7;0
28/5/2015;12;0;0.25;6.1;37.2;17.8;30.7;12.9;2.9;92.6;29.9;63;30.2;0
28/5/2015;13;0;0.23;6.7;27.8;23;35.1;12.2;3.2;130.1;29.5;65;27.6;0
28/5/2015;14;0;0.03;6.7;23.5;18.9;31.2;12.3;2.9;99.3;29.4;66;32;0
28/5/2015;15;0;0.03;7;19.2;18.7;31.3;12.6;3.1;106.9;29;67;31.2;0.2
28/5/2015;16;0.1;0.06;6;12.2;21;34.2;13.3;4.1;113.3;28;70;32;0
28/5/2015;17;0.2;0.11;4.6;23.2;21.6;38.5;17;3.7;105.1;27.3;71;31.6;0
28/5/2015;18;0.1;0.27;3.5;14.7;31.8;48.7;17;2.2;115.2;27;73;30.8;0
28/5/2015;19;0;0.2;3.1;31.1;28.2;46.2;18;2.3;100.9;26.9;73;32.3;0
28/5/2015;20;0.1;0.19;2.2;24.1;31.2;49.4;18.2;2.1;113.2;26.5;76;29.5;0.8
28/5/2015;21;0.1;0.23;1.7;19.5;38.8;57.6;18.8;2;122.3;25.9;80;26.4;0
28/5/2015;22;0;0.25;1.7;26.1;27.1;45.1;18.1;2.1;81.8;26.1;77;25.5;0
28/5/2015;23;0.1;0.06;2.7;29.7;15.2;33.6;18.4;1.3;324.7;24.8;84;35.3;3.2
28/5/2015;24;0.1;0.34;1.3;19.9;82.7;111.8;29.1;1.3;250;24.3;89;19.4;0
29/5/2015;1;0.1;0.43;1.1;14.5;91.7;122.1;30.4;1.7;269.4;24.1;90;25.7;0
29/5/2015;2;0;0.45;1.1;23.8;92;122.9;30.9;2.8;238.6;23.9;91;32;0
29/5/2015;3;0.1;0.52;1.3;38.3;107.3;141.5;34.2;2.2;251.6;23.4;91;22.5;0.2
29/5/2015;4;0.1;0.46;1.3;40.7;107.8;145.2;37.5;1.2;223;23.3;91;23.7;0
29/5/2015;5;0.2;0.62;1.3;41.2;128.5;165.4;37;1.1;243.7;23.2;92;31.5;0
29/5/2015;6;0.2;0.72;1.2;57.5;177.2;209.4;32.3;1.1;241.2;23.5;92;41.9;0
29/5/2015;7;0.1;0.29;0.9;69.9;74.7;103.1;28.4;1.4;253.4;23.6;92;26.9;0.2
29/5/2015;8;0.1;0.3;0.9;61.7;41.8;67.5;25.7;1.3;243.6;25.8;86;36.2;0
29/5/2015;9;0;0.14;1.4;48.4;26;53;27;1.2;263.3;28.5;72;44.3;0
29/5/2015;10;0;0.42;1.8;25.3;46.4;67;20.6;2.8;190.6;26.3;78;21;0
29/5/2015;11;0;0.24;3.4;22.3;31.5;49.9;18.4;3.7;203.8;27.6;73;26.2;0
29/5/2015;12;0;0.31;4.7;17.8;26.8;45.6;18.8;3.7;180.3;27.7;72;31;0
29/5/2015;13;0;0.35;5.3;11.5;27.5;42.6;15.1;2;155.2;28.5;69;34.7;0
29/5/2015;14;0.4;0.26;6.3;30.5;17.2;31;13.8;2.3;126.6;28.8;66;29.3;0
29/5/2015;15;0.3;0.28;4.2;28.8;25.4;44.7;19.3;2.4;90;29.4;64;28.9;0
29/5/2015;16;0.4;0.21;4.1;15.7;23.1;41.5;18.4;2.3;68.9;28.7;66;29.1;0
29/5/2015;17;0.4;0.21;2.8;22.6;32.8;54.2;21.5;2.6;51.8;27.3;71;23.1;0
29/5/2015;18;0.4;0.2;1.2;31.6;34.1;55.7;21.7;2.7;46.5;26.5;76;21.5;0
29/5/2015;19;0.2;0.21;0.7;19;52.6;76.2;23.6;2.4;41.1;26.3;77;24.5;0
29/5/2015;20;0.3;0.3;0.5;23.9;57.3;81.1;23.8;2.7;47.4;26;79;31.9;0
29/5/2015;21;0;0.33;1.2;37.3;39.9;61.2;21.3;3.3;37.7;25.7;80;30.3;0
29/5/2015;22;0.2;0.32;0.7;37.7;19;36.7;17.8;1.5;11.4;25.3;82;25.7;0
29/5/2015;23;0.2;0.24;0.7;23;11.5;27.1;16;1.2;343.1;25.1;83;27.6;0
29/5/2015;24;0.3;0.38;1.2;47.3;39.9;60.4;20.6;1.2;245.8;24.7;84;22.6;0
30/5/2015;1;0.4;0.86;0.9;40.2;104.7;131.9;27.2;1.1;252.1;24.3;86;28.8;0
30/5/2015;2;0.3;1.06;1.5;56.1;126.9;153.6;26.7;0.8;246.8;24.2;87;45.5;0
30/5/2015;3;0.5;1.13;0.8;61.2;128.4;157.1;28.7;0.8;268.7;23.9;88;45.7;0
30/5/2015;4;0.4;1.04;1.5;68.4;121.1;148.5;27.4;1.3;257.3;23.8;89;25.7;0
30/5/2015;5;0.7;1.1;1.3;42.7;143.5;174.8;31.2;1.4;250.9;23.4;90;23.5;0
30/5/2015;6;0.8;1.19;1.5;60.7;183.8;217.3;33.5;2.7;252.9;23.2;90;25.5;0
30/5/2015;7;1.1;1.48;1.1;63.7;247.5;279;31.5;2.7;255.1;23.7;91;22.9;0
30/5/2015;8;0.4;0.66;0.8;107.5;80.9;98.9;18;1.5;208.6;27.1;82;30.5;0
30/5/2015;9;0.2;0.38;0.7;114.8;31.4;49.9;18.5;2.1;156.4;27.6;78;26.3;0
30/5/2015;10;0.1;0.25;1.8;64.4;20.1;35.9;15.8;2.5;138.1;29.1;72;28.9;0
30/5/2015;11;0.2;0.37;2.1;32.7;21.4;33;11.7;2.6;143.7;29.7;71;29.7;0
30/5/2015;12;0.1;0.32;3.1;21.1;19.5;30.3;10.8;3.1;155.3;28.9;74;25.9;0
30/5/2015;13;0.1;0.22;3.7;13.1;17.4;26.2;8.9;3.1;154.8;28.8;74;27.1;0
30/5/2015;14;0.6;0.34;3;8.5;18;26.8;8.9;2.8;134.2;29.2;72;27.3;0
30/5/2015;15;0.4;0.32;2.7;5.7;19.4;30.1;11.1;4.1;122.6;28.4;74;29;0
30/5/2015;16;0.5;0.32;3.4;7.7;20.1;31.8;11.9;4.1;102;28.5;75;30.9;0
30/5/2015;17;0.3;0.17;1.9;16.4;21.7;39.1;17.5;2.8;57.5;26.8;81;21.1;0
30/5/2015;18;0.3;0.2;2.4;10.2;11.6;27.6;16;2.8;51;26.4;80;21.4;0.4
30/5/2015;19;0.6;0.2;1.1;27.4;33.1;55.3;22.2;2.4;41.2;25.7;83;25.6;0
30/5/2015;20;0.8;0.28;0.7;16.7;119.1;144.3;27.9;2;42.2;25.9;79;23;0
30/5/2015;21;0.6;0.21;1.2;21.2;5.1;21.6;16.5;1;17;26.1;79;43.3;0
30/5/2015;22;0.3;0.47;0.9;19.8;25.2;45.1;19.9;1.6;22.4;25.7;81;20.2;0
30/5/2015;23;0.4;0.66;1;19.8;28.1;46.5;18.5;1.3;11.9;25.7;83;32;0
30/5/2015;24;0.5;0.37;0.7;59;14.5;31.3;16.8;2.2;35;25.9;81;28;0
31/5/2015;1;0.4;0.21;1.3;34.3;2.5;13.7;11.2;3.5;49.5;26;79;29.1;0
31/5/2015;2;0.4;0.13;3.1;18.6;2.5;11.2;8.8;1.6;24.1;26;78;39.7;0
31/5/2015;3;0.4;0.16;2;22.4;7.3;21;13.9;0.6;31.3;25.5;81;60;0
31/5/2015;4;0.6;0.17;1.5;14.8;10.4;24.2;13.7;1;171.8;25.6;82;46.3;0
31/5/2015;5;0.3;0.2;0.7;30.3;13.7;30;16.3;1;235.5;25.3;84;38.7;0
31/5/2015;6;0.8;0.51;1;18.1;79.4;107.6;28.8;1.3;263.3;24.9;87;27.7;0
31/5/2015;7;0.7;0.86;1.1;33.7;177.3;193.6;24.5;1.2;258.7;24.9;87;31.4;0
31/5/2015;8;0.4;0.24;0.9;44.6;57.8;73.5;22.3;1.6;52.5;27.6;77;35.6;0
31/5/2015;9;0.5;0.14;1.6;27.8;15.2;30.3;15.2;2.7;66.3;29.5;66;28.8;0
31/5/2015;10;0.6;0.12;2.4;23.7;15.6;26.5;10.9;4;90.6;30.1;65;34.9;0
31/5/2015;11;0.4;0.13;4.7;22.2;10.6;19.3;8.7;4.7;82.2;29.4;68;25.2;0
31/5/2015;12;0.2;0.18;5.7;20.6;10.5;18.2;7.7;3.1;104;29.9;68;29.8;0
31/5/2015;13;0.4;0.21;5.7;19.3;11.6;19.9;8.4;3.2;101.2;30.2;66;29;0
31/5/2015;14;0.2;0.26;6.8;21.9;10.3;18.1;7.8;3.2;100.5;29.9;65;28.4;0
31/5/2015;15;0.3;0.26;6.9;14.5;8.5;18.2;9.7;3.6;76.6;28.4;68;25.3;0
31/5/2015;16;0.2;0.2;6.8;10.6;10.1;22.5;12.4;3.3;79.1;28.6;66;27.5;0
31/5/2015;17;0.4;0.27;4.8;9.7;12.2;26.4;14.2;3.1;80.5;27.8;71;28;0
31/5/2015;18;0.5;0.24;3.8;24.3;13.1;28.6;15.5;3.3;49.7;26.3;77;25.2;0
31/5/2015;19;0.3;0.29;1.2;14.4;19.6;38.1;18.4;3.2;42.3;25.7;78;31.2;0
31/5/2015;20;0.2;0.31;3.7;12.4;10.1;25.6;15.7;3.4;63;26.7;74;26.8;0
31/5/2015;21;0.6;0.27;2.6;15.5;14.2;32.9;18.7;2.5;49.8;26.7;74;24.9;0
31/5/2015;22;0.4;0.31;6.1;34.9;4.7;16.7;12;2.5;76.8;26.9;71;26.2;0
31/5/2015;23;0.4;0.19;8.1;19.2;2.5;11.2;8.8;2.7;74.8;26.7;71;22.6;0
31/5/2015;24;0.5;0.13;8.6;24;2.4;10;7.7;2.4;87.2;26.7;72;26.2;0
1/6/2015;1;0.6;0.19;10.5;14.5;1.4;7.3;5.9;2.4;87.4;26.5;72;26.4;0
1/6/2015;2;0.3;0.16;10.5;8.1;2.6;7.2;5.1;2.1;90.7;26.3;71;29.8;0
1/6/2015;3;0.3;0.11;10.5;7;2.4;6.5;4.6;1.7;110.2;26.1;73;32.3;0
1/6/2015;4;0.3;0.17;11.3;10.2;1.6;5.1;3.7;2.9;119;26.3;74;30.7;0
1/6/2015;5;0.3;0.2;8.4;6.7;7.1;16.4;9.3;3.4;132.7;26.1;74;32.8;0
1/6/2015;6;0.3;0.29;3.7;12;32.2;49.8;17.7;2.2;124;26.2;76;30.1;0
1/6/2015;7;0.5;0.36;3.2;19.1;33.9;54.7;20.9;2.3;103.9;26.5;75;29.4;0
1/6/2015;8;0.5;0.37;5.2;30.8;20.9;36.2;15.5;2.5;95.8;28.1;70;29.2;0
1/6/2015;9;0.5;0.38;5.5;49.7;17.8;32.9;15.4;3;88.5;28.6;69;28.2;0.2
1/6/2015;10;0.3;0.61;4.4;27.5;30.2;48;17.9;2.6;114.3;27.1;78;30.2;0.6
1/6/2015;11;0.2;0.42;5.7;14.2;23.9;36.7;13.9;3;99.9;28.3;73;29.1;0
1/6/2015;12;0.2;0.38;5.7;20.9;21;34;13.1;2.9;98.6;28.6;71;31.3;0
1/6/2015;13;0.3;0.41;5.8;36.4;20.9;33.3;12.6;3.5;124.1;29.1;68;29.4;0
1/6/2015;14;0;0.32;6.3;22.2;20.6;31.4;11;5.1;167.2;26.8;80;27.5;0
1/6/2015;15;0;0.26;5.3;14.7;25.8;37.9;12.2;3.1;147.3;27.2;77;31.1;0
1/6/2015;16;0;0.21;5.5;20;24.3;35.3;11.1;2.8;142.6;27.4;76;26.2;0
1/6/2015;17;0;0.15;3;37.6;32.1;49.6;17.5;2.5;118.7;26;83;30.1;2.8
1/6/2015;18;0;0.27;1.4;24.4;23.6;46.5;22.9;1.8;76.8;24.8;88;30.1;0.4
1/6/2015;19;0;0.1;1.9;18.3;19.7;43.3;23.6;3;72.7;25.5;83;22.4;0
1/6/2015;20;0;0.03;1.5;9.6;75.3;83.9;23.3;2.4;64.4;25.5;82;23.7;0
1/6/2015;21;0;0.01;1.1;11;26.2;49.2;23;2;36.7;25.2;84;26.4;0
1/6/2015;22;<Samp;<Samp;<Samp;<Samp;<Samp;<Samp;<Samp;<Samp;<Samp;<Samp;<Samp;<Samp;<Samp
1/6/2015;23;0;0.04;2.2;8.4;21.3;48.7;27.5;11;155.9;23.7;89;50.1;0.4
1/6/2015;24;0;0.11;1.4;19;30.5;60.2;29.7;1.6;282.3;23.8;89;45.8;0.6
2/6/2015;1;0;0.1;2;12.8;38.7;61.6;22.9;1.5;127.6;24;90;33.7;0.4
2/6/2015;2;0.1;0.01;2.4;8.5;17.5;40.2;22.7;0.8;127.4;24.1;90;52.5;0.6
2/6/2015;3;0.1;0;3.7;7.3;17;34.3;20.4;1.8;25;23.6;90;31.6;6
2/6/2015;4;0;0.03;1.1;6.2;27.6;58.6;31.6;0.9;257.7;23.7;91;44.4;0
2/6/2015;5;0;0.02;1.7;4.6;14.4;35.4;21.1;1;132.3;24.3;89;51.5;0
2/6/2015;6;0;0.06;1.3;9.7;37.5;62.8;25.3;1.1;136.9;24.6;86;50.5;1.4
2/6/2015;7;0;0.23;1.4;8.7;44.1;68.2;24.1;1.7;85.6;24.9;86;38.3;1.6
2/6/2015;8;0;0.41;1.8;23.1;33.9;57.1;23.3;2.2;120.9;26.1;81;31.4;0.2
2/6/2015;9;0;0.28;2.3;30.6;24.8;43.8;19.1;4.5;106.2;25.9;80;27.9;0.6
2/6/2015;10;0.1;0.11;2.3;20.7;27.7;47;19.2;3.4;98.5;26.7;81;29.5;3.6
2/6/2015;11;0;0.22;2.8;12.1;25;42.2;17.2;2.5;111.8;25.7;83;32.3;3.4
2/6/2015;12;0;0.08;4.4;20.2;17.8;32.9;15.1;3.2;104.7;26.4;79;28.2;0
2/6/2015;13;0.1;0.1;4.4;13;20.8;36.7;16.6;3.2;90.5;28;74;28;0
2/6/2015;14;0;0.31;5.2;13;18.6;34.5;16;3.1;98;27.2;74;29.1;0
2/6/2015;15;0.1;0.42;5.4;26.3;20;37.5;17.5;2.8;110.7;27.3;73;32;0.2
2/6/2015;16;0;0.39;4.2;32.8;21.8;37.2;15.4;3.2;116.5;28.3;66;26.5;0
2/6/2015;17;0.1;0.46;4.2;18.9;29.3;46.6;17.3;3.2;116.4;27.5;68;28.2;0
2/6/2015;18;0.1;0.47;4.3;22.1;26.8;43.7;17;4.3;127.8;26.6;70;29.6;0
2/6/2015;19;0.2;0.41;4.7;26.2;29.4;46.8;17.5;4.5;129.5;26.8;70;28.2;0
2/6/2015;20;0;0.38;3.7;19.2;24.6;41.5;17.1;3.1;115.1;26.7;71;27.3;0
2/6/2015;21;0.1;0.25;5;44.3;21.3;36.1;14.9;3.2;115.3;26.7;69;26.8;0
2/6/2015;22;0;0.2;6.2;28.7;12.3;24.9;12.5;3.3;112.3;26.6;67;25.7;0
2/6/2015;23;0.1;0.15;6.9;35.4;14;25;11;3.1;110.8;26.5;67;27.3;0
2/6/2015;24;0.1;0.09;8.9;21.4;6.2;14.7;8.5;3;108.1;26.5;69;27.1;0
3/6/2015;1;0.1;0.04;11.2;13.5;3;8.8;5.8;2.8;108.2;26.4;70;29.1;0
3/6/2015;2;0;0.07;12.9;22.1;1.3;4.9;3.7;3.1;116.3;26.4;69;26.3;0
3/6/2015;3;0;0.02;14.1;16;1.1;4.7;3.6;4;119.5;26.3;70;26.5;0
3/6/2015;4;0.1;0.05;13.4;12;1;4.3;3.4;4.8;127.3;26.1;71;27.6;0
3/6/2015;5;0.1;0.08;11.4;17;3.4;8.4;5.2;3.4;123.2;26.2;71;28.8;0
3/6/2015;6;0.1;0.13;8.1;13.4;11.6;22.4;10.8;3.1;117.6;26.3;70;26.6;0
3/6/2015;7;0;0.31;4.1;28.4;27.8;45.8;18;2.6;121.5;26.6;70;28.9;0
3/6/2015;8;0;0.32;7.3;18.4;16;30.1;14.2;2.7;114.4;28.1;67;30;0
3/6/2015;9;0.1;0.35;7.8;40.1;19.2;32.6;13.5;2.8;164.6;28;73;31.2;0
3/6/2015;10;0;0.25;8;44.4;15;26.7;11.8;3.4;111;29.2;63;27.8;0
3/6/2015;11;0;0.29;9.2;36.5;13.9;24.9;11;3.7;127.5;29.5;64;28.2;0
3/6/2015;12;0;0.22;12.6;45.7;9.4;18.1;8.8;5;168.3;27.3;76;24.2;0
3/6/2015;13;0;0.28;11.1;26.3;15.1;26.4;11.4;6.3;196.7;27.4;75;24.7;0
3/6/2015;14;0;0.39;8.9;41.3;15;27;12.1;4.4;169.8;27.2;76;28.9;0
3/6/2015;15;0;0.31;7.9;23.3;15.9;27;11.3;3.7;116.3;28.5;69;27;0
3/6/2015;16;0.1;0.43;7.1;43.1;21.5;34.9;14.8;3.5;123.5;28.3;71;26.8;0
3/6/2015;17;0;0.42;6;30.3;21.8;35.9;15;3.3;116;27.5;70;29.6;0
3/6/2015;18;0;0.48;5.9;30;17.2;31.9;14.8;3.5;102;26.1;77;29.1;0.4
3/6/2015;19;0;0.47;2.8;26.2;20.6;40.2;19.6;2.5;89.7;24.5;86;30.9;1.2
3/6/2015;20;0;0.43;2.6;16.2;25.9;44.3;18.4;2.8;102.2;25.5;80;31;0
3/6/2015;21;0;0.3;3.6;19.6;23.9;41.8;17.9;3.2;108.8;25.7;79;28.3;0
3/6/2015;22;0;0.3;5.5;16.9;11.7;26.3;14.7;4;110.4;25.5;80;31.8;0.2
3/6/2015;23;0;0.15;6;11.5;7.3;20;12.7;5.1;99.7;25;82;27.6;0.8
3/6/2015;24;0;0.08;7.1;20.6;6.2;16.8;10.7;3.2;101.9;24;89;28.8;2.6
4/6/2015;1;0.1;0.04;8.3;16.7;2.9;12.8;10;3;80.6;23.6;90;27.3;1.6
4/6/2015;2;0;0.09;8.7;11.2;2.7;12.9;10.2;3.1;91;23.6;89;28.8;3.8
4/6/2015;3;0;0.1;10;8.6;2.1;12.1;10;3.6;76.5;23.5;90;27.4;0.8
4/6/2015;4;0;0.12;9.2;6.3;2.3;12.5;10.9;3.2;64.4;23.5;88;22;0
4/6/2015;5;0.1;0.13;10;7.1;2.6;14.5;12;3.4;66.8;23.4;87;20.3;0.2
4/6/2015;6;0;0.21;6.8;6.7;9.1;26.9;17.9;3.5;66.3;23.3;86;20.2;0
4/6/2015;7;0;0.19;6.4;7.3;13.2;30.3;17.1;3;104.2;23.6;82;28.6;0.2
4/6/2015;8;0;0.17;5.8;7.1;18.4;35.9;17.5;4.1;124.5;25.5;71;29.9;0
4/6/2015;9;0;0.25;5.4;18.9;21.5;36.6;15.2;3;144.3;27.9;67;32.4;0
4/6/2015;10;0;0.23;7.9;11.3;12.7;22.5;9.9;2.9;139.7;28.4;70;30.3;0
4/6/2015;11;0;0.27;8.1;26.8;14.2;26.5;12.3;2.6;145.9;25.7;81;35.9;2.2
4/6/2015;12;0;0.44;6.9;22.2;21.7;36.8;15.1;1.9;153.8;26.3;79;31.5;0
4/6/2015;13;0.1;0.4;7.5;41;15.7;29.9;14.3;1.9;117.3;29.6;66;37.7;0
4/6/2015;14;0.1;0.11;9.7;24.7;14;25.7;11.7;2.5;157.7;28.7;71;25.8;0
4/6/2015;15;0.1;0.11;9.1;30.7;11.9;21.9;10.1;2.4;131.9;28.6;71;27.5;0
4/6/2015;16;0.2;0.15;7.6;27.8;15.8;28.8;13.1;2.6;125.7;27.8;73;28.2;0
4/6/2015;17;0.1;0.14;6.4;33.9;13.8;28.6;14.8;3.9;114.9;27.5;71;31.1;0
4/6/2015;18;0.3;0.19;4.6;19.4;23.7;39.8;16.1;3.2;144.9;26.7;74;32.9;0
4/6/2015;19;0.3;0.21;4.4;27.1;18.8;35.1;16.3;2.3;111;27.1;73;28.5;0
4/6/2015;20;0.1;0.17;6.1;21.1;12.8;27.3;14.5;2.6;111.6;27.1;74;27.2;0
4/6/2015;21;0.4;0.31;4.9;23.5;21.1;38.5;17.4;2.2;124.3;25.4;79;29.2;0.4
4/6/2015;22;0.2;0.09;5.1;30.9;12.2;26.4;14.2;2.2;121.3;26;80;26;0.2
4/6/2015;23;0.2;0.02;6.1;34.6;9.1;22.2;13.1;2.1;120.8;25.9;79;28.2;0
4/6/2015;24;0.2;0.02;6.2;43.2;3.6;13.5;9.9;1.8;101.6;26.1;79;34.1;0
5/6/2015;1;0.1;0.01;9.4;45.5;2;11;9;2.3;63.6;25.4;79;29.8;8.4
5/6/2015;2;0.3;0.02;5.5;26;6.3;28.8;22.5;1.7;21.9;23.4;88;41.7;1.8
5/6/2015;3;0.2;0.02;6.5;16.8;3.7;15.3;11.6;3.7;124;24.4;86;35.1;0
5/6/2015;4;0.3;0;8.1;10.2;3.3;11.5;8.3;2.5;134.6;25.1;81;27.9;0
5/6/2015;5;0.1;0;5;20.7;7.7;21.1;13.3;1.5;130.2;25;81;36.7;0.6
5/6/2015;6;0.2;0.05;2.2;14.8;27.7;48.2;20.5;1.8;97.6;24.8;83;30.1;0.6
5/6/2015;7;0.3;0.17;2.3;25;41.1;64.8;23.7;2.1;104.2;25.5;78;28.2;0
5/6/2015;8;0.2;0.25;2.6;20.8;26.9;49.7;22.9;2.4;91.6;27.4;72;30.6;0
5/6/2015;9;0.3;0.17;4.9;15.2;20.7;37.7;17;2.5;98.5;28.9;66;30.7;0
5/6/2015;10;0.4;0.28;5.9;27.3;25.8;43;17.2;2.8;100.5;29.3;66;31.1;0
5/6/2015;11;0.1;0.19;7.3;31.9;18.3;34.3;16;3.3;93.5;29.5;65;30.1;0
5/6/2015;12;0.4;0.31;6.6;38.1;22.3;37.9;15.6;4.6;116.8;29.8;65;32.9;0
5/6/2015;13;0.1;0.11;7.8;24.5;16.1;26.7;10.7;4.5;126.2;29.4;68;29;0
5/6/2015;14;0.2;0.24;8.3;22.6;14.3;24.2;10;3.7;121.1;28.7;71;27;0
5/6/2015;15;0.3;0.22;8.3;36.6;18.8;30;11.7;3.5;120.4;28.3;71;27.2;0
5/6/2015;16;0.2;0.35;6.7;21.3;28.7;45.1;16.7;3;117.2;27.6;74;30.2;0
5/6/2015;17;0.1;0.36;5.7;13.7;24.6;40.8;16.3;2.9;131.4;26.2;79;30.5;0.2
5/6/2015;18;0.3;0.32;5.6;32.7;29.4;45;15.6;3;152;25.6;81;29.5;0
5/6/2015;19;0.1;0.23;5.7;34.1;20.7;34.7;14;3.2;147.8;24.7;85;26.2;0
5/6/2015;20;0.2;0.25;4.2;26.4;107.3;125.1;22.1;2.7;154.2;24.9;85;26.4;0
5/6/2015;21;0.2;0.24;2.7;34.8;36.1;51.3;18.5;3;139;24.8;86;31.5;0.2
5/6/2015;22;0.3;0.22;1.3;27.3;122;141.5;22.9;3.6;85;25.2;85;28.2;0.4
5/6/2015;23;0.3;0.02;4.4;28.4;24.8;37.7;14.7;4.6;69.3;25.1;85;21.8;0
5/6/2015;24;0.2;0.01;9.8;18.6;9.2;15.5;10.1;4.6;76.1;24.4;87;24;0.4
6/6/2015;1;0.1;0;10.1;9.7;8.3;14.5;8.7;3.9;67.3;24.9;83;21.7;0.2
6/6/2015;2;<Samp;<Samp;<Samp;<Samp;<Samp;<Samp;<Samp;<Samp;<Samp;<Samp;<Samp;<Samp;<Samp
6/6/2015;3;0.4;0.02;10.4;11;7.5;14.7;9.7;3.4;65.1;25.3;81;21.8;1
6/6/2015;4;0.2;0.03;10.4;12.7;6.5;14.2;9.5;2.9;64.7;25.6;77;18.1;0
6/6/2015;5;0.2;0;9.9;7.8;12.5;18.8;9.5;2.6;70.7;25.9;76;23.7;0
6/6/2015;6;0.2;0.03;8.2;12;16.7;26.1;14.6;3.1;73;26.2;75;22.1;0
6/6/2015;7;0.4;0.07;4.9;12.9;19;34.4;18.6;4.4;86.6;26.5;74;25.9;0
6/6/2015;8;0.4;0.08;5.3;36.3;24.6;40.9;17.8;4.2;77.2;26.6;74;25;0
6/6/2015;9;0.3;0.14;6.7;28.7;23.2;37.3;15.7;2.9;94.6;27.4;71;30.2;0
6/6/2015;10;0.2;0.08;6;34;34.5;51.1;17.9;2.9;63.5;26.9;72;28;0
6/6/2015;11;0.2;0.22;7.3;34.8;26.8;38.3;15.7;2.6;80.4;28.8;69;30.4;0
6/6/2015;12;0.3;0.24;6.4;30.9;35.9;55.6;27.8;2.9;83.5;25.2;83;28.2;9.4
6/6/2015;13;0.2;0.28;6.5;18.6;31.3;42.8;16.6;2.6;111.6;27.2;78;27.3;0
6/6/2015;14;0;0.35;7.2;12.1;37;47.7;15.7;3.4;86;27.5;74;28.9;2.4
6/6/2015;15;0.1;0.31;4.8;10.4;35.9;45.9;23.5;2.2;91.5;26.7;77;31.9;0.4
6/6/2015;16;0.1;0.19;7.6;41.4;37.5;44.2;13.9;4.7;92.4;28.1;71;27.2;0
6/6/2015;17;0.1;0.22;7.4;24;14.5;21.8;11.6;4.3;95.8;27.4;72;28.9;0
6/6/2015;18;0;0.16;7.7;20.7;0.1;14.1;20.5;3.2;75.5;26.7;76;23.7;0
6/6/2015;19;0.1;0.2;6;33.6;20.8;29.3;18.4;2.8;77.9;26.7;72;26.5;0
6/6/2015;20;0.1;0.31;4.9;19.2;24.8;42.3;21.3;2.7;81.8;26.7;75;28.1;0
6/6/2015;21;0.1;0.18;6.5;31;8.6;26.7;18.1;3;76.9;26.4;73;26;0
6/6/2015;22;0.1;0.16;7.9;29.3;4.6;21.3;16.8;2.9;78.8;26.5;73;24.3;0
6/6/2015;23;0.1;0.18;7.3;25.5;4.9;17.6;12.7;2.7;76.7;26.3;76;27.4;0
6/6/2015;24;0.1;0.09;9.4;20.3;2.7;12.6;9.9;2.8;82.1;26.4;75;25.5;0
7/6/2015;1;0.1;0.09;11.9;15.9;0.4;7.9;7.6;3.6;83.5;26.3;74;26.4;0
7/6/2015;2;0.1;0.03;10.8;10.8;0.9;11.8;11.1;4.3;61.3;24.7;81;25.8;1.6
7/6/2015;3;0.2;0.12;3.2;9.5;3.6;29.2;25.6;1.6;33;23.5;89;43.2;0.2
7/6/2015;4;0.1;0.19;4.9;6.8;2.3;18;15.7;1.6;56.6;24.1;88;39;0
7/6/2015;5;0;0.04;10;18.8;0.7;9.4;8.8;3;73.2;25.6;79;21.8;0
